,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2],PV_Süd [W],PV_West [W],PV_Ost [W],PV - Vorhanden [W]
2022-01-01 00:00:00,1.8,1017.0,240.0,5.3,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 00:15:00,1.8,1017.0,240.0,5.3,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 00:30:00,1.8,1017.0,241.2,5.4,7.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 00:45:00,1.9,1017.0,243.7,5.6,7.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,1.9,1017.0,246.2,5.8,7.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:15:00,2.0,1017.0,248.7,6.0,7.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:30:00,2.0,1016.9,249.9,6.2,7.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:45:00,2.1,1016.6,249.6,6.3,7.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,2.1,1016.4,249.4,6.5,7.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:15:00,2.2,1016.1,249.1,6.6,7.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:30:00,2.2,1015.9,250.1,6.6,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:45:00,2.3,1015.6,252.3,6.4,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,2.3,1015.4,254.5,6.3,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:15:00,2.4,1015.1,256.8,6.1,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:30:00,2.4,1015.0,258.1,5.9,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:45:00,2.4,1015.0,258.4,5.8,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,2.5,1015.0,258.6,5.6,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:15:00,2.5,1015.0,258.9,5.5,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:30:00,2.5,1014.9,259.1,5.4,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:45:00,2.5,1014.6,259.4,5.3,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,2.6,1014.4,259.6,5.3,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:15:00,2.6,1014.1,259.9,5.2,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:30:00,2.6,1013.9,264.1,5.2,7.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:45:00,2.7,1013.6,272.8,5.1,7.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,2.7,1013.4,281.6,5.1,7.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:15:00,2.8,1013.1,290.3,5.0,7.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:30:00,2.8,1013.1,295.0,5.0,6.9,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:45:00,2.7,1013.4,295.0,5.0,6.6,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:00:00,2.6,1013.6,295.0,4.9,6.4,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:15:00,2.5,1013.9,295.0,4.9,6.1,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:30:00,2.4,1014.0,294.7,4.8,5.9,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:45:00,2.3,1014.0,293.9,4.7,5.6,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 08:00:00,2.3,1014.0,293.1,4.6,5.4,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 08:15:00,2.2,1014.0,292.4,4.5,5.1,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 08:30:00,2.3,1014.0,290.6,4.5,4.9,90.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 08:45:00,2.4,1014.0,287.6,4.7,4.6,89.5,0.0,8.4,0.0,0.0,3.6,0.0,0.0,0.0,0.0
2022-01-01 09:00:00,2.5,1014.0,284.6,4.9,4.4,88.5,0.0,14.2,16.8,16.1,21.8,1263.5099128623383,1584.7412466408987,1470.5256612974108,0.35251723871446977
2022-01-01 09:15:00,2.6,1014.0,281.6,5.1,4.1,87.5,0.0,19.9,23.2,20.7,43.2,2012.9744711954127,2524.747641838314,2342.783847831949,0.5616166481677932
2022-01-01 09:30:00,2.7,1014.0,281.1,5.2,4.0,86.9,5.3,26.7,31.6,28.7,64.7,2997.0568056504085,3759.0204003072913,3488.1000110959553,0.8361740407757295
2022-01-01 09:45:00,2.6,1014.0,283.3,5.2,4.0,86.6,16.5,34.7,20.3,20.1,85.6,1672.0629097269582,2097.163649488049,1946.016719795217,0.4665028694223221
2022-01-01 10:00:00,2.5,1014.0,285.5,5.1,4.0,86.4,27.7,42.7,25.3,25.1,105.6,2258.5402331611263,2832.74537718514,2628.5835481988247,0.6301291018096187
2022-01-01 10:15:00,2.4,1014.0,287.8,5.1,4.0,86.1,39.0,50.7,79.8,53.2,124.3,10207.64114255644,10687.824520180518,10155.73760961544,2.847915503259102
2022-01-01 10:30:00,2.3,1014.1,289.3,5.1,3.9,86.1,45.0,58.0,136.2,44.7,141.4,21518.953446367486,18963.28012784948,17655.68832409812,6.0037534899539615
2022-01-01 10:45:00,2.4,1014.4,290.1,5.2,3.6,86.4,45.0,64.5,158.6,37.2,156.7,26135.920564814864,22824.144300928405,20053.208273626162,7.2918799092738675
2022-01-01 11:00:00,2.4,1014.6,290.9,5.3,3.4,86.6,45.0,71.0,160.9,42.6,170.1,26082.900766802148,23767.516679926986,19796.87134765022,7.277087470684842
2022-01-01 11:15:00,2.5,1014.9,291.6,5.4,3.1,86.9,45.0,77.5,126.7,78.8,181.5,18225.21417115938,18577.808882734014,15462.34326513994,5.084805516121749
2022-01-01 11:30:00,2.5,1015.0,291.8,5.4,3.0,86.9,46.4,81.3,151.6,86.3,190.7,23330.891475163713,23207.189388738418,17827.359891548513,6.509281293203239
2022-01-01 11:45:00,2.6,1015.0,291.3,5.3,3.0,86.6,49.4,82.1,64.8,54.2,197.7,7219.115190904299,8762.131553996329,7882.217271510948,2.014121557063347
2022-01-01 12:00:00,2.6,1015.0,290.8,5.2,3.0,86.4,52.4,82.9,43.5,43.2,202.3,4390.5509468111495,5506.792712949577,5109.906751655914,1.2249566706594546
2022-01-01 12:15:00,2.7,1015.0,290.3,5.1,3.0,86.1,55.4,83.6,169.3,56.6,204.6,27492.213148328825,28649.340764029417,17500.076184396574,7.6702833642543995
2022-01-01 12:30:00,2.7,1015.0,289.9,5.1,2.9,86.1,57.1,82.9,243.8,96.1,204.5,47970.627305997776,48174.739099800536,20907.566702620355,13.383728061937024
2022-01-01 12:45:00,2.6,1015.0,289.6,5.2,2.6,86.4,57.4,80.7,107.4,91.5,202.0,14840.371253071908,17146.5722851497,12186.322302073506,4.140439772078373
2022-01-01 13:00:00,2.5,1015.0,289.4,5.3,2.4,86.6,57.6,78.5,161.9,88.3,197.2,27588.98388583835,31032.782980916454,16201.054023469576,7.697282244775992
2022-01-01 13:15:00,2.4,1015.0,289.1,5.4,2.1,86.9,57.9,76.2,151.1,70.4,190.1,25982.05997645182,30215.766387257012,15096.865408072594,7.248953051950009
2022-01-01 13:30:00,2.3,1015.0,289.3,5.3,2.0,87.1,55.2,72.9,103.1,90.4,180.7,15503.518861641698,18883.145641645704,11209.079949050718,4.3254568910209095
2022-01-01 13:45:00,2.3,1015.0,290.1,5.1,2.0,87.4,49.2,68.4,115.9,88.7,169.1,19753.86968525905,24800.002056619105,11800.561408858548,5.511297952224051
