,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
11,Ein,Aus,1.500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Normal,997588.3894474092,613955.1800932855,4097215.551794836,1248.083606557377,348.68770998209504,0.0,0.0,1319391.8156458766,0.0
12,Aus,Aus,25 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Normal,1669237.8309003622,0.0,4097215.551794836,1248.083606557377,383.2693300024279,0.0,0.0,33787.194099637694,0.0
13,Aus,Aus,500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Normal,1306692.869565116,40031.913547292024,4097215.551794836,1248.083606557377,370.8074556184423,0.0,0.0,436364.06898217555,0.0
14,Aus,Aus,1.000 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Normal,1136658.7846739364,272574.7035386499,4097215.551794836,1248.083606557377,360.4595518844883,0.0,0.0,838940.9438647135,0.0
15,Aus,Aus,1.500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Normal,1053415.1161701395,591907.9099173909,4097215.551794836,1248.083606557377,356.1277099820951,0.0,0.0,1241517.8187472513,0.0
16,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,55,zukunft Normal,1817152.349759526,0.0,3167328.662696888,1268.885,410.7243699861992,0.0,3.9787516670191234,111661.1909982627,225788.51575778867
17,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,65,zukunft Normal,1718323.5842169693,0.0,3625922.3782282886,1268.885,407.93946271198035,0.0,3.8250082302741744,111661.1909982627,126959.75021523183
18,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,75,zukunft Normal,1657144.8310221147,0.0,3911036.2752617826,1268.885,375.34121963185606,0.0,3.4815462296158977,111661.1909982627,65780.99702037766
19,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,55,zukunft Normal,1449710.1534478792,35009.495276365626,3166930.5494185165,1268.885,399.32294916040394,0.0,3.9781329737224,514238.06588080054,225913.69905231424
20,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,65,zukunft Normal,1350248.1112797037,32941.90800396435,3621460.9487308185,1268.885,397.5915589780263,0.0,3.8098370345078147,514238.06588080054,128519.24415654012
21,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,75,zukunft Normal,1290394.7602518229,30140.210002674114,3896071.0537334154,1268.885,356.9074556184423,0.0,3.3929824371901,514238.06588080054,71467.5911299492
22,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,55,zukunft Normal,1264878.627558978,250347.11085361004,3159775.553838765,1268.885,391.82380683617356,0.0,3.9643857418485915,916814.9407633385,228321.43246870642
23,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,65,zukunft Normal,1168428.2270586102,243063.4283191178,3593697.3324781493,1268.885,390.95289254017365,0.0,3.698219154849203,916814.9407633385,139154.71450283064
24,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,75,zukunft Normal,1113364.898675729,233016.66150535905,3845795.0336486194,1268.885,350.26878918058975,0.0,3.0565364906951222,916814.9407633385,94138.15293370828
25,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,55,zukunft Normal,1172785.9263079797,556713.9399821403,3147713.1845572996,1268.885,389.93943226994145,0.0,3.940867249969088,1319391.8156458766,232438.7769717161
26,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,65,zukunft Normal,1079743.7152800744,545357.620366514,3565264.460331381,1268.885,389.37181334167906,0.0,3.583441959265472,1319391.8156458766,150752.88555943675
27,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,75,zukunft Normal,1028708.0310282622,529085.9296606727,3803042.5098029845,1268.885,348.68770998209504,0.0,2.8124587226138513,1319391.8156458766,115988.89201346603
28,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,55,zukunft Normal,1895026.3466581511,0.0,3167328.662696888,1268.885,417.7518200241792,0.0,3.9787516670191234,33787.194099637694,225788.51575778867
