,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
40,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1770205.4050036252,0.0,3912419.139299806,1563.5780327868854,423.7447988314868,0.0,4.1070348483502555,111778.79149042476,178959.17149404966
41,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1709524.7510199829,0.0,4224204.353095107,1563.5780327868854,395.14991014705413,0.0,3.8021112590938513,111778.79149042476,118278.51751040792
42,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1648312.2237898777,0.0,4496107.774702306,1563.5780327868854,384.0612356442563,0.0,3.5207739562177776,111778.79149042476,57065.99028030233
43,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1400440.9245219864,32962.41878225103,3910979.1424389957,1563.5780327868854,396.24305699021784,0.0,4.103075907597435,514999.48758634686,179452.96832608228
44,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1339829.1806727636,30870.099507081482,4217255.233068579,1563.5780327868854,353.56,0.0,3.771216106051414,514999.48758634686,120933.54375202885
45,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1280523.4614916285,28135.716254229847,4478768.989403878,1563.5780327868854,353.56,0.0,3.3681479899877975,514999.48758634686,64362.207823745695
46,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1226206.0416765185,257691.2567379205,3900296.5480606146,1563.5780327868854,374.1946490054446,0.0,4.061204908328474,918220.1836822691,183709.94362086707
47,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1167956.6834734553,250133.8522812412,4188394.730255773,1563.5780327868854,353.56,0.0,3.6271326043079677,918220.1836822691,133017.98987448265
48,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1115441.9144073667,239195.06501405037,4419835.075703882,1563.5780327868854,353.56,0.0,2.9604114962617487,918220.1836822691,91442.00807558531
49,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1143815.8694404291,573159.7349900923,3887537.141203286,1563.5780327868854,368.64500325429793,0.0,4.007778122545573,1321440.8797781912,189071.98922852825
50,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1087963.204069713,561198.1773718888,4163813.77036372,1563.5780327868854,353.56,0.0,3.4781815704700376,1321440.8797781912,145180.88147601517
51,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1039204.0359536929,544348.0148842405,4380079.514717413,1563.5780327868854,353.56,0.0,2.7110199063347675,1321440.8797781912,113271.8758476435
52,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1848079.40190225,0.0,3912419.139299806,1563.5780327868854,423.7447988314868,0.0,4.1070348483502555,33904.79459179975,178959.17149404966
53,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1787398.7479186084,0.0,4224204.353095107,1563.5780327868854,413.70234001959307,0.0,3.8021112590938513,33904.79459179975,118278.51751040792
54,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1726186.2206885025,0.0,4496107.774702306,1563.5780327868854,401.221151615475,0.0,3.5207739562177776,33904.79459179975,57065.99028030233
55,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1472284.0973206293,26933.570040245457,3910985.6179776643,1563.5780327868854,408.1605440156114,0.0,4.103088055347659,437125.4906877218,179450.99296810583
56,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1411652.0815682465,25115.54906884396,4218126.80674101,1563.5780327868854,389.4232619005302,0.0,3.773875717158221,437125.4906877218,120636.99818712473
57,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1351876.5800415468,22768.204693434604,4481804.335173948,1563.5780327868854,361.0,0.0,3.385667195065157,437125.4906877218,63208.84103583421
58,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1288091.7882759245,241970.55969425142,3900905.1644331603,1563.5780327868854,396.8582623625034,0.0,4.064092488525966,840346.1867836439,183442.39036531694
59,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1229750.2137884728,234760.09954147166,4190067.345781043,1563.5780327868854,365.1441837814674,0.0,3.6349392074204365,840346.1867836439,132311.2760306451
60,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1176517.3060750067,224368.36375034525,4424468.200656549,1563.5780327868854,361.0,0.0,2.9782759869594857,840346.1867836439,89470.10410830555
61,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1200846.519749181,552982.2011344106,3889063.9510138864,1563.5780327868854,389.22507595721055,0.0,4.014526302232475,1243566.8828795662,188406.1764943368
62,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1144811.6104494326,541331.3300643743,4166080.6438072347,1563.5780327868854,361.0,0.0,3.4917637190585826,1243566.8828795662,144022.1382646246
63,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1095498.397496781,524993.0576738727,4384359.21046235,1563.5780327868854,361.0,0.0,2.7300678892995474,1243566.8828795662,111047.19770247446
64,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1865997.088538911,0.0,3601742.338875573,1589.6376666666667,484.2294385712136,0.0,3.906400804884348,111778.79149042476,274750.85502933554
65,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1729634.6894750034,0.0,4222288.449975593,1589.6376666666667,425.48999882943775,0.0,3.7199306665278855,111778.79149042476,138388.45596542853
66,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1648440.5962377193,0.0,4570611.308889638,1589.6376666666667,384.0612356442563,0.0,3.5196631033978214,111778.79149042476,57194.362728144064
67,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1493989.6717137839,30715.91858285112,3600266.891472158,1589.6376666666667,456.0177694328572,0.0,3.904166503284875,514999.48758634686,275248.2157172796
68,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1358489.556968087,28621.068393906004,4212897.795551296,1589.6376666666667,385.91504071583216,0.0,3.6889182433107583,514999.48758634686,141842.9511605279
69,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1280529.462782703,25948.93366612633,4547753.805360747,1589.6376666666667,353.56,0.0,3.3337340403102607,514999.48758634686,66554.99170292346
70,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1311423.3956137437,245523.77125966232,3584685.2663600473,1589.6376666666667,430.67307863743343,0.0,3.872851408816267,918220.1836822691,281094.78303635033
71,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1183033.400776127,236608.56112891235,4162448.7164547057,1589.6376666666667,383.8319089359347,0.0,3.518445905739776,918220.1836822691,161619.9983294833
72,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1115441.9144073667,224686.218720361,4461364.44559868,1589.6376666666667,353.56,0.0,2.8279815860112034,918220.1836822691,105950.8543692747
73,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1223643.2835910262,551609.4245256792,3561801.359236868,1589.6376666666667,426.76449592727556,0.0,3.8190219856839844,1321440.8797781912,290449.713843538
74,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1101329.9936904567,537266.9311155728,4116826.1313810204,1589.6376666666667,381.7487771560372,0.0,3.341271182547827,1321440.8797781912,182478.91735307514
75,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1039204.0359536929,517626.48925451003,4398727.803596749,1589.6376666666667,353.56,0.0,2.5429773062392416,1321440.8797781912,139993.40147737387
76,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1943871.0854375355,0.0,3601742.338875573,1589.6376666666667,484.2294385712136,0.0,3.906400804884348,33904.79459179975,274750.85502933554
77,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1807508.6863736287,0.0,4222288.449975593,1589.6376666666667,454.386443379177,0.0,3.7199306665278855,33904.79459179975,138388.45596542853
78,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1726314.593136344,0.0,4570611.308889638,1589.6376666666667,401.221151615475,0.0,3.5196631033978214,33904.79459179975,57194.362728144064
79,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1566071.7059709986,24925.931299417298,3600273.474936471,1589.6376666666667,461.5459107844723,0.0,3.9041729956844065,437125.4906877218,275246.2403593031
80,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1430456.290892775,23168.08171469459,4214246.403184871,1589.6376666666667,430.10736526011414,0.0,3.6921861234386375,437125.4906877218,141388.674865802
81,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1351883.576332621,20963.550780641446,4551726.8712439155,1589.6376666666667,361.0,0.0,3.35741668411843,437125.4906877218,65020.49123970161
82,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1373801.741023442,230304.48277628567,3585331.7116357866,1589.6376666666667,450.2436291313643,0.0,3.8745910101827685,840346.1867836439,280818.42003080016
83,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1244981.102430928,221800.59624187715,4165398.417756506,1589.6376666666667,405.82828714105125,0.0,3.526421235277808,840346.1867836439,160501.66797269508
84,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1176517.3060750067,210512.0602869126,4467535.961798911,1589.6376666666667,361.0,0.0,2.8460555971045802,840346.1867836439,103326.4075717382
85,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Kalt,1281037.077038872,532068.1766910434,3564016.742636282,1589.6376666666667,445.4501519144211,0.0,3.824521080404706,1243566.8828795662,289510.75822739466
86,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Kalt,1158328.5226298966,518052.22099414706,4120348.1360908775,1589.6376666666667,399.94877715603724,0.0,3.354429363518157,1243566.8828795662,180818.15951531575
87,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Kalt,1095498.397496781,498911.05430458294,4404428.131084402,1589.6376666666667,361.0,0.0,2.5586800294832277,1243566.8828795662,137129.20107176428
88,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1865997.088538911,0.0,3542697.3825005637,1563.5780327868854,484.2294385712136,0.0,3.906400804884348,111778.79149042476,274750.85502933554
89,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1729634.6894750034,0.0,4153070.606533369,1563.5780327868854,425.48999882943775,0.0,3.7199306665278855,111778.79149042476,138388.45596542853
90,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1648440.5962377193,0.0,4495683.254645546,1563.5780327868854,384.0612356442563,0.0,3.5196631033978214,111778.79149042476,57194.362728144064
91,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1493989.6717137839,30715.91858285112,3541246.122759499,1563.5780327868854,456.0177694328572,0.0,3.904166503284875,514999.48758634686,275248.2157172796
92,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1358489.556968087,28621.068393906004,4143833.8972635693,1563.5780327868854,385.91504071583216,0.0,3.6889182433107583,514999.48758634686,141842.9511605279
93,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1280529.462782703,25948.93366612633,4473200.464289259,1563.5780327868854,353.56,0.0,3.3337340403102607,514999.48758634686,66554.99170292346
94,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1311423.3956137437,245523.77125966232,3525919.9341246365,1563.5780327868854,430.67307863743343,0.0,3.872851408816267,918220.1836822691,281094.78303635033
95,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1183033.400776127,236608.56112891235,4094211.85225053,1563.5780327868854,383.8319089359347,0.0,3.518445905739776,918220.1836822691,161619.9983294833
96,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1115441.9144073667,224686.218720361,4388227.323539684,1563.5780327868854,353.56,0.0,2.8279815860112034,918220.1836822691,105950.8543692747
97,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1223643.2835910262,551609.4245256792,3503411.17301987,1563.5780327868854,426.76449592727556,0.0,3.8190219856839844,1321440.8797781912,290449.713843538
98,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1101329.9936904567,537266.9311155728,4049337.178407561,1563.5780327868854,381.7487771560372,0.0,3.341271182547827,1321440.8797781912,182478.91735307514
99,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1039204.0359536929,517626.48925451003,4326617.511734506,1563.5780327868854,353.56,0.0,2.5429773062392416,1321440.8797781912,139993.40147737387
100,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1943871.0854375355,0.0,3542697.3825005637,1563.5780327868854,484.2294385712136,0.0,3.906400804884348,33904.79459179975,274750.85502933554
101,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1807508.6863736287,0.0,4153070.606533369,1563.5780327868854,454.386443379177,0.0,3.7199306665278855,33904.79459179975,138388.45596542853
102,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1726314.593136344,0.0,4495683.254645546,1563.5780327868854,401.221151615475,0.0,3.5196631033978214,33904.79459179975,57194.362728144064
103,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1566071.7059709986,24925.931299417298,3541252.5982981683,1563.5780327868854,461.5459107844723,0.0,3.9041729956844065,437125.4906877218,275246.2403593031
104,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1430456.290892775,23168.08171469459,4145160.3965752823,1563.5780327868854,430.10736526011414,0.0,3.6921861234386375,437125.4906877218,141388.674865802
105,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1351883.576332621,20963.550780641446,4477108.397944836,1563.5780327868854,361.0,0.0,3.35741668411843,437125.4906877218,65020.49123970161
106,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1373801.741023442,230304.48277628567,3526555.781936839,1563.5780327868854,450.2436291313643,0.0,3.8745910101827685,840346.1867836439,280818.42003080016
107,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1244981.102430928,221800.59624187715,4097113.1977932835,1563.5780327868854,405.82828714105125,0.0,3.526421235277808,840346.1867836439,160501.66797269508
108,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1176517.3060750067,210512.0602869126,4394297.667343191,1563.5780327868854,361.0,0.0,2.8460555971045802,840346.1867836439,103326.4075717382
109,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Kalt,1281037.077038872,532068.1766910434,3505590.2386586377,1563.5780327868854,445.4501519144211,0.0,3.824521080404706,1243566.8828795662,289510.75822739466
110,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Kalt,1158328.5226298966,518052.22099414706,4052801.4453352895,1563.5780327868854,399.94877715603724,0.0,3.354429363518157,1243566.8828795662,180818.15951531575
111,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Kalt,1095498.397496781,498911.05430458294,4332224.391230558,1563.5780327868854,361.0,0.0,2.5586800294832277,1243566.8828795662,137129.20107176428
112,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,55,Jetzt Kalt,1958257.1906359592,0.0,3242857.3679089127,1589.6376666666667,544.7140783109405,0.0,3.804473430526023,111778.79149042476,367010.9571263841
113,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,65,Jetzt Kalt,1747657.0908011806,0.0,4158214.4910625797,1589.6376666666667,466.1741021890217,0.0,3.659989045349198,111778.79149042476,156410.85729160556
