,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
15,Aus,Aus,1.500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,Jetzt Normal,1068724.7198917498,565407.6836373507,4480371.581904125,1377.1495081967214,351.0,0.0,0.0,1199707.9887456007,0.0
16,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1789647.7221941429,0.0,3675512.5057108025,1400.102,423.24840566451667,0.0,4.0161580100546095,110475.808472418,197098.50566656105
17,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1717790.013931071,0.0,4036804.592399041,1400.102,390.2534100311355,0.0,3.724152783700995,110475.808472418,125240.79740348944
18,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1647449.8201975352,0.0,4345259.041996972,1400.102,380.8638881218489,0.0,3.4390670962390923,110475.808472418,54900.6036699534
19,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1436409.2288091215,35498.34094063046,3674566.4042147887,1400.102,388.8660937980032,0.0,4.014397269489193,499511.2008630206,197397.06373151173
20,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1364355.670848012,33288.589654452226,4030590.339924896,1400.102,358.0562915878738,0.0,3.700483252266098,499511.2008630206,127553.25705658039
21,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1295287.1709099582,30317.351220966124,4329190.859493947,1400.102,345.7240486461436,0.0,3.3075409823226933,499511.2008630206,61455.99555201265
22,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1254443.2752379095,238153.22014024193,3661309.282487615,1400.102,388.8660937980032,0.0,3.9857052326628364,888546.593253623,201811.62335129085
23,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1185212.4209247692,230832.88101114533,3999301.8237847365,1400.102,354.1641033595839,0.0,3.5751564986753195,888546.593253623,139901.10816724697
24,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1123276.539916614,220705.15275541096,4270976.349258199,1400.102,342.58,0.0,2.902176251279077,888546.593253623,88092.95541482636
25,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1162269.1507120116,529542.7052809546,3645458.466937812,1400.102,388.8660937980032,0.0,3.949314577071974,1277581.985644226,207283.40607528278
26,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1095310.8925420234,518113.18332481856,3971828.937820434,1400.102,354.1641033595839,0.0,3.4588322974388337,1277581.985644226,151754.66986143056
27,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1038850.2625305657,500743.8311944325,4223929.361499519,1400.102,342.58,0.0,2.645078999083031,1277581.985644226,112663.39198035897
28,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1867521.719092768,0.0,3675512.5057108025,1400.102,423.24840566451667,0.0,4.0161580100546095,32601.811573793,197098.50566656105
29,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1795664.0108296967,0.0,4036804.592399041,1400.102,426.3452594462859,0.0,3.724152783700995,32601.811573793,125240.79740348944
30,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1725323.8170961603,0.0,4345259.041996972,1400.102,401.361581514217,0.0,3.4390670962390923,32601.811573793,54900.6036699534
31,Aus,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1507555.9876182573,28788.42839875553,3674622.227411026,1400.102,397.2860937980032,0.0,4.014495105035024,421637.2039643956,197379.73818389743
32,Aus,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1435507.9178373094,26876.773715986266,4031472.4806695343,1400.102,364.4762915878738,0.0,3.7032572980057727,421637.2039643956,127243.32308571866
33,Aus,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1365898.3438961986,24332.571452442382,4332526.972444376,1400.102,351.0,0.0,3.3278919862866467,421637.2039643956,60177.951408152054
34,Aus,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1316264.4554854275,222409.03988535935,3662245.633023484,1400.102,397.2860937980032,0.0,3.9876278752151584,810672.5963549982,201502.9869550662
35,Aus,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1246772.1178354702,215435.04639876625,4001638.262260755,1400.102,360.68410335958396,0.0,3.583601406624844,810672.5963549982,138984.6427917021
36,Aus,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1184097.9343014234,205775.41165658057,4275778.730175719,1400.102,351.0,0.0,2.923564795504257,810672.5963549982,85970.0939998411
37,Aus,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,55,Jetzt Normal,1219117.932482102,508925.0395165056,3646602.2623755997,1400.102,397.2860937980032,0.0,3.95211879386012,1199707.9887456007,206875.85671119698
38,Aus,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,65,Jetzt Normal,1151884.966172253,497822.4367715496,3974270.925986633,1400.102,360.68410335958396,0.0,3.4674082332067333,1199707.9887456007,150745.4931463045
39,Aus,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,75,Jetzt Normal,1094793.5344833727,481002.45863053686,4228478.323533816,1400.102,351.0,0.0,2.6604395687002595,1199707.9887456007,110474.03959843672
40,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1789647.7221941429,0.0,3615258.202338493,1377.1495081967214,423.24840566451667,0.0,4.0161580100546095,110475.808472418,197098.50566656105
41,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1717790.013931071,0.0,3970627.467933483,1377.1495081967214,390.2534100311355,0.0,3.724152783700995,110475.808472418,125240.79740348944
42,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1647449.8201975352,0.0,4274025.287210136,1377.1495081967214,380.8638881218489,0.0,3.4390670962390923,110475.808472418,54900.6036699534
43,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1436409.2288091215,35498.34094063046,3614327.6107030706,1377.1495081967214,388.8660937980032,0.0,4.014397269489193,499511.2008630206,197397.06373151173
44,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1364355.670848012,33288.589654452226,3964515.088450718,1377.1495081967214,358.0562915878738,0.0,3.700483252266098,499511.2008630206,127553.25705658039
45,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1295287.1709099582,30317.351220966124,4258220.517535029,1377.1495081967214,345.7240486461436,0.0,3.3075409823226933,499511.2008630206,61455.99555201265
46,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1254443.2752379095,238153.22014024193,3601287.818840277,1377.1495081967214,388.8660937980032,0.0,3.9857052326628364,888546.593253623,201811.62335129085
47,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1185212.4209247692,230832.88101114533,3933739.498804658,1377.1495081967214,354.1641033595839,0.0,3.5751564986753195,888546.593253623,139901.10816724697
48,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1123276.539916614,220705.15275541096,4200960.343532654,1377.1495081967214,342.58,0.0,2.902176251279077,888546.593253623,88092.95541482636
49,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1162269.1507120116,529542.7052809546,3585696.8527257163,1377.1495081967214,388.8660937980032,0.0,3.949314577071974,1277581.985644226,207283.40607528278
50,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1095310.8925420234,518113.18332481856,3906716.9880200997,1377.1495081967214,354.1641033595839,0.0,3.4588322974388337,1277581.985644226,151754.66986143056
51,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1038850.2625305657,500743.8311944325,4154684.617868379,1377.1495081967214,342.58,0.0,2.645078999083031,1277581.985644226,112663.39198035897
52,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1867521.719092768,0.0,3615258.202338493,1377.1495081967214,423.24840566451667,0.0,4.0161580100546095,32601.811573793,197098.50566656105
53,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1795664.0108296967,0.0,3970627.467933483,1377.1495081967214,426.3452594462859,0.0,3.724152783700995,32601.811573793,125240.79740348944
54,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1725323.8170961603,0.0,4274025.287210136,1377.1495081967214,401.361581514217,0.0,3.4390670962390923,32601.811573793,54900.6036699534
55,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1507555.9876182573,28788.42839875553,3614382.518764944,1377.1495081967214,397.2860937980032,0.0,4.014495105035024,421637.2039643956,197379.73818389743
56,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1435507.9178373094,26876.773715986266,3965382.7678716728,1377.1495081967214,364.4762915878738,0.0,3.7032572980057727,421637.2039643956,127243.32308571866
57,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1365898.3438961986,24332.571452442382,4261501.940109222,1377.1495081967214,351.0,0.0,3.3278919862866467,421637.2039643956,60177.951408152054
58,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1316264.4554854275,222409.03988535935,3602208.819367362,1377.1495081967214,397.2860937980032,0.0,3.9876278752151584,810672.5963549982,201502.9869550662
59,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1246772.1178354702,215435.04639876625,3936037.635010578,1377.1495081967214,360.68410335958396,0.0,3.583601406624844,810672.5963549982,138984.6427917021
60,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1184097.9343014234,205775.41165658057,4205683.99689415,1377.1495081967214,351.0,0.0,2.923564795504257,810672.5963549982,85970.0939998411
61,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1219117.932482102,508925.0395165056,3586821.8974186224,1377.1495081967214,397.2860937980032,0.0,3.95211879386012,1199707.9887456007,206875.85671119698
62,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1151884.966172253,497822.4367715496,3909118.9435934084,1377.1495081967214,360.68410335958396,0.0,3.4674082332067333,1199707.9887456007,150745.4931463045
63,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1094793.5344833727,481002.45863053686,4159159.0067545725,1377.1495081967214,351.0,0.0,2.6604395687002595,1199707.9887456007,110474.03959843672
64,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1903768.3823198657,0.0,3231074.0810213154,1400.102,483.7330454042435,0.0,3.8287273262546435,110475.808472418,311219.1657922836
65,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1744316.218073546,0.0,3942362.8921920336,1400.102,426.8742946765334,0.0,3.633289113262502,110475.808472418,151767.00154596393
66,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1647449.8201975352,0.0,4345259.041996972,1400.102,380.8638881218489,0.0,3.4390670962390923,110475.808472418,54900.6036699534
67,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1549121.6298665449,34063.59288793076,3230042.4493001834,1400.102,444.34755047358317,0.0,3.827712870013368,499511.2008630206,311544.2128416349
68,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1390305.9965124785,32011.134661595202,3934117.257536859,1400.102,398.74039494745773,0.0,3.610484035467239,499511.2008630206,154781.03771390373
69,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1295287.1709099582,29235.012861424068,4326645.72938103,1400.102,345.7240486461436,0.0,3.286925444641043,499511.2008630206,62538.333911554706
70,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1358763.0748635628,226728.9545217729,3211843.0922006834,1400.102,435.1521875960064,0.0,3.806832180549765,888546.593253623,317555.6885954133
71,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1207312.3568026253,218468.1127020673,3883134.008481065,1400.102,394.8482067191679,0.0,3.468107547258045,888546.593253623,174365.8123541813
72,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1123276.539916614,207498.97883633344,4242788.152904407,1400.102,342.58,0.0,2.774265303919542,888546.593253623,101299.12933390387
73,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1259887.4393672242,506674.8111252685,3181813.93675906,1400.102,435.1521875960064,0.0,3.770659317598533,1277581.985644226,327769.5888861816
74,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1114501.743343455,492430.71534684114,3830389.4491755054,1400.102,394.8482067191679,0.0,3.3168700839207994,1277581.985644226,196627.98864083958
75,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1038850.2625305657,473672.64804220846,4169540.1730884714,1400.102,342.58,0.0,2.4829491293293304,1277581.985644226,139734.57513258298
76,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1981642.3792184906,0.0,3231074.0810213154,1400.102,483.7330454042435,0.0,3.8287273262546435,32601.811573793,311219.1657922836
77,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1822190.2149721708,0.0,3942362.8921920336,1400.102,467.0293628058698,0.0,3.633289113262502,32601.811573793,151767.00154596393
78,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1725323.8170961603,0.0,4345259.041996972,1400.102,401.361581514217,0.0,3.4390670962390923,32601.811573793,54900.6036699534
79,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1620569.772747806,27671.236918181043,3230150.446391958,1400.102,444.34755047358317,0.0,3.8278124605696564,421637.2039643956,311510.7147940205
80,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1461641.7311886142,25899.65493457828,3935330.416401122,1400.102,405.1603949474577,0.0,3.613393242006741,421637.2039643956,154354.2552184317
81,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1365898.3438961986,23531.04451926649,4330670.096730184,1400.102,351.0,0.0,3.311555229363934,421637.2039643956,60979.47834132795
82,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1421219.2152663365,211708.74324331002,3213053.707858682,1400.102,443.57218759600636,0.0,3.80816972984626,810672.5963549982,317158.04337802465
83,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1269262.3731940899,203821.5167384313,3886495.2988020387,1400.102,401.36820671916786,0.0,3.476224471682414,810672.5963549982,173088.42781065678
84,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1184097.9343014234,193450.00545966614,4249658.783745608,1400.102,351.0,0.0,2.7961309675526644,810672.5963549982,98295.5001967555
85,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,55,Jetzt Normal,1317408.3078819867,486953.0302018518,3183644.4355126764,1400.102,443.57218759600636,0.0,3.772900410852937,1199707.9887456007,327138.2414257357
86,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,65,Jetzt Normal,1171366.2774018254,473156.4383801231,3834690.6213838393,1400.102,401.36820671916786,0.0,3.3265386355538973,1199707.9887456007,194892.80276730313
87,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,75,Jetzt Normal,1094793.5344833727,454969.5012142696,4176174.5680025932,1400.102,351.0,0.0,2.4979150790579014,1199707.9887456007,136506.99701470396
88,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1903768.3823198657,0.0,3178105.653463589,1377.1495081967214,483.7330454042435,0.0,3.8287273262546435,110475.808472418,311219.1657922836
89,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1744316.218073546,0.0,3877733.992320033,1377.1495081967214,426.8742946765334,0.0,3.633289113262502,110475.808472418,151767.00154596393
90,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1647449.8201975352,0.0,4274025.287210136,1377.1495081967214,380.8638881218489,0.0,3.4390670962390923,110475.808472418,54900.6036699534
91,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1549121.6298665449,34063.59288793076,3177090.9337378857,1377.1495081967214,444.34755047358317,0.0,3.827712870013368,499511.2008630206,311544.2128416349
92,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1390305.9965124785,32011.134661595202,3869623.5320034674,1377.1495081967214,398.74039494745773,0.0,3.610484035467239,499511.2008630206,154781.03771390373
93,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1295287.1709099582,29235.012861424068,4255717.110866588,1377.1495081967214,345.7240486461436,0.0,3.286925444641043,499511.2008630206,62538.333911554706
94,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1358763.0748635628,226728.9545217729,3159189.926754771,1377.1495081967214,435.1521875960064,0.0,3.806832180549765,888546.593253623,317555.6885954133
95,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1207312.3568026253,218468.1127020673,3819476.0739158005,1377.1495081967214,394.8482067191679,0.0,3.468107547258045,888546.593253623,174365.8123541813
96,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1123276.539916614,207498.97883633344,4173234.2487584343,1377.1495081967214,342.58,0.0,2.774265303919542,888546.593253623,101299.12933390387
97,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1259887.4393672242,506674.8111252685,3129653.052549895,1377.1495081967214,435.1521875960064,0.0,3.770659317598533,1277581.985644226,327769.5888861816
98,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1114501.743343455,492430.71534684114,3767596.1795168906,1377.1495081967214,394.8482067191679,0.0,3.3168700839207994,1277581.985644226,196627.98864083958
99,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1038850.2625305657,473672.64804220846,4101187.0554968566,1377.1495081967214,342.58,0.0,2.4829491293293304,1277581.985644226,139734.57513258298
100,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1981642.3792184906,0.0,3178105.653463589,1377.1495081967214,483.7330454042435,0.0,3.8287273262546435,32601.811573793,311219.1657922836
101,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1822190.2149721708,0.0,3877733.992320033,1377.1495081967214,467.0293628058698,0.0,3.633289113262502,32601.811573793,151767.00154596393
102,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1725323.8170961603,0.0,4274025.287210136,1377.1495081967214,401.361581514217,0.0,3.4390670962390923,32601.811573793,54900.6036699534
103,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1620569.772747806,27671.236918181043,3177197.1603855323,1377.1495081967214,444.34755047358317,0.0,3.8278124605696564,421637.2039643956,311510.7147940205
104,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1461641.7311886142,25899.65493457828,3870816.803017497,1377.1495081967214,405.1603949474577,0.0,3.613393242006741,421637.2039643956,154354.2552184317
105,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1365898.3438961986,23531.04451926649,4259675.504980508,1377.1495081967214,351.0,0.0,3.311555229363934,421637.2039643956,60979.47834132795
106,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1421219.2152663365,211708.74324331002,3160380.6962544415,1377.1495081967214,443.57218759600636,0.0,3.80816972984626,810672.5963549982,317158.04337802465
107,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1269262.3731940899,203821.5167384313,3822782.2611167594,1377.1495081967214,401.36820671916786,0.0,3.476224471682414,810672.5963549982,173088.42781065678
108,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1184097.9343014234,193450.00545966614,4179992.2463071556,1377.1495081967214,351.0,0.0,2.7961309675526644,810672.5963549982,98295.5001967555
109,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,55,Jetzt Normal,1317408.3078819867,486953.0302018518,3131453.543127223,1377.1495081967214,443.57218759600636,0.0,3.772900410852937,1199707.9887456007,327138.2414257357
110,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,65,Jetzt Normal,1171366.2774018254,473156.4383801231,3771826.8407054157,1377.1495081967214,401.36820671916786,0.0,3.3265386355538973,1199707.9887456007,194892.80276730313
111,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,75,Jetzt Normal,1094793.5344833727,454969.5012142696,4107712.689838616,1377.1495081967214,351.0,0.0,2.4979150790579014,1199707.9887456007,136506.99701470396
112,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,55,Jetzt Normal,2013804.3051212807,0.0,2806059.3149502766,1400.102,544.2176851439704,0.0,3.7366589902614438,110475.808472418,421255.08859369886
113,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,65,Jetzt Normal,1768645.7539317382,0.0,3856397.7702902886,1400.102,467.5583980361173,0.0,3.5706664847015492,110475.808472418,176096.53740415646
114,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,75,Jetzt Normal,1647449.8201975352,0.0,4345259.041996972,1400.102,380.8638881218489,0.0,3.4390670962390923,110475.808472418,54900.6036699534
115,Ein,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,55,Jetzt Normal,1658703.381019031,33609.421239001655,2805027.6832291447,1400.102,504.83219021331,0.0,3.735980302140237,499511.2008630206,421580.1356430502
116,Ein,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,65,Jetzt Normal,1414402.32765343,31636.174788399665,3847698.174416898,1400.102,439.42449830704163,0.0,3.551483235862945,499511.2008630206,179252.3287280509
