,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
18,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1282463.3778918462,283975.47356258903,3364316.1761402567,1652.816222222222,398.2913062777949,0.0,4.332673659143081,973089.5379490779,268552.417278335
19,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1200935.0514160919,630717.4591470622,3360622.988208067,1652.816222222222,398.2913062777949,0.0,4.324810333980246,1402616.6875812537,269809.25485028315
20,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1934460.3475694456,0.0,3367046.5075454167,1652.816222222222,439.25107986377355,0.0,4.338967090151761,36161.24178610195,267596.56435554783
21,Aus,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1535682.0801265964,30746.56870342656,3367038.8658563644,1652.816222222222,419.1722886373499,0.0,4.338955279119295,465688.3914182774,267598.87784144725
22,Aus,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1342134.6916429477,265856.99741030176,3364528.983634989,1652.816222222222,401.1113062777949,0.0,4.333319227885596,895215.5410504531,268468.2102830986
23,Aus,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1255910.0174130152,607912.0428488159,3360887.5393744567,1652.816222222222,401.1113062777949,0.0,4.325428649456982,1324742.6906826284,269715.6402468282
24,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1856586.3506708206,0.0,3311849.023815164,1625.7208743169397,425.75824406461237,0.0,4.338967090151761,114035.23868472697,267596.56435554783
25,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1465347.9387426905,38286.42421814588,3311841.5073997024,1625.7208743169397,404.7910549290109,0.0,4.338955279119295,543562.3883169024,267598.87784144725
26,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1282463.3778918462,283975.47356258903,3309163.4519412364,1625.7208743169397,398.2913062777949,0.0,4.332673659143081,973089.5379490779,268552.417278335
27,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1200935.0514160919,630717.4591470622,3305530.808073508,1625.7208743169397,398.2913062777949,0.0,4.324810333980246,1402616.6875812537,269809.25485028315
28,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1934460.3475694456,0.0,3311849.023815164,1625.7208743169397,439.25107986377355,0.0,4.338967090151761,36161.24178610195,267596.56435554783
29,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1535682.0801265964,30746.56870342656,3311841.5073997024,1625.7208743169397,419.1722886373499,0.0,4.338955279119295,465688.3914182774,267598.87784144725
30,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1342134.6916429477,265856.99741030176,3309372.7707885136,1625.7208743169397,401.1113062777949,0.0,4.333319227885596,895215.5410504531,268468.2102830986
31,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1255910.0174130152,607912.0428488159,3305791.0223355317,1625.7208743169397,401.1113062777949,0.0,4.325428649456982,1324742.6906826284,269715.6402468282
32,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,2054677.4230285874,0.0,2520636.432320956,1652.816222222222,503.968823313267,0.0,4.129080530136906,114035.23868472697,465687.6367133141
33,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1661792.185276129,36639.598393818196,2520628.790631904,1652.816222222222,485.1314160689237,0.0,4.129074785865561,543562.3883169024,465689.95019921346
34,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1468065.4457674627,271428.35883237515,2517715.356741355,1652.816222222222,473.8249893004066,0.0,4.125742706641586,973089.5379490779,466701.59988416545
35,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1376833.8608792864,607487.5611681629,2511163.3536606734,1652.816222222222,469.4026125555898,0.0,4.118641867319052,1402616.6875812537,468937.96229237743
36,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,2132551.419927212,0.0,2520636.432320956,1652.816222222222,523.1410774891162,0.0,4.129080530136906,36161.24178610195,465687.6367133141
37,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1732437.7118806886,29411.12809975259,2520628.790631904,1652.816222222222,503.06228626269257,0.0,4.129074785865561,465688.3914182774,465689.95019921346
38,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1528587.6020429367,254160.72520446053,2517928.164236087,1652.816222222222,482.98349503626895,0.0,4.126076791169,895215.5410504531,466617.39288892905
39,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1432563.8016887174,585517.0103648461,2511638.934785852,1652.816222222222,472.6424671497646,0.0,4.119253225790608,1324742.6906826284,468764.4570064999
40,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2054677.4230285874,0.0,2479314.523594383,1625.7208743169397,503.968823313267,0.0,4.129080530136906,114035.23868472697,465687.6367133141
41,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1661792.185276129,36639.598393818196,2479307.0071789213,1625.7208743169397,485.1314160689237,0.0,4.129074785865561,543562.3883169024,465689.95019921346
42,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1468065.4457674627,271428.35883237515,2476441.334499694,1625.7208743169397,473.8249893004066,0.0,4.125742706641586,973089.5379490779,466701.59988416545
43,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1376833.8608792864,607487.5611681629,2469996.74130558,1625.7208743169397,469.4026125555898,0.0,4.118641867319052,1402616.6875812537,468937.96229237743
44,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2132551.419927212,0.0,2479314.523594383,1625.7208743169397,523.1410774891162,0.0,4.129080530136906,36161.24178610195,465687.6367133141
45,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1732437.7118806886,29411.12809975259,2479307.0071789213,1625.7208743169397,503.06228626269257,0.0,4.129074785865561,465688.3914182774,465689.95019921346
46,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1528587.6020429367,254160.72520446053,2476650.6533469707,1625.7208743169397,482.98349503626895,0.0,4.126076791169,895215.5410504531,466617.39288892905
47,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1432563.8016887174,585517.0103648461,2470464.5260188715,1625.7208743169397,472.6424671497646,0.0,4.119253225790608,1324742.6906826284,468764.4570064999
48,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,2248485.5815026835,0.0,1698682.4280824605,1652.816222222222,582.1794025619217,0.0,4.037357595185906,114035.23868472697,659495.7951874104
49,Ein,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1854968.335303164,36007.589946756816,1698674.7863934077,1652.816222222222,565.4717772088366,0.0,4.037353860755606,543562.3883169024,659498.1086733098
50,Ein,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1654264.1359956278,263818.89058644394,1695761.352502859,1652.816222222222,554.1653504403195,0.0,4.035139968771007,973089.5379490779,660509.7583582619
51,Ein,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1553918.8669677014,590538.7645368217,1688470.8476116485,1652.816222222222,542.8589236718025,0.0,4.03005213965318,1402616.6875812537,662971.7650121329
52,Aus,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,2326359.5784013085,0.0,1698682.4280824605,1652.816222222222,607.0310751144589,0.0,4.037357595185906,36161.24178610195,659495.7951874104
53,Aus,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1925732.4860788942,28897.743823861998,1698674.7863934077,1652.816222222222,586.9522838880353,0.0,4.037353860755606,465688.3914182774,659498.1086733098
54,Aus,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1715346.493817743,247111.4585051707,1695974.1599975904,1652.816222222222,566.8734926616116,0.0,4.035364460792194,895215.5410504531,660425.5513630254
55,Aus,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Warm,1610226.6824291605,569146.1384838056,1688946.5604115943,1652.816222222222,547.1789236718025,0.0,4.030461458392047,1324742.6906826284,662798.2096279834
56,Ein,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2248485.5815026835,0.0,1670835.1751630758,1625.7208743169397,582.1794025619217,0.0,4.037357595185906,114035.23868472697,659495.7951874104
57,Ein,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1854968.335303164,36007.589946756816,1670827.6587476144,1625.7208743169397,565.4717772088366,0.0,4.037353860755606,543562.3883169024,659498.1086733098
58,Ein,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1654264.1359956278,263818.89058644394,1667961.9860683857,1625.7208743169397,554.1653504403195,0.0,4.035139968771007,973089.5379490779,660509.7583582619
59,Ein,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1553918.8669677014,590538.7645368217,1660790.997650802,1625.7208743169397,542.8589236718025,0.0,4.03005213965318,1402616.6875812537,662971.7650121329
60,Aus,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2326359.5784013085,0.0,1670835.1751630758,1625.7208743169397,607.0310751144589,0.0,4.037357595185906,36161.24178610195,659495.7951874104
61,Aus,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1925732.4860788942,28897.743823861998,1670827.6587476144,1625.7208743169397,586.9522838880353,0.0,4.037353860755606,465688.3914182774,659498.1086733098
62,Aus,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1715346.493817743,247111.4585051707,1668171.304915663,1625.7208743169397,566.8734926616116,0.0,4.035364460792194,895215.5410504531,660425.5513630254
63,Aus,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1610226.6824291605,569146.1384838056,1661258.911880257,1625.7208743169397,547.1789236718025,0.0,4.030461458392047,1324742.6906826284,662798.2096279834
64,Ein,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,2426256.7785681244,0.0,958662.2988867994,1652.816222222222,657.208717051365,0.0,3.9755997844997073,114035.23868472697,837266.9922528516
65,Ein,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,2032615.6992009748,35883.756779126445,958654.6571977467,1652.816222222222,642.946923689018,0.0,3.9755970136183674,543562.3883169024,837269.3057387508
66,Ein,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,1828735.7743970964,260519.33192247152,955741.223307198,1652.816222222222,631.640496920501,0.0,3.9739271427286953,973089.5379490779,838280.955423703
67,Ein,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,1721601.4175311527,580436.9839580345,948407.3646996124,1652.816222222222,620.334070151984,0.0,3.9700787541179547,1402616.6875812537,840756.0961543717
68,Aus,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,2504130.7754667494,0.0,958662.2988867994,1652.816222222222,689.1819460800227,0.0,3.9755997844997073,36161.24178610195,837266.9922528516
69,Aus,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,2103435.3491859036,28829.40986543026,958654.6571977467,1652.816222222222,669.1031548535991,0.0,3.9755970136183674,465688.3914182774,837269.3057387508
70,Aus,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,1890128.2427022026,244122.01032418897,955954.0308019299,1652.816222222222,649.0243636271755,0.0,3.9740978731914267,895215.5410504531,838196.7484284665
71,Aus,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Warm,1778416.085287845,559551.2102002515,948883.0774995581,1652.816222222222,628.9455724007518,0.0,3.970389118669526,1324742.6906826284,840582.5407702221
72,Ein,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2426256.7785681244,0.0,942946.5234952124,1625.7208743169397,657.208717051365,0.0,3.9755997844997073,114035.23868472697,837266.9922528516
73,Ein,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2032615.6992009748,35883.756779126445,942939.0070797509,1625.7208743169397,642.946923689018,0.0,3.9755970136183674,543562.3883169024,837269.3057387508
74,Ein,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1828735.7743970964,260519.33192247152,940073.3344005224,1625.7208743169397,631.640496920501,0.0,3.9739271427286953,973089.5379490779,838280.955423703
75,Ein,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1721601.4175311527,580436.9839580345,932859.7029832251,1625.7208743169397,620.334070151984,0.0,3.9700787541179547,1402616.6875812537,840756.0961543717
76,Aus,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2504130.7754667494,0.0,942946.5234952124,1625.7208743169397,689.1819460800227,0.0,3.9755997844997073,36161.24178610195,837266.9922528516
77,Aus,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2103435.3491859036,28829.40986543026,942939.0070797509,1625.7208743169397,669.1031548535991,0.0,3.9755970136183674,465688.3914182774,837269.3057387508
78,Aus,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1890128.2427022026,244122.01032418897,940282.6532477998,1625.7208743169397,649.0243636271755,0.0,3.9740978731914267,895215.5410504531,838196.7484284665
79,Aus,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1778416.085287845,559551.2102002515,933327.6172126802,1625.7208743169397,628.9455724007518,0.0,3.970389118669526,1324742.6906826284,840582.5407702221
80,Ein,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,2476217.128716397,0.0,733705.2683468177,1652.816222222222,657.208717051365,0.0,3.9799267140469774,114035.23868472697,887227.3424011242
81,Ein,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,2082573.3992011247,35881.106631003684,733697.6266577651,1652.816222222222,642.946923689018,0.0,3.979924087912728,543562.3883169024,887229.6558870237
82,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,1877694.0623301608,259517.26970726313,730784.1927672164,1652.816222222222,631.640496920501,0.0,3.9783432129417404,973089.5379490779,888241.3055719757
83,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,1768107.4621472198,576982.6784258288,723450.3341596306,1652.816222222222,620.334070151984,0.0,3.9746984092631066,1402616.6875812537,890716.4463026442
84,Aus,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,2554091.125615022,0.0,733705.2683468177,1652.816222222222,689.1819460800227,0.0,3.9799267140469774,36161.24178610195,887227.3424011242
85,Aus,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,2153395.5199354524,28829.230466706475,733697.6266577651,1652.816222222222,669.1031548535991,0.0,3.979924087912728,465688.3914182774,887229.6558870237
86,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,1939173.240476853,243206.65795056673,730997.0002619482,1652.816222222222,649.0243636271755,0.0,3.9785047582167286,895215.5410504531,888157.0985767393
87,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Warm,1825106.7887623059,556281.5635264394,723926.0469595765,1652.816222222222,628.9455724007518,0.0,3.9749922623632945,1324742.6906826284,890542.8909184947
88,Ein,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2476217.128716397,0.0,721677.3131280174,1625.7208743169397,657.208717051365,0.0,3.9799267140469774,114035.23868472697,887227.3424011242
89,Ein,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2082573.3992011247,35881.106631003684,721669.7967125558,1625.7208743169397,642.946923689018,0.0,3.979924087912728,543562.3883169024,887229.6558870237
90,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1877694.0623301608,259517.26970726313,718804.1240333276,1625.7208743169397,631.640496920501,0.0,3.9783432129417404,973089.5379490779,888241.3055719757
91,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1768107.4621472198,576982.6784258288,711590.49261603,1625.7208743169397,620.334070151984,0.0,3.9746984092631066,1402616.6875812537,890716.4463026442
92,Aus,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2554091.125615022,0.0,721677.3131280174,1625.7208743169397,689.1819460800227,0.0,3.9799267140469774,36161.24178610195,887227.3424011242
93,Aus,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2153395.5199354524,28829.230466706475,721669.7967125558,1625.7208743169397,669.1031548535991,0.0,3.979924087912728,465688.3914182774,887229.6558870237
94,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1939173.240476853,243206.65795056673,719013.4428806049,1625.7208743169397,649.0243636271755,0.0,3.9785047582167286,895215.5410504531,888157.0985767393
95,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1825106.7887623059,556281.5635264394,712058.4068454852,1625.7208743169397,628.9455724007518,0.0,3.9749922623632945,1324742.6906826284,890542.8909184947
96,Ein,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,2035730.941463007,0.0,2699773.6015600464,1337.4955190355581,437.64058285184524,0.0,3.9433087398913886,114035.23868472697,446741.1551477337
97,Ein,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1637633.228624825,31429.43679399381,2699773.6015600464,1337.4955190355581,417.00697646930337,0.0,3.9433087398913886,543562.3883169024,446741.1551477337
98,Ein,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1436959.4151179695,260282.77291931375,2699773.6015600464,1337.4955190355581,413.64894377075143,0.0,3.9433087398913886,973089.5379490779,446741.1551477337
99,Ein,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1345257.971813381,598108.479246901,2699773.6015600464,1337.4955190355581,413.64894377075143,0.0,3.9433087398913886,1402616.6875812537,446741.1551477337
100,Aus,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,2113604.9383616317,0.0,2699773.6015600464,1337.4955190355581,456.9376476178941,0.0,3.9433087398913886,36161.24178610195,446741.1551477337
101,Aus,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1708808.0992343875,24730.310504931127,2699773.6015600464,1337.4955190355581,430.9069764693034,0.0,3.9433087398913886,465688.3914182774,446741.1551477337
102,Aus,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1497809.0528080952,243258.41371081446,2699773.6015600464,1337.4955190355581,422.0689437707514,0.0,3.9433087398913886,895215.5410504531,446741.1551477337
103,Aus,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Warm,1401129.0208130663,576105.5313479613,2699773.6015600464,1337.4955190355581,422.0689437707514,0.0,3.9433087398913886,1324742.6906826284,446741.1551477337
104,Ein,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2035730.941463007,0.0,2655515.0179279144,1315.569362985795,437.64058285184524,0.0,3.9433087398913886,114035.23868472697,446741.1551477337
105,Ein,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1637633.228624825,31429.43679399381,2655515.0179279144,1315.569362985795,417.00697646930337,0.0,3.9433087398913886,543562.3883169024,446741.1551477337
106,Ein,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1436959.4151179695,260282.77291931375,2655515.0179279144,1315.569362985795,413.64894377075143,0.0,3.9433087398913886,973089.5379490779,446741.1551477337
107,Ein,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1345257.971813381,598108.479246901,2655515.0179279144,1315.569362985795,413.64894377075143,0.0,3.9433087398913886,1402616.6875812537,446741.1551477337
108,Aus,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,2113604.9383616317,0.0,2655515.0179279144,1315.569362985795,456.9376476178941,0.0,3.9433087398913886,36161.24178610195,446741.1551477337
109,Aus,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1708808.0992343875,24730.310504931127,2655515.0179279144,1315.569362985795,430.9069764693034,0.0,3.9433087398913886,465688.3914182774,446741.1551477337
110,Aus,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1497809.0528080952,243258.41371081446,2655515.0179279144,1315.569362985795,422.0689437707514,0.0,3.9433087398913886,895215.5410504531,446741.1551477337
111,Aus,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Warm,1401129.0208130663,576105.5313479613,2655515.0179279144,1315.569362985795,422.0689437707514,0.0,3.9433087398913886,1324742.6906826284,446741.1551477337
112,Ein,Aus,25 kWp,Sole/Wasser 400,Normal weiter,0%,45,Jetzt Warm,2367753.2787740766,0.0,1249782.3071279987,1022.1748158488945,508.052593797276,0.0,3.9378200137114145,114035.23868472697,778763.4924588037
113,Ein,Aus,500 kWp,Sole/Wasser 400,Normal weiter,0%,45,Jetzt Warm,1968649.5031560813,30423.374014179644,1249782.3071279987,1022.1748158488945,487.8240498256362,0.0,3.9378200137114145,543562.3883169024,778763.4924588037
