,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
39,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,45,Jetzt Kalt,1436163.3317465635,542957.6431499548,2807567.99343962,1589.6376666666667,494.7799952506854,0.0,4.1223146658648195,1243566.8828795662,433747.5464761745
40,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2019257.5410126196,0.0,2778371.48573215,1563.5780327868854,509.99958777481515,0.0,4.141584873338303,111778.79149042476,428011.30750304443
41,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1648550.8275912309,32454.246022301224,2778185.4724074868,1563.5780327868854,493.81899525068536,0.0,4.141404524248463,514999.48758634686,428071.0441552762
42,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1467458.9483691417,252472.55907208935,2771950.2170551196,1563.5780327868854,493.81899525068536,0.0,4.134348918418355,918220.1836822691,430181.54797932116
43,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1378645.996883242,562747.6107703741,2759846.477642152,1563.5780327868854,493.81899525068536,0.0,4.120508541242147,1321440.8797781912,434314.2408910585
44,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2097131.5379112444,0.0,2778371.48573215,1563.5780327868854,511.0995877748152,0.0,4.141584873338303,33904.79459179975,428011.30750304443
45,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1720396.8029807773,26426.224513222885,2778185.4724074868,1563.5780327868854,494.7799952506854,0.0,4.141404524248463,437125.4906877218,428071.0441552762
46,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1529659.2304073435,236971.60491819572,2772462.239740845,1563.5780327868854,494.7799952506854,0.0,4.134920423675969,840346.1867836439,430008.7872727917
47,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1436163.3317465635,542957.6431499548,2761542.288629134,1563.5780327868854,494.7799952506854,0.0,4.1223146658648195,1243566.8828795662,433747.5464761745
48,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,2193563.915899748,0.0,2086783.1802322443,1589.6376666666667,594.5995126972432,0.0,4.045622891791117,111778.79149042476,602317.6823901727
49,Ein,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1821998.5241758109,31595.567719753282,2086594.0666855038,1589.6376666666667,577.7089928760281,0.0,4.045504245617769,514999.48758634686,602377.4190424044
50,Ein,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1634836.3354621509,245517.37476238518,2080171.4982636443,1589.6376666666667,577.7089928760281,0.0,4.040767021748059,918220.1836822691,604514.1193820346
51,Ein,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1540562.391111218,549408.9533006949,2065067.5428756517,1589.6376666666667,577.7089928760281,0.0,4.029557111051012,1321440.8797781912,609569.2925887142
52,Aus,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,2271437.912798373,0.0,2086783.1802322443,1589.6376666666667,595.6995126972432,0.0,4.045622891791117,33904.79459179975,602317.6823901727
53,Aus,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1894017.1774989776,25740.22414429492,2086594.0666855038,1589.6376666666667,578.669992876028,0.0,4.045504245617769,437125.4906877218,602377.4190424044
54,Aus,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1697364.144915468,230343.94802360685,2080692.0546607983,1589.6376666666667,578.669992876028,0.0,4.041146914675897,840346.1867836439,604341.358675505
55,Aus,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,Jetzt Kalt,1598383.8398450431,529929.0302073056,2066810.5989845486,1589.6376666666667,578.669992876028,0.0,4.030770048608573,1243566.8828795662,608996.6675173035
56,Ein,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2193563.915899748,0.0,2052573.6199005684,1563.5780327868854,594.5995126972432,0.0,4.045622891791117,111778.79149042476,602317.6823901727
57,Ein,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1821998.5241758109,31595.567719753282,2052387.606575905,1563.5780327868854,577.7089928760281,0.0,4.045504245617769,514999.48758634686,602377.4190424044
58,Ein,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1634836.3354621509,245517.37476238518,2046070.3261609615,1563.5780327868854,577.7089928760281,0.0,4.040767021748059,918220.1836822691,604514.1193820346
59,Ein,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1540562.391111218,549408.9533006949,2031213.9765990016,1563.5780327868854,577.7089928760281,0.0,4.029557111051012,1321440.8797781912,609569.2925887142
60,Aus,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2271437.912798373,0.0,2052573.6199005684,1563.5780327868854,595.6995126972432,0.0,4.045622891791117,33904.79459179975,602317.6823901727
61,Aus,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1894017.1774989776,25740.22414429492,2052387.606575905,1563.5780327868854,578.669992876028,0.0,4.045504245617769,437125.4906877218,602377.4190424044
62,Aus,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1697364.144915468,230343.94802360685,2046582.3488466868,1563.5780327868854,578.669992876028,0.0,4.041146914675897,840346.1867836439,604341.358675505
63,Aus,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1598383.8398450431,529929.0302073056,2032928.458017589,1563.5780327868854,578.669992876028,0.0,4.030770048608573,1243566.8828795662,608996.6675173035
64,Ein,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,2350408.9394695065,0.0,1438840.0841610855,1589.6376666666667,677.7795667379294,0.0,3.977933803602426,111778.79149042476,759162.7059599309
65,Ein,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,1978724.9308067572,31476.950780941304,1438650.9706143446,1589.6376666666667,659.8598638415918,0.0,3.9778449939830374,514999.48758634686,759222.4426121626
66,Ein,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,1788252.6985957627,242088.7143262391,1432228.4021924855,1589.6376666666667,659.8598638415918,0.0,3.9742735504729163,918220.1836822691,761359.1429517927
67,Ein,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,1690046.1365945467,541879.4308359077,1416594.2267750667,1589.6376666666667,659.8598638415918,0.0,3.965548420500055,1321440.8797781912,766582.5605368302
68,Aus,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,2428282.936368131,0.0,1438840.0841610855,1589.6376666666667,678.8795667379294,0.0,3.977933803602426,33904.79459179975,759162.7059599309
69,Aus,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,2050809.344590329,25687.36766588814,1438650.9706143446,1589.6376666666667,660.8208638415919,0.0,3.9778449939830374,437125.4906877218,759222.4426121626
70,Aus,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,1850956.2866211159,227091.0661594966,1432748.9585896393,1589.6376666666667,660.8208638415919,0.0,3.974560073661152,840346.1867836439,761186.3822452633
71,Aus,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,Jetzt Kalt,1748071.8348547255,522603.7572688721,1418337.2828839635,1589.6376666666667,660.8208638415919,0.0,3.966464886353775,1243566.8828795662,766009.9354654195
72,Ein,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2350408.9394695065,0.0,1415252.541797789,1563.5780327868854,677.7795667379294,0.0,3.977933803602426,111778.79149042476,759162.7059599309
73,Ein,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1978724.9308067572,31476.950780941304,1415066.528473126,1563.5780327868854,659.8598638415918,0.0,3.9778449939830374,514999.48758634686,759222.4426121626
74,Ein,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1788252.6985957627,242088.7143262391,1408749.2480581827,1563.5780327868854,659.8598638415918,0.0,3.9742735504729163,918220.1836822691,761359.1429517927
75,Ein,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1690046.1365945467,541879.4308359077,1393371.3705984263,1563.5780327868854,659.8598638415918,0.0,3.965548420500055,1321440.8797781912,766582.5605368302
76,Aus,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2428282.936368131,0.0,1415252.541797789,1563.5780327868854,678.8795667379294,0.0,3.977933803602426,33904.79459179975,759162.7059599309
77,Aus,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2050809.344590329,25687.36766588814,1415066.528473126,1563.5780327868854,660.8208638415919,0.0,3.9778449939830374,437125.4906877218,759222.4426121626
78,Aus,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1850956.2866211159,227091.0661594966,1409261.2707439074,1563.5780327868854,660.8208638415919,0.0,3.974560073661152,840346.1867836439,761186.3822452633
79,Aus,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1748071.8348547255,522603.7572688721,1395085.8520170136,1563.5780327868854,660.8208638415919,0.0,3.966464886353775,1243566.8828795662,766009.9354654195
80,Ein,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,2383433.5501030153,0.0,1289650.8555231728,1589.6376666666667,677.7795667379294,0.0,3.981595299720225,111778.79149042476,792187.3165934402
81,Ein,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,2011747.8344016557,31475.24374233059,1289461.741976432,1589.6376666666667,659.8598638415918,0.0,3.981509916024063,514999.48758634686,792247.0532456719
82,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,1820436.0254700764,241247.43056704322,1283039.173554573,1589.6376666666667,659.8598638415918,0.0,3.978077089008368,918220.1836822691,794383.753585302
83,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,1720906.014849706,539713.3488319196,1267400.68913751,1589.6376666666667,659.8598638415918,0.0,3.9696856191999244,1321440.8797781912,799608.5207959776
84,Aus,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,2461307.547001641,0.0,1289650.8555231728,1589.6376666666667,678.8795667379294,0.0,3.981595299720225,33904.79459179975,792187.3165934402
85,Aus,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,2083833.9552238383,25687.36766588814,1289461.741976432,1589.6376666666667,660.8208638415919,0.0,3.981509916024063,437125.4906877218,792247.0532456719
86,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,1883174.8069301208,226284.97583499236,1283559.7299517267,1589.6376666666667,660.8208638415919,0.0,3.978352525451642,840346.1867836439,794210.9928787726
87,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,Jetzt Kalt,1779006.5033704436,520512.4655254426,1269143.745246407,1589.6376666666667,660.8208638415919,0.0,3.9705671703504204,1243566.8828795662,799035.8957245671
88,Ein,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2383433.5501030153,0.0,1268509.0382195143,1563.5780327868854,677.7795667379294,0.0,3.981595299720225,111778.79149042476,792187.3165934402
89,Ein,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2011747.8344016557,31475.24374233059,1268323.0248948513,1563.5780327868854,659.8598638415918,0.0,3.981509916024063,514999.48758634686,792247.0532456719
90,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1820436.0254700764,241247.43056704322,1262005.7444799077,1563.5780327868854,659.8598638415918,0.0,3.978077089008368,918220.1836822691,794383.753585302
91,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1720906.014849706,539713.3488319196,1246623.6286598458,1563.5780327868854,659.8598638415918,0.0,3.9696856191999244,1321440.8797781912,799608.5207959776
92,Aus,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2461307.547001641,0.0,1268509.0382195143,1563.5780327868854,678.8795667379294,0.0,3.981595299720225,33904.79459179975,792187.3165934402
93,Aus,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2083833.9552238383,25687.36766588814,1268323.0248948513,1563.5780327868854,660.8208638415919,0.0,3.981509916024063,437125.4906877218,792247.0532456719
94,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1883174.8069301208,226284.97583499236,1262517.7671656327,1563.5780327868854,660.8208638415919,0.0,3.978352525451642,840346.1867836439,794210.9928787726
95,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1779006.5033704436,520512.4655254426,1248338.1100784328,1563.5780327868854,660.8208638415919,0.0,3.9705671703504204,1243566.8828795662,799035.8957245671
96,Ein,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,2035423.042670691,0.0,2847774.9770482923,1275.4328088902275,452.5470169547607,0.0,3.9440545988486377,111778.79149042476,444176.8091611155
97,Ein,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1660128.0451462604,27925.69857149164,2847774.9770482923,1275.4328088902275,425.2427431018534,0.0,3.9440545988486377,514999.48758634686,444176.8091611155
98,Ein,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1470955.8329744397,241974.18249559333,2847774.9770482923,1275.4328088902275,425.2427431018534,0.0,3.9440545988486377,918220.1836822691,444176.8091611155
99,Ein,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1379022.700753188,553261.7463702637,2847774.9770482923,1275.4328088902275,425.2427431018534,0.0,3.9440545988486377,1321440.8797781912,444176.8091611155
100,Aus,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,2113297.0395693155,0.0,2847774.9770482923,1275.4328088902275,457.0323195200745,0.0,3.9440545988486377,33904.79459179975,444176.8091611155
101,Aus,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1732507.9382713658,22431.59479797204,2847774.9770482923,1275.4328088902275,432.6827431018534,0.0,3.9440545988486377,437125.4906877218,444176.8091611155
102,Aus,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1533742.922584253,226887.2752067812,2847774.9770482923,1275.4328088902275,432.6827431018534,0.0,3.9440545988486377,840346.1867836439,444176.8091611155
103,Aus,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,Jetzt Kalt,1437013.1237541263,533378.1724725768,2847774.9770482923,1275.4328088902275,432.6827431018534,0.0,3.9440545988486377,1243566.8828795662,444176.8091611155
104,Ein,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2035423.042670691,0.0,2801090.1413589763,1254.5240743182567,452.5470169547607,0.0,3.9440545988486377,111778.79149042476,444176.8091611155
105,Ein,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1660128.0451462604,27925.69857149164,2801090.1413589763,1254.5240743182567,425.2427431018534,0.0,3.9440545988486377,514999.48758634686,444176.8091611155
106,Ein,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1470955.8329744397,241974.18249559333,2801090.1413589763,1254.5240743182567,425.2427431018534,0.0,3.9440545988486377,918220.1836822691,444176.8091611155
107,Ein,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1379022.700753188,553261.7463702637,2801090.1413589763,1254.5240743182567,425.2427431018534,0.0,3.9440545988486377,1321440.8797781912,444176.8091611155
108,Aus,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,2113297.0395693155,0.0,2801090.1413589763,1254.5240743182567,457.0323195200745,0.0,3.9440545988486377,33904.79459179975,444176.8091611155
109,Aus,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1732507.9382713658,22431.59479797204,2801090.1413589763,1254.5240743182567,432.6827431018534,0.0,3.9440545988486377,437125.4906877218,444176.8091611155
110,Aus,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1533742.922584253,226887.2752067812,2801090.1413589763,1254.5240743182567,432.6827431018534,0.0,3.9440545988486377,840346.1867836439,444176.8091611155
111,Aus,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,Jetzt Kalt,1437013.1237541263,533378.1724725768,2801090.1413589763,1254.5240743182567,432.6827431018534,0.0,3.9440545988486377,1243566.8828795662,444176.8091611155
