,Windkraftanlage_options,Bhkw_options,Pv_options,Waermepumpe_options,Gastherme_options,Waermebedarfssenkung_options,Vorlauf_temp_options,Wetter_typ,Netzbezug,Netzeinspeisung,Gasbezug,max_gas,max_p_el,Volllaststunden_bhkw,Cop,Stromproduktion,Stromverbrauch_hp
10,Ein,Aus,1.000 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1081603.4837444648,287357.50271125365,4218335.535100846,1262.424262295082,346.1530660594171,0.0,0.0,908779.0439667889,0.0
11,Ein,Aus,1.500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1007285.637909359,611746.2210646404,4218335.535100846,1262.424262295082,342.5945397908418,0.0,0.0,1307485.608155281,0.0
12,Aus,Aus,25 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1669533.1063088216,0.0,4218335.535100846,1262.424262295082,380.7471846010344,0.0,0.0,33491.91869117856,0.0
13,Aus,Aus,500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1307393.3736388697,36566.83151854125,4218335.535100846,1262.424262295082,365.39862994445673,0.0,0.0,432198.48287967115,0.0
14,Aus,Aus,1.000 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1141585.6093347885,269465.6314029525,4218335.535100846,1262.424262295082,353.5930660594171,0.0,0.0,830905.0470681638,0.0
15,Aus,Aus,1.500 kWp,Aus,Zwei-Stoff-Brenner,0%,0,zukunft Warm,1062442.3974915717,589028.9837482283,4218335.535100846,1262.424262295082,351.0,0.0,0.0,1229611.611256656,0.0
16,Ein,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1866860.668026494,0.0,2941475.018909936,1283.4646666666665,413.2410114437699,0.0,4.4056781643769725,111365.91558980357,275201.55861629784
17,Ein,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1500837.6055281279,32683.50169012627,2941475.018909936,1283.4646666666665,395.6127603360754,0.0,4.4056781643769725,510072.4797782962,275201.55861629784
18,Ein,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1322012.9436098859,252565.4039603766,2941475.018909936,1283.4646666666665,395.6127603360754,0.0,4.4056781643769725,908779.0439667889,275201.55861629784
19,Ein,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1233766.831401127,563000.2784963996,2941395.1599282282,1283.4646666666665,395.6127603360754,0.0,4.405529876303694,1307485.608155281,275227.1360600085
20,Aus,Aus,25 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1944734.6649251191,0.0,2941475.018909936,1283.4646666666665,424.17027008292445,0.0,4.4056781643769725,33491.91869117856,275201.55861629784
21,Aus,Aus,500 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1572390.128990644,26362.02825401694,2941475.018909936,1283.4646666666665,408.3401023768495,0.0,4.4056781643769725,432198.48287967115,275201.55861629784
22,Aus,Aus,1.000 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1383553.3761785924,236231.83963045856,2941475.018909936,1283.4646666666665,405.9127603360754,0.0,4.4056781643769725,830905.0470681638,275201.55861629784
23,Aus,Aus,1.500 kWp,Luft/Wasser 200,Normal weiter,0%,45,zukunft Warm,1290540.528521077,541915.0537177252,2941442.4857600937,1283.4646666666665,405.9127603360754,0.0,4.4056164281579795,1229611.611256656,275212.06106000853
24,Ein,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1866860.668026494,0.0,2893254.116960592,1262.424262295082,413.2410114437699,0.0,4.4056781643769725,111365.91558980357,275201.55861629784
25,Ein,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1500837.6055281279,32683.50169012627,2893254.116960592,1262.424262295082,395.6127603360754,0.0,4.4056781643769725,510072.4797782962,275201.55861629784
26,Ein,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1322012.9436098859,252565.4039603766,2893254.116960592,1262.424262295082,395.6127603360754,0.0,4.4056781643769725,908779.0439667889,275201.55861629784
27,Ein,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1233766.831401127,563000.2784963996,2893175.5671425196,1262.424262295082,395.6127603360754,0.0,4.405529876303694,1307485.608155281,275227.1360600085
28,Aus,Aus,25 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1944734.6649251191,0.0,2893254.116960592,1262.424262295082,424.17027008292445,0.0,4.4056781643769725,33491.91869117856,275201.55861629784
29,Aus,Aus,500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1572390.128990644,26362.02825401694,2893254.116960592,1262.424262295082,408.3401023768495,0.0,4.4056781643769725,432198.48287967115,275201.55861629784
30,Aus,Aus,1.000 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1383553.3761785924,236231.83963045856,2893254.116960592,1262.424262295082,405.9127603360754,0.0,4.4056781643769725,830905.0470681638,275201.55861629784
31,Aus,Aus,1.500 kWp,Luft/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1290540.528521077,541915.0537177252,2893222.117141076,1262.424262295082,405.9127603360754,0.0,4.4056164281579795,1229611.611256656,275212.06106000853
32,Ein,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,2071504.8161003033,0.0,2041646.809687506,1283.4646666666665,474.91553688935755,0.0,4.21446906308272,111365.91558980357,479845.7066901066
33,Ein,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1703419.9554543523,30621.703542541913,2041646.809687506,1283.4646666666665,455.3944816209508,0.0,4.21446906308272,510072.4797782962,479845.7066901066
34,Ein,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1515649.959399094,241558.27167577628,2041646.809687506,1283.4646666666665,452.5255206721508,0.0,4.21446906308272,908779.0439667889,479845.7066901066
35,Ein,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1418927.382076959,543516.6810984227,2041566.9507057983,1283.4646666666665,452.5255206721508,0.0,4.214394204963715,1307485.608155281,479871.2841338173
36,Aus,Aus,25 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,2149378.812998928,0.0,2041646.809687506,1283.4646666666665,484.6326669044328,0.0,4.21446906308272,33491.91869117856,479845.7066901066
37,Aus,Aus,500 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1775405.3679235275,24733.11911309214,2041646.809687506,1283.4646666666665,468.8024991983578,0.0,4.21446906308272,432198.48287967115,479845.7066901066
38,Aus,Aus,1.000 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1577813.6162546095,225847.9316326668,2041646.809687506,1283.4646666666665,462.8255206721508,0.0,4.21446906308272,830905.0470681638,479845.7066901066
39,Aus,Aus,1.500 kWp,Luft/Wasser 400,Normal weiter,0%,45,zukunft Warm,1476367.833437615,523098.2105604542,2041614.276537664,1283.4646666666665,462.8255206721508,0.0,4.214437840418592,1229611.611256656,479856.2091338173
40,Ein,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2071504.8161003033,0.0,2008177.1898565635,1262.424262295082,474.91553688935755,0.0,4.21446906308272,111365.91558980357,479845.7066901066
41,Ein,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1703419.9554543523,30621.703542541913,2008177.1898565635,1262.424262295082,455.3944816209508,0.0,4.21446906308272,510072.4797782962,479845.7066901066
42,Ein,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1515649.959399094,241558.27167577628,2008177.1898565635,1262.424262295082,452.5255206721508,0.0,4.21446906308272,908779.0439667889,479845.7066901066
43,Ein,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1418927.382076959,543516.6810984227,2008098.6400384905,1262.424262295082,452.5255206721508,0.0,4.214394204963715,1307485.608155281,479871.2841338173
44,Aus,Aus,25 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2149378.812998928,0.0,2008177.1898565635,1262.424262295082,484.6326669044328,0.0,4.21446906308272,33491.91869117856,479845.7066901066
45,Aus,Aus,500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1775405.3679235275,24733.11911309214,2008177.1898565635,1262.424262295082,468.8024991983578,0.0,4.21446906308272,432198.48287967115,479845.7066901066
46,Aus,Aus,1.000 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1577813.6162546095,225847.9316326668,2008177.1898565635,1262.424262295082,462.8255206721508,0.0,4.21446906308272,830905.0470681638,479845.7066901066
47,Aus,Aus,1.500 kWp,Luft/Wasser 400,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1476367.833437615,523098.2105604542,2008145.1900370463,1262.424262295082,462.8255206721508,0.0,4.214437840418592,1229611.611256656,479856.2091338173
48,Ein,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,2271134.0207771338,0.0,1170510.3819491814,1283.4646666666665,559.5154618117857,0.0,4.130126990586576,111365.91558980357,679474.9113669378
49,Ein,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1902235.3210864544,29807.864497812567,1170510.3819491814,1283.4646666666665,516.5668057395465,0.0,4.130126990586576,510072.4797782962,679474.9113669378
50,Ein,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1708473.046425365,234752.15402521583,1170510.3819491814,1283.4646666666665,514.163482615903,0.0,4.130126990586576,908779.0439667889,679474.9113669378
51,Ein,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1604851.9524249148,529812.0467695477,1170430.5229674738,1283.4646666666665,514.163482615903,0.0,4.130077299662671,1307485.608155281,679500.4888106486
52,Aus,Aus,25 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,2349008.0176757593,0.0,1170510.3819491814,1283.4646666666665,559.5154618117857,0.0,4.130126990586576,33491.91869117856,679474.9113669378
53,Aus,Aus,500 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1974428.5281702813,24127.074683014704,1170510.3819491814,1283.4646666666665,529.4668057395465,0.0,4.130126990586576,432198.48287967115,679474.9113669378
54,Aus,Aus,1.000 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1771024.069086163,219429.1797873891,1170510.3819491814,1283.4646666666665,519.7382810082261,0.0,4.130126990586576,830905.0470681638,679474.9113669378
55,Aus,Aus,1.500 kWp,Luft/Wasser 600,Normal weiter,0%,45,zukunft Warm,1662709.461833731,509810.6342797389,1170477.8487993393,1283.4646666666665,519.7382810082261,0.0,4.130106244605731,1229611.611256656,679485.4138106486
56,Ein,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2271134.0207771338,0.0,1151321.6871631292,1262.424262295082,559.5154618117857,0.0,4.130126990586576,111365.91558980357,679474.9113669378
57,Ein,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1902235.3210864544,29807.864497812567,1151321.6871631292,1262.424262295082,516.5668057395465,0.0,4.130126990586576,510072.4797782962,679474.9113669378
58,Ein,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1708473.046425365,234752.15402521583,1151321.6871631292,1262.424262295082,514.163482615903,0.0,4.130126990586576,908779.0439667889,679474.9113669378
59,Ein,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1604851.9524249148,529812.0467695477,1151243.1373450565,1262.424262295082,514.163482615903,0.0,4.130077299662671,1307485.608155281,679500.4888106486
60,Aus,Aus,25 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2349008.0176757593,0.0,1151321.6871631292,1262.424262295082,559.5154618117857,0.0,4.130126990586576,33491.91869117856,679474.9113669378
61,Aus,Aus,500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1974428.5281702813,24127.074683014704,1151321.6871631292,1262.424262295082,529.4668057395465,0.0,4.130126990586576,432198.48287967115,679474.9113669378
62,Aus,Aus,1.000 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1771024.069086163,219429.1797873891,1151321.6871631292,1262.424262295082,519.7382810082261,0.0,4.130126990586576,830905.0470681638,679474.9113669378
63,Aus,Aus,1.500 kWp,Luft/Wasser 600,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1662709.461833731,509810.6342797389,1151289.6873436125,1262.424262295082,519.7382810082261,0.0,4.130106244605731,1229611.611256656,679485.4138106486
64,Ein,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,2450594.707374546,0.0,404619.5075196243,1283.4646666666665,642.6955158524718,0.0,4.0697107747473975,111365.91558980357,858935.5979643498
65,Ein,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,2081529.131010148,29640.98782409478,404619.5075196243,1283.4646666666665,583.8898684647173,0.0,4.0697107747473975,510072.4797782962,858935.5979643498
66,Ein,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,1884799.7950026563,231618.21600509563,404619.5075196243,1283.4646666666665,583.8898684647173,0.0,4.0697107747473975,908779.0439667889,858935.5979643498
67,Ein,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,1776219.3629905155,521718.7707377368,404539.64853791683,1283.4646666666665,583.8898684647173,0.0,4.0696732646530585,1307485.608155281,858961.1754080604
68,Aus,Aus,25 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,2528468.7042731717,0.0,404619.5075196243,1283.4646666666665,642.6955158524718,0.0,4.0697107747473975,33491.91869117856,858935.5979643498
69,Aus,Aus,500 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,2153805.4809873807,24043.340902702465,404619.5075196243,1283.4646666666665,590.6391298581424,0.0,4.0697107747473975,432198.48287967115,858935.5979643498
70,Aus,Aus,1.000 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,1947631.1913703885,216575.61547420287,404619.5075196243,1283.4646666666665,587.3198684647173,0.0,4.0697107747473975,830905.0470681638,858935.5979643498
71,Aus,Aus,1.500 kWp,Luft/Wasser 800,Normal weiter,0%,45,zukunft Warm,1834383.5140882668,502023.9999368631,404586.97436978226,1283.4646666666665,587.3198684647173,0.0,4.069695101967153,1229611.611256656,858946.1004080605
72,Ein,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2450594.707374546,0.0,397986.40083897475,1262.424262295082,642.6955158524718,0.0,4.0697107747473975,111365.91558980357,858935.5979643498
73,Ein,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2081529.131010148,29640.98782409478,397986.40083897475,1262.424262295082,583.8898684647173,0.0,4.0697107747473975,510072.4797782962,858935.5979643498
74,Ein,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1884799.7950026563,231618.21600509563,397986.40083897475,1262.424262295082,583.8898684647173,0.0,4.0697107747473975,908779.0439667889,858935.5979643498
75,Ein,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1776219.3629905155,521718.7707377368,397907.8510209019,1262.424262295082,583.8898684647173,0.0,4.0696732646530585,1307485.608155281,858961.1754080604
76,Aus,Aus,25 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2528468.7042731717,0.0,397986.40083897475,1262.424262295082,642.6955158524718,0.0,4.0697107747473975,33491.91869117856,858935.5979643498
77,Aus,Aus,500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2153805.4809873807,24043.340902702465,397986.40083897475,1262.424262295082,590.6391298581424,0.0,4.0697107747473975,432198.48287967115,858935.5979643498
78,Aus,Aus,1.000 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1947631.1913703885,216575.61547420287,397986.40083897475,1262.424262295082,587.3198684647173,0.0,4.0697107747473975,830905.0470681638,858935.5979643498
79,Aus,Aus,1.500 kWp,Luft/Wasser 800,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1834383.5140882668,502023.9999368631,397954.4010194579,1262.424262295082,587.3198684647173,0.0,4.069695101967153,1229611.611256656,858946.1004080605
80,Ein,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,2506609.416795254,0.0,152262.93824481504,1283.4646666666665,642.6955158524718,0.0,4.068789681962716,111365.91558980357,914950.3073850584
81,Ein,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,2137523.9165148265,29621.06390806417,152262.93824481504,1283.4646666666665,583.8898684647173,0.0,4.068789681962716,510072.4797782962,914950.3073850584
82,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,1939871.3146679974,230675.026249728,152262.93824481504,1283.4646666666665,583.8898684647173,0.0,4.068789681962716,908779.0439667889,914950.3073850584
83,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,1829166.2025743339,518650.90090084635,152183.07926310768,1283.4646666666665,583.8898684647173,0.0,4.068754493980105,1307485.608155281,914975.8848287693
84,Aus,Aus,25 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,2584483.4136938797,0.0,152262.93824481504,1283.4646666666665,642.6955158524718,0.0,4.068789681962716,33491.91869117856,914950.3073850584
85,Aus,Aus,500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,2209810.65215746,24033.80265207259,152262.93824481504,1283.4646666666665,593.2793365470092,0.0,4.068789681962716,432198.48287967115,914950.3073850584
86,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,2002808.1669183383,215737.88160144372,152262.93824481504,1283.4646666666665,587.3198684647173,0.0,4.068789681962716,830905.0470681638,914950.3073850584
87,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Normal weiter,0%,45,zukunft Warm,1887485.786748139,499111.56317602633,152230.405094973,1283.4646666666665,587.3198684647173,0.0,4.068774979256761,1229611.611256656,914960.8098287691
88,Ein,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2506609.416795254,0.0,149766.82450309675,1262.424262295082,642.6955158524718,0.0,4.068789681962716,111365.91558980357,914950.3073850584
89,Ein,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2137523.9165148265,29621.06390806417,149766.82450309675,1262.424262295082,583.8898684647173,0.0,4.068789681962716,510072.4797782962,914950.3073850584
90,Ein,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1939871.3146679974,230675.026249728,149766.82450309675,1262.424262295082,583.8898684647173,0.0,4.068789681962716,908779.0439667889,914950.3073850584
91,Ein,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1829166.2025743339,518650.90090084635,149688.2746850239,1262.424262295082,583.8898684647173,0.0,4.068754493980105,1307485.608155281,914975.8848287693
92,Aus,Aus,25 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2584483.4136938797,0.0,149766.82450309675,1262.424262295082,642.6955158524718,0.0,4.068789681962716,33491.91869117856,914950.3073850584
93,Aus,Aus,500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2209810.65215746,24033.80265207259,149766.82450309675,1262.424262295082,593.2793365470092,0.0,4.068789681962716,432198.48287967115,914950.3073850584
94,Aus,Aus,1.000 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2002808.1669183383,215737.88160144372,149766.82450309675,1262.424262295082,587.3198684647173,0.0,4.068789681962716,830905.0470681638,914950.3073850584
95,Aus,Aus,1.500 kWp,Luft/Wasser 1000,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1887485.786748139,499111.56317602633,149734.82468358,1262.424262295082,587.3198684647173,0.0,4.068774979256761,1229611.611256656,914960.8098287691
96,Ein,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,2036867.652947004,0.0,2335894.1300105806,972.5871286603885,451.66974432179364,0.0,3.947525992304891,111365.91558980357,445208.5435368078
97,Ein,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1664299.8010684773,26138.712309965846,2335894.1300105806,972.5871286603885,422.14749129627995,0.0,3.947525992304891,510072.4797782962,445208.5435368078
98,Ein,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1470083.419151193,230628.89458117392,2335894.1300105806,972.5871286603885,416.98183485011083,0.0,3.947525992304891,908779.0439667889,445208.5435368078
99,Ein,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1372161.693883264,531413.7335017376,2335894.1300105806,972.5871286603885,413.42330858153554,0.0,3.947525992304891,1307485.608155281,445208.5435368078
100,Aus,Aus,25 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,2114741.649845629,0.0,2335894.1300105806,972.5871286603885,451.66974432179364,0.0,3.947525992304891,33491.91869117856,445208.5435368078
101,Aus,Aus,500 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1736819.124945484,20784.0392883475,2335894.1300105806,972.5871286603885,436.04749129627993,0.0,3.947525992304891,432198.48287967115,445208.5435368078
102,Aus,Aus,1.000 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1532671.8343929527,215343.3129243087,2335894.1300105806,972.5871286603885,424.4218348501108,0.0,3.947525992304891,830905.0470681638,445208.5435368078
103,Aus,Aus,1.500 kWp,Sole/Wasser 200,Normal weiter,0%,45,zukunft Warm,1429814.863008729,511192.90572857764,2335894.1300105806,972.5871286603885,421.82876879069374,0.0,3.947525992304891,1229611.611256656,445208.5435368078
104,Ein,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2036867.652947004,0.0,2297600.783616964,956.643077370874,451.66974432179364,0.0,3.947525992304891,111365.91558980357,445208.5435368078
105,Ein,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1664299.8010684773,26138.712309965846,2297600.783616964,956.643077370874,422.14749129627995,0.0,3.947525992304891,510072.4797782962,445208.5435368078
106,Ein,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1470083.419151193,230628.89458117392,2297600.783616964,956.643077370874,416.98183485011083,0.0,3.947525992304891,908779.0439667889,445208.5435368078
107,Ein,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1372161.693883264,531413.7335017376,2297600.783616964,956.643077370874,413.42330858153554,0.0,3.947525992304891,1307485.608155281,445208.5435368078
108,Aus,Aus,25 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,2114741.649845629,0.0,2297600.783616964,956.643077370874,451.66974432179364,0.0,3.947525992304891,33491.91869117856,445208.5435368078
109,Aus,Aus,500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1736819.124945484,20784.0392883475,2297600.783616964,956.643077370874,436.04749129627993,0.0,3.947525992304891,432198.48287967115,445208.5435368078
110,Aus,Aus,1.000 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1532671.8343929527,215343.3129243087,2297600.783616964,956.643077370874,424.4218348501108,0.0,3.947525992304891,830905.0470681638,445208.5435368078
111,Aus,Aus,1.500 kWp,Sole/Wasser 200,Zwei-Stoff-Brenner,0%,45,zukunft Warm,1429814.863008729,511192.90572857764,2297600.783616964,956.643077370874,421.82876879069374,0.0,3.947525992304891,1229611.611256656,445208.5435368078
112,Ein,Aus,25 kWp,Sole/Wasser 400,Normal weiter,0%,45,zukunft Warm,2363500.669794503,0.0,908007.4068264303,661.7095906541107,522.6072951838013,0.0,3.941962320555228,111365.91558980357,771841.5603843062
113,Ein,Aus,500 kWp,Sole/Wasser 400,Normal weiter,0%,45,zukunft Warm,1989637.0377597727,24842.932153762496,908007.4068264303,661.7095906541107,484.35190400881635,0.0,3.941962320555228,510072.4797782962,771841.5603843062
114,Ein,Aus,1.000 kWp,Sole/Wasser 400,Normal weiter,0%,45,zukunft Warm,1784518.2584194702,218430.717001953,908007.4068264303,661.7095906541107,481.0959160417644,0.0,3.941962320555228,908779.0439667889,771841.5603843062
