"Time","Luftdruck in hPa","Globalstrahlung (SDE11) in W/m²","Direktstrahlung (SDE11) in W/m²","Globalstrahlung (CMP3) in W/m²"
01.01.2021 00:00:00,1001,-0.137,-5.82,-1.40
01.01.2021 00:15:00,1001,-0.159,-5.81,-1.01
01.01.2021 00:30:00,1001,-0.177,-5.83,-1.02
01.01.2021 00:45:00,1001,-0.169,-5.88,-1.08
01.01.2021 01:00:00,1001,-0.195,-5.90,-0.918
01.01.2021 01:15:00,1001,-0.214,-5.95,-1.34
01.01.2021 01:30:00,1001,-0.184,-5.94,-1.56
01.01.2021 01:45:00,1001,-0.200,-5.94,-1.20
01.01.2021 02:00:00,1001,-0.183,-5.89,-0.987
01.01.2021 02:15:00,1001,-0.180,-5.85,-1.35
01.01.2021 02:30:00,1001,-0.148,-5.82,-0.871
01.01.2021 02:45:00,1001,-0.0992,-5.72,-1.07
01.01.2021 03:00:00,1001,-0.0841,-5.67,-1.24
01.01.2021 03:15:00,1001,-0.0924,-5.69,-1.76
01.01.2021 03:30:00,1001,-0.121,-5.72,-2.01
01.01.2021 03:45:00,1001,-0.109,-5.74,-2.08
01.01.2021 04:00:00,1001,-0.128,-5.72,-2.52
01.01.2021 04:15:00,1001,-0.133,-5.77,-2.88
01.01.2021 04:30:00,1001,-0.160,-5.87,-4.15
01.01.2021 04:45:00,1001,-0.221,-5.92,-4.67
01.01.2021 05:00:00,1001,-0.229,-6.00,-2.65
01.01.2021 05:15:00,1001,-0.207,-5.95,-2.28
01.01.2021 05:30:00,1001,-0.241,-5.98,-4.71
01.01.2021 05:45:00,1001,-0.231,-6.09,-4.49
01.01.2021 06:00:00,1002,-0.258,-6.16,-4.30
01.01.2021 06:15:00,1002,-0.287,-6.20,-4.09
01.01.2021 06:30:00,1002,-0.299,-6.16,-4.03
01.01.2021 06:45:00,1002,-0.281,-6.19,-3.21
01.01.2021 07:00:00,1002,-0.300,-6.15,-2.38
01.01.2021 07:15:00,1002,-0.307,-6.16,-2.06
01.01.2021 07:30:00,1002,-0.286,-6.13,-2.21
01.01.2021 07:45:00,1002,-0.306,-6.12,-2.18
01.01.2021 08:00:00,1002,-0.250,-6.12,-2.05
01.01.2021 08:15:00,1002,-0.113,-6.13,-0.982
01.01.2021 08:30:00,1003,1.07,-5.84,-0.366
01.01.2021 08:45:00,1003,2.80,-5.38,2.38
01.01.2021 09:00:00,1003,10.2,-2.93,10.1
01.01.2021 09:15:00,1003,18.1,-0.109,17.7
01.01.2021 09:30:00,1003,26.2,2.90,25.5
01.01.2021 09:45:00,1003,36.5,6.14,35.0
01.01.2021 10:00:00,1003,51.1,11.4,47.8
01.01.2021 10:15:00,1003,60.3,14.3,55.9
01.01.2021 10:30:00,1003,67.8,16.5,62.6
01.01.2021 10:45:00,1003,75.2,18.9,69.5
01.01.2021 11:00:00,1004,84.8,22.8,77.4
01.01.2021 11:15:00,1004,84.9,22.5,77.9
01.01.2021 11:30:00,1004,97.5,27.2,88.8
01.01.2021 11:45:00,1004,105,29.9,95.4
01.01.2021 12:00:00,1004,104,29.9,93.8
01.01.2021 12:15:00,1004,107,30.5,95.9
01.01.2021 12:30:00,1004,97.3,27.0,87.3
01.01.2021 12:45:00,1003,96.5,26.6,86.7
01.01.2021 13:00:00,1003,97.5,26.3,87.7
01.01.2021 13:15:00,1003,84.5,23.3,75.7
01.01.2021 13:30:00,1003,48.9,10.5,46.2
01.01.2021 13:45:00,1003,50.4,10.8,47.7
01.01.2021 14:00:00,1003,62.7,15.4,58.2
01.01.2021 14:15:00,1004,58.8,14.4,55.7
01.01.2021 14:30:00,1004,50.6,11.0,48.7
01.01.2021 14:45:00,1004,49.7,11.2,47.3
01.01.2021 15:00:00,1004,41.0,8.15,38.9
01.01.2021 15:15:00,1004,30.7,4.79,29.6
01.01.2021 15:30:00,1004,24.1,2.62,23.5
01.01.2021 15:45:00,1004,38.7,22.8,25.6
01.01.2021 16:00:00,1004,21.4,10.9,11.6
01.01.2021 16:15:00,1004,4.91,-3.86,2.27
01.01.2021 16:30:00,1004,1.70,-4.83,-1.21
01.01.2021 16:45:00,1004,0.261,-5.27,-2.83
01.01.2021 17:00:00,1004,0.0647,-5.32,-1.74
01.01.2021 17:15:00,1004,-0.00900,-5.28,-1.09
01.01.2021 17:30:00,1004,0.0277,-5.30,-1.25
01.01.2021 17:45:00,1004,0.0423,-5.30,-1.10
01.01.2021 18:00:00,1004,0.0143,-5.31,-1.16
01.01.2021 18:15:00,1004,0.0289,-5.31,-1.54
01.01.2021 18:30:00,1005,0.0649,-5.33,-2.20
01.01.2021 18:45:00,1005,0.0353,-5.35,-2.23
01.01.2021 19:00:00,1005,0.0133,-5.32,-1.75
01.01.2021 19:15:00,1005,0.0365,-5.35,-1.65
01.01.2021 19:30:00,1005,-0.0138,-5.37,-0.970
01.01.2021 19:45:00,1005,0.00680,-5.37,-0.847
01.01.2021 20:00:00,1005,0.00627,-5.41,-1.62
01.01.2021 20:15:00,1005,0.00607,-5.44,-1.64
01.01.2021 20:30:00,1005,0.0126,-5.43,-1.50
01.01.2021 20:45:00,1005,0.0138,-5.39,-1.18
01.01.2021 21:00:00,1006,0.0184,-5.40,-1.09
01.01.2021 21:15:00,1006,-0.0147,-5.44,-1.11
01.01.2021 21:30:00,1006,0.000467,-5.42,-0.762
01.01.2021 21:45:00,1006,0.00127,-5.40,-0.959
01.01.2021 22:00:00,1006,0.0379,-5.42,-1.89
01.01.2021 22:15:00,1006,-0.0157,-5.45,-0.956
01.01.2021 22:30:00,1006,-0.0186,-5.39,-1.16
01.01.2021 22:45:00,1006,-0.00547,-5.47,-1.35
01.01.2021 23:00:00,1006,-0.0118,-5.51,-1.55
01.01.2021 23:15:00,1006,-0.0484,-5.50,-1.59
01.01.2021 23:30:00,1006,-0.0395,-5.51,-1.03
01.01.2021 23:45:00,1006,-0.0261,-5.52,-0.948
02.01.2021 00:00:00,1006,-0.0525,-5.48,-0.864
02.01.2021 00:15:00,1006,-0.0254,-5.50,-0.948
02.01.2021 00:30:00,1006,-0.0271,-5.51,-1.18
02.01.2021 00:45:00,1006,-0.0533,-5.52,-0.745
02.01.2021 01:00:00,1006,-0.0365,-5.52,-0.496
02.01.2021 01:15:00,1007,-0.0233,-5.53,-0.638
02.01.2021 01:30:00,1007,-0.0332,-5.50,-0.897
02.01.2021 01:45:00,1007,-0.0515,-5.50,-1.19
02.01.2021 02:00:00,1007,-0.0401,-5.51,-1.62
02.01.2021 02:15:00,1007,-0.0847,-5.54,-1.43
02.01.2021 02:30:00,1007,-0.0505,-5.53,-1.34
02.01.2021 02:45:00,1007,-0.0700,-5.53,-1.10
02.01.2021 03:00:00,1007,-0.00727,-5.52,-1.01
02.01.2021 03:15:00,1007,-0.0523,-5.52,-0.870
02.01.2021 03:30:00,1007,-0.0473,-5.50,-0.980
02.01.2021 03:45:00,1007,-0.0457,-5.51,-1.26
02.01.2021 04:00:00,1007,-0.0580,-5.55,-3.05
02.01.2021 04:15:00,1007,-0.0621,-5.60,-1.96
02.01.2021 04:30:00,1007,-0.0613,-5.57,-1.61
02.01.2021 04:45:00,1007,-0.0505,-5.56,-1.37
02.01.2021 05:00:00,1007,-0.0896,-5.59,-1.61
02.01.2021 05:15:00,1007,-0.105,-5.62,-1.10
02.01.2021 05:30:00,1007,-0.0635,-5.60,-0.916
02.01.2021 05:45:00,1007,-0.0953,-5.58,-1.21
02.01.2021 06:00:00,1007,-0.0535,-5.57,-1.30
02.01.2021 06:15:00,1007,-0.0778,-5.59,-2.19
02.01.2021 06:30:00,1007,-0.0910,-5.60,-1.74
02.01.2021 06:45:00,1007,-0.0817,-5.61,-1.84
02.01.2021 07:00:00,1008,-0.0373,-5.63,-1.36
02.01.2021 07:15:00,1008,-0.0920,-5.65,-1.28
02.01.2021 07:30:00,1008,-0.112,-5.68,-1.92
02.01.2021 07:45:00,1008,-0.147,-5.76,-1.75
02.01.2021 08:00:00,1008,-0.104,-5.80,-1.75
02.01.2021 08:15:00,1008,0.315,-5.69,-1.13
02.01.2021 08:30:00,1008,1.90,-5.24,0.666
02.01.2021 08:45:00,1008,4.78,-4.30,4.26
02.01.2021 09:00:00,1009,9.75,-2.55,9.93
02.01.2021 09:15:00,1009,14.0,-0.911,14.7
02.01.2021 09:30:00,1009,13.3,-1.47,15.9
02.01.2021 09:45:00,1009,21.8,1.28,23.7
02.01.2021 10:00:00,1009,33.9,5.18,34.9
02.01.2021 10:15:00,1009,38.6,6.68,39.8
02.01.2021 10:30:00,1009,38.1,6.53,40.3
02.01.2021 10:45:00,1009,35.5,5.95,36.4
02.01.2021 11:00:00,1010,18.2,0.0485,22.9
02.01.2021 11:15:00,1010,43.7,8.80,45.7
02.01.2021 11:30:00,1010,97.0,26.2,87.7
02.01.2021 11:45:00,1010,76.4,19.7,72.1
02.01.2021 12:00:00,1010,76.9,19.8,72.9
02.01.2021 12:15:00,1010,57.0,13.2,55.9
02.01.2021 12:30:00,1010,53.2,11.8,52.3
02.01.2021 12:45:00,1010,36.0,6.14,37.8
02.01.2021 13:00:00,1010,59.1,13.8,56.2
02.01.2021 13:15:00,1010,32.8,5.21,32.4
02.01.2021 13:30:00,1010,32.5,5.00,32.5
02.01.2021 13:45:00,1010,28.6,3.63,30.8
02.01.2021 14:00:00,1010,32.7,4.86,34.3
02.01.2021 14:15:00,1010,36.1,6.29,36.0
02.01.2021 14:30:00,1010,36.8,6.42,36.9
02.01.2021 14:45:00,1010,32.8,5.31,33.3
02.01.2021 15:00:00,1010,27.8,3.51,28.8
02.01.2021 15:15:00,1010,22.5,2.02,23.1
02.01.2021 15:30:00,1010,9.03,-2.46,9.53
02.01.2021 15:45:00,1010,3.94,-4.22,3.95
02.01.2021 16:00:00,1010,2.73,-4.55,2.48
02.01.2021 16:15:00,1010,1.67,-4.89,1.06
02.01.2021 16:30:00,1011,0.557,-5.16,-0.359
02.01.2021 16:45:00,1011,0.147,-5.30,-0.800
02.01.2021 17:00:00,1011,0.0379,-5.31,-0.821
02.01.2021 17:15:00,1011,0.0271,-5.34,-0.751
02.01.2021 17:30:00,1011,0.0220,-5.36,-0.806
02.01.2021 17:45:00,1011,0.0167,-5.37,-0.731
02.01.2021 18:00:00,1011,-0.0436,-5.41,-1.60
02.01.2021 18:15:00,1011,-0.0185,-5.50,-2.30
02.01.2021 18:30:00,1011,-0.0615,-5.52,-2.30
02.01.2021 18:45:00,1011,-0.0394,-5.57,-1.80
02.01.2021 19:00:00,1011,-0.0639,-5.58,-2.17
02.01.2021 19:15:00,1011,-0.104,-5.62,-2.70
02.01.2021 19:30:00,1012,-0.0757,-5.60,-2.04
02.01.2021 19:45:00,1012,-0.0748,-5.61,-1.66
02.01.2021 20:00:00,1012,-0.0905,-5.61,-2.02
02.01.2021 20:15:00,1012,-0.0861,-5.65,-0.921
02.01.2021 20:30:00,1012,-0.0915,-5.63,-0.900
02.01.2021 20:45:00,1012,-0.110,-5.58,-0.997
02.01.2021 21:00:00,1012,-0.0687,-5.59,-0.781
02.01.2021 21:15:00,1012,-0.0453,-5.56,-0.823
02.01.2021 21:30:00,1012,-0.0577,-5.54,-0.925
02.01.2021 21:45:00,1012,-0.0721,-5.55,-0.888
02.01.2021 22:00:00,1012,-0.0532,-5.55,-1.07
02.01.2021 22:15:00,1012,-0.0859,-5.55,-1.23
02.01.2021 22:30:00,1013,-0.0784,-5.58,-1.39
02.01.2021 22:45:00,1013,-0.0502,-5.57,-0.942
02.01.2021 23:00:00,1013,-0.0401,-5.59,-0.983
02.01.2021 23:15:00,1013,-0.0884,-5.60,-0.743
02.01.2021 23:30:00,1013,-0.0466,-5.58,-0.695
02.01.2021 23:45:00,1013,-0.0551,-5.58,-0.766
03.01.2021 00:00:00,1013,-0.0693,-5.58,-0.668
03.01.2021 00:15:00,1013,-0.0587,-5.59,-0.960
03.01.2021 00:30:00,1013,-0.0696,-5.59,-0.879
03.01.2021 00:45:00,1013,-0.0643,-5.58,-0.831
03.01.2021 01:00:00,1013,-0.0845,-5.59,-0.908
03.01.2021 01:15:00,1013,-0.0521,-5.58,-0.916
03.01.2021 01:30:00,1013,-0.0783,-5.57,-0.842
03.01.2021 01:45:00,1013,-0.0844,-5.57,-0.880
03.01.2021 02:00:00,1013,-0.0504,-5.58,-1.02
03.01.2021 02:15:00,1013,-0.0809,-5.60,-0.849
03.01.2021 02:30:00,1013,-0.0837,-5.60,-1.20
03.01.2021 02:45:00,1013,-0.0720,-5.60,-1.54
03.01.2021 03:00:00,1014,-0.0871,-5.64,-1.58
03.01.2021 03:15:00,1014,-0.0737,-5.66,-1.55
03.01.2021 03:30:00,1014,-0.110,-5.67,-1.67
03.01.2021 03:45:00,1014,-0.118,-5.69,-1.55
03.01.2021 04:00:00,1013,-0.113,-5.67,-1.35
03.01.2021 04:15:00,1013,-0.114,-5.67,-1.26
03.01.2021 04:30:00,1014,-0.0704,-5.66,-1.22
03.01.2021 04:45:00,1014,-0.0986,-5.66,-0.993
03.01.2021 05:00:00,1014,-0.0690,-5.68,-0.830
03.01.2021 05:15:00,1014,-0.0905,-5.63,-0.502
03.01.2021 05:30:00,1014,-0.102,-5.62,-0.792
03.01.2021 05:45:00,1014,-0.0647,-5.60,-0.636
03.01.2021 06:00:00,1014,-0.0564,-5.60,-0.581
03.01.2021 06:15:00,1014,-0.0749,-5.59,-0.605
03.01.2021 06:30:00,1014,-0.0872,-5.60,-1.27
03.01.2021 06:45:00,1014,-0.0765,-5.64,-1.03
03.01.2021 07:00:00,1014,-0.0949,-5.60,-1.21
03.01.2021 07:15:00,1014,-0.0723,-5.63,-1.26
03.01.2021 07:30:00,1014,-0.0663,-5.66,-1.24
03.01.2021 07:45:00,1015,-0.0555,-5.63,-1.04
03.01.2021 08:00:00,1015,-0.0854,-5.65,-0.985
03.01.2021 08:15:00,1015,0.0495,-5.61,-1.07
03.01.2021 08:30:00,1015,0.525,-5.49,-0.0182
03.01.2021 08:45:00,1015,1.86,-5.13,1.39
03.01.2021 09:00:00,1015,4.04,-4.51,3.98
03.01.2021 09:15:00,1015,8.68,-3.01,9.10
03.01.2021 09:30:00,1016,11.5,-2.02,11.8
03.01.2021 09:45:00,1016,14.5,-1.20,14.6
03.01.2021 10:00:00,1016,31.8,4.52,30.9
03.01.2021 10:15:00,1016,38.4,6.91,35.5
03.01.2021 10:30:00,1016,41.6,7.86,41.2
03.01.2021 10:45:00,1016,29.8,4.47,30.0
03.01.2021 11:00:00,1016,62.9,15.7,60.7
03.01.2021 11:15:00,1016,85.1,27.4,81.9
03.01.2021 11:30:00,1016,44.5,9.75,46.3
03.01.2021 11:45:00,1016,49.2,10.1,49.9
03.01.2021 12:00:00,1016,85.5,24.3,82.4
03.01.2021 12:15:00,1016,144,54.4,136
03.01.2021 12:30:00,1016,95.8,27.9,90.5
03.01.2021 12:45:00,1016,121,37.5,110
03.01.2021 13:00:00,1016,110,32.9,99.9
03.01.2021 13:15:00,1016,104,29.7,95.0
03.01.2021 13:30:00,1016,149,52.8,137
03.01.2021 13:45:00,1016,179,79.5,186
03.01.2021 14:00:00,1016,157,68.6,165
03.01.2021 14:15:00,1016,152,59.3,154
03.01.2021 14:30:00,1016,77.7,26.1,87.7
03.01.2021 14:45:00,1016,69.5,21.3,80.7
03.01.2021 15:00:00,1016,64.6,21.5,74.0
03.01.2021 15:15:00,1016,47.2,12.1,47.0
03.01.2021 15:30:00,1016,25.0,3.24,25.5
03.01.2021 15:45:00,1016,14.0,-1.00,14.8
03.01.2021 16:00:00,1016,7.46,-3.24,7.85
03.01.2021 16:15:00,1016,2.36,-4.97,2.03
03.01.2021 16:30:00,1016,0.842,-5.44,0.152
03.01.2021 16:45:00,1016,0.125,-5.62,-0.589
03.01.2021 17:00:00,1016,-0.0770,-5.65,-1.27
03.01.2021 17:15:00,1016,-0.125,-5.69,-1.37
03.01.2021 17:30:00,1016,-0.109,-5.72,-1.15
03.01.2021 17:45:00,1016,-0.102,-5.66,-0.818
03.01.2021 18:00:00,1016,-0.0777,-5.64,-0.900
03.01.2021 18:15:00,1016,-0.0579,-5.63,-0.714
03.01.2021 18:30:00,1016,-0.0795,-5.62,-0.651
03.01.2021 18:45:00,1016,-0.0547,-5.62,-0.775
03.01.2021 19:00:00,1016,-0.0747,-5.59,-0.753
03.01.2021 19:15:00,1016,-0.0557,-5.57,-0.787
03.01.2021 19:30:00,1016,-0.0984,-5.62,-0.938
03.01.2021 19:45:00,1016,-0.0704,-5.61,-0.810
03.01.2021 20:00:00,1016,-0.0688,-5.63,-1.62
03.01.2021 20:15:00,1016,-0.0786,-5.64,-2.06
03.01.2021 20:30:00,1016,-0.0773,-5.69,-1.77
03.01.2021 20:45:00,1016,-0.111,-5.70,-1.98
03.01.2021 21:00:00,1016,-0.0853,-5.68,-1.56
03.01.2021 21:15:00,1016,-0.104,-5.68,-1.84
03.01.2021 21:30:00,1016,-0.141,-5.69,-1.74
03.01.2021 21:45:00,1016,-0.104,-5.71,-1.61
03.01.2021 22:00:00,1016,-0.116,-5.74,-1.58
03.01.2021 22:15:00,1016,-0.0970,-5.73,-1.42
03.01.2021 22:30:00,1016,-0.122,-5.72,-1.08
03.01.2021 22:45:00,1016,-0.148,-5.78,-1.07
03.01.2021 23:00:00,1016,-0.115,-5.80,-1.08
03.01.2021 23:15:00,1016,-0.157,-5.77,-1.08
03.01.2021 23:30:00,1016,-0.141,-5.77,-0.882
03.01.2021 23:45:00,1016,-0.129,-5.79,-0.878
04.01.2021 00:00:00,1016,-0.129,-5.79,-1.11
04.01.2021 00:15:00,1016,-0.133,-5.80,-1.58
04.01.2021 00:30:00,1016,-0.148,-5.77,-1.65
04.01.2021 00:45:00,1016,-0.124,-5.79,-1.93
04.01.2021 01:00:00,1016,-0.134,-5.79,-1.38
04.01.2021 01:15:00,1016,-0.123,-5.74,-1.29
04.01.2021 01:30:00,1016,-0.171,-5.72,-1.13
04.01.2021 01:45:00,1016,-0.194,-5.78,-1.24
04.01.2021 02:00:00,1016,-0.142,-5.79,-1.55
04.01.2021 02:15:00,1016,-0.148,-5.76,-1.72
04.01.2021 02:30:00,1016,-0.117,-5.76,-1.45
04.01.2021 02:45:00,1016,-0.116,-5.72,-0.947
04.01.2021 03:00:00,1017,-0.0797,-5.70,-0.863
04.01.2021 03:15:00,1016,-0.125,-5.67,-0.771
04.01.2021 03:30:00,1017,-0.105,-5.67,-0.510
04.01.2021 03:45:00,1017,-0.0944,-5.66,-0.572
04.01.2021 04:00:00,1017,-0.0869,-5.68,-0.583
04.01.2021 04:15:00,1017,-0.111,-5.69,-1.23
04.01.2021 04:30:00,1017,-0.119,-5.72,-1.20
04.01.2021 04:45:00,1017,-0.118,-5.70,-0.873
04.01.2021 05:00:00,1017,-0.150,-5.71,-0.696
04.01.2021 05:15:00,1017,-0.123,-5.75,-0.697
04.01.2021 05:30:00,1017,-0.133,-5.69,-0.848
04.01.2021 05:45:00,1017,-0.106,-5.75,-1.24
04.01.2021 06:00:00,1017,-0.133,-5.77,-0.719
04.01.2021 06:15:00,1017,-0.154,-5.80,-1.36
04.01.2021 06:30:00,1017,-0.163,-5.82,-1.76
04.01.2021 06:45:00,1017,-0.173,-5.85,-1.33
04.01.2021 07:00:00,1017,-0.165,-5.87,-3.05
04.01.2021 07:15:00,1017,-0.188,-5.89,-1.28
04.01.2021 07:30:00,1017,-0.177,-5.90,-0.844
04.01.2021 07:45:00,1018,-0.157,-5.85,-0.679
04.01.2021 08:00:00,1018,-0.164,-5.87,-0.632
04.01.2021 08:15:00,1018,0.0248,-5.82,-0.732
04.01.2021 08:30:00,1018,0.394,-5.75,0.0335
04.01.2021 08:45:00,1018,1.20,-5.51,1.27
04.01.2021 09:00:00,1018,4.03,-4.75,4.52
04.01.2021 09:15:00,1018,9.42,-2.97,10.0
04.01.2021 09:30:00,1018,11.9,-2.22,12.9
04.01.2021 09:45:00,1018,11.7,-2.24,13.0
04.01.2021 10:00:00,1018,13.5,-1.67,15.1
04.01.2021 10:15:00,1018,15.6,-1.02,17.9
04.01.2021 10:30:00,1018,18.2,-0.125,20.6
04.01.2021 10:45:00,1018,23.0,1.33,25.8
04.01.2021 11:00:00,1018,27.1,2.76,29.8
04.01.2021 11:15:00,1018,37.2,5.83,39.7
04.01.2021 11:30:00,1018,45.0,8.34,46.5
04.01.2021 11:45:00,1018,59.3,13.8,59.8
04.01.2021 12:00:00,1018,50.5,10.2,51.0
04.01.2021 12:15:00,1018,78.0,19.6,73.1
04.01.2021 12:30:00,1018,70.7,16.7,66.3
04.01.2021 12:45:00,1018,97.6,25.5,87.9
04.01.2021 13:00:00,1018,82.2,21.1,74.5
04.01.2021 13:15:00,1017,86.3,23.3,78.6
04.01.2021 13:30:00,1017,77.1,20.1,73.9
04.01.2021 13:45:00,1017,68.4,16.4,63.2
04.01.2021 14:00:00,1017,76.2,19.2,70.6
04.01.2021 14:15:00,1017,52.9,11.4,49.7
04.01.2021 14:30:00,1017,39.8,7.04,38.7
04.01.2021 14:45:00,1017,41.9,7.96,40.3
04.01.2021 15:00:00,1017,30.3,3.98,30.6
04.01.2021 15:15:00,1017,18.7,0.254,19.7
04.01.2021 15:30:00,1017,12.2,-1.84,12.9
04.01.2021 15:45:00,1017,4.66,-4.48,6.03
04.01.2021 16:00:00,1017,3.00,-4.98,3.55
04.01.2021 16:15:00,1017,1.59,-5.42,1.50
04.01.2021 16:30:00,1017,0.505,-5.70,0.127
04.01.2021 16:45:00,1017,0.00900,-5.86,-0.515
04.01.2021 17:00:00,1017,-0.172,-5.90,-0.689
04.01.2021 17:15:00,1017,-0.191,-5.89,-0.787
04.01.2021 17:30:00,1017,-0.152,-5.89,-0.731
04.01.2021 17:45:00,1017,-0.204,-5.89,-0.626
04.01.2021 18:00:00,1017,-0.182,-5.90,-0.677
04.01.2021 18:15:00,1017,-0.182,-5.89,-0.696
04.01.2021 18:30:00,1017,-0.195,-5.87,-0.625
04.01.2021 18:45:00,1017,-0.170,-5.87,-0.717
04.01.2021 19:00:00,1017,-0.184,-5.88,-0.656
04.01.2021 19:15:00,1017,-0.165,-5.87,-0.810
04.01.2021 19:30:00,1017,-0.177,-5.88,-0.750
04.01.2021 19:45:00,1017,-0.168,-5.89,-0.698
04.01.2021 20:00:00,1017,-0.192,-5.85,-0.686
04.01.2021 20:15:00,1017,-0.162,-5.91,-1.07
04.01.2021 20:30:00,1017,-0.193,-5.95,-1.59
04.01.2021 20:45:00,1017,-0.212,-5.94,-1.44
04.01.2021 21:00:00,1017,-0.224,-5.97,-1.21
04.01.2021 21:15:00,1017,-0.224,-5.98,-1.26
04.01.2021 21:30:00,1017,-0.227,-6.01,-1.08
04.01.2021 21:45:00,1017,-0.232,-6.03,-1.55
04.01.2021 22:00:00,1017,-0.256,-6.06,-1.36
04.01.2021 22:15:00,1017,-0.298,-6.10,-1.05
04.01.2021 22:30:00,1017,-0.275,-6.14,-0.764
04.01.2021 22:45:00,1017,-0.296,-6.14,-0.795
04.01.2021 23:00:00,1017,-0.286,-6.17,-0.712
04.01.2021 23:15:00,1017,-0.292,-6.16,-0.566
04.01.2021 23:30:00,1017,-0.298,-6.15,-0.565
04.01.2021 23:45:00,1017,-0.293,-6.15,-0.594
05.01.2021 00:00:00,1016,-0.287,-6.15,-0.554
05.01.2021 00:15:00,1016,-0.282,-6.15,-0.556
05.01.2021 00:30:00,1016,-0.263,-6.10,-0.514
05.01.2021 00:45:00,1016,-0.275,-6.06,-0.572
05.01.2021 01:00:00,1016,-0.252,-6.06,-0.657
05.01.2021 01:15:00,1016,-0.242,-6.07,-0.592
05.01.2021 01:30:00,1016,-0.263,-6.09,-0.619
05.01.2021 01:45:00,1016,-0.262,-6.11,-0.502
05.01.2021 02:00:00,1016,-0.244,-6.10,-0.430
05.01.2021 02:15:00,1016,-0.241,-6.08,-0.374
05.01.2021 02:30:00,1016,-0.216,-6.03,-0.480
05.01.2021 02:45:00,1016,-0.231,-5.98,-0.424
05.01.2021 03:00:00,1016,-0.214,-5.96,-0.391
05.01.2021 03:15:00,1016,-0.206,-5.96,-0.408
05.01.2021 03:30:00,1016,-0.217,-5.96,-0.483
05.01.2021 03:45:00,1016,-0.200,-5.93,-0.540
05.01.2021 04:00:00,1016,-0.192,-5.95,-0.670
05.01.2021 04:15:00,1016,-0.209,-5.97,-0.607
05.01.2021 04:30:00,1016,-0.218,-5.98,-0.529
05.01.2021 04:45:00,1016,-0.200,-5.99,-0.593
05.01.2021 05:00:00,1016,-0.217,-5.97,-0.656
05.01.2021 05:15:00,1016,-0.204,-5.98,-0.656
05.01.2021 05:30:00,1016,-0.224,-5.97,-0.391
05.01.2021 05:45:00,1016,-0.225,-5.99,-0.428
05.01.2021 06:00:00,1016,-0.211,-6.00,-0.423
05.01.2021 06:15:00,1016,-0.208,-5.96,-0.552
05.01.2021 06:30:00,1016,-0.199,-5.92,-0.462
05.01.2021 06:45:00,1016,-0.194,-5.90,-0.492
05.01.2021 07:00:00,1016,-0.149,-5.90,-0.403
05.01.2021 07:15:00,1016,-0.180,-5.87,-0.519
05.01.2021 07:30:00,1016,-0.184,-5.90,-0.542
05.01.2021 07:45:00,1016,-0.189,-5.90,-0.815
05.01.2021 08:00:00,1016,-0.157,-5.93,-1.05
05.01.2021 08:15:00,1016,-0.00247,-5.91,-0.810
05.01.2021 08:30:00,1016,0.400,-5.82,-0.275
05.01.2021 08:45:00,1017,5.19,-4.43,4.57
05.01.2021 09:00:00,1017,8.22,-3.39,7.95
05.01.2021 09:15:00,1017,4.24,-4.71,4.43
05.01.2021 09:30:00,1017,6.03,-4.13,6.36
05.01.2021 09:45:00,1017,7.14,-3.81,7.59
05.01.2021 10:00:00,1017,9.99,-2.84,10.2
05.01.2021 10:15:00,1017,12.0,-2.11,12.2
05.01.2021 10:30:00,1017,15.0,-1.18,15.1
05.01.2021 10:45:00,1017,17.4,-0.302,17.3
05.01.2021 11:00:00,1017,23.6,1.69,23.3
05.01.2021 11:15:00,1017,28.0,3.09,27.8
05.01.2021 11:30:00,1017,28.1,3.08,27.7
05.01.2021 11:45:00,1017,31.7,4.12,30.8
05.01.2021 12:00:00,1017,37.0,5.92,35.3
05.01.2021 12:15:00,1017,37.0,6.02,35.2
05.01.2021 12:30:00,1017,32.5,4.66,31.1
05.01.2021 12:45:00,1017,29.0,3.51,27.7
05.01.2021 13:00:00,1017,30.1,3.87,29.1
05.01.2021 13:15:00,1016,26.9,2.82,26.3
05.01.2021 13:30:00,1016,31.9,4.44,31.0
05.01.2021 13:45:00,1016,29.9,3.77,29.2
05.01.2021 14:00:00,1016,26.8,2.83,26.4
05.01.2021 14:15:00,1016,21.0,0.964,21.0
05.01.2021 14:30:00,1016,19.7,0.533,19.7
05.01.2021 14:45:00,1016,15.2,-0.927,15.1
05.01.2021 15:00:00,1016,12.3,-1.93,12.2
05.01.2021 15:15:00,1016,10.6,-2.48,10.4
05.01.2021 15:30:00,1016,10.1,-2.69,10.1
05.01.2021 15:45:00,1016,6.95,-3.65,6.52
05.01.2021 16:00:00,1017,3.14,-4.94,2.37
05.01.2021 16:15:00,1017,1.48,-5.41,0.556
05.01.2021 16:30:00,1017,0.597,-5.66,-0.380
05.01.2021 16:45:00,1017,-0.0680,-5.83,-1.30
05.01.2021 17:00:00,1017,-0.154,-5.85,-1.59
05.01.2021 17:15:00,1017,-0.161,-5.84,-1.65
05.01.2021 17:30:00,1017,-0.163,-5.82,-1.52
05.01.2021 17:45:00,1017,-0.139,-5.80,-1.36
05.01.2021 18:00:00,1017,-0.166,-5.82,-1.26
05.01.2021 18:15:00,1017,-0.150,-5.78,-1.17
05.01.2021 18:30:00,1017,-0.156,-5.78,-1.09
05.01.2021 18:45:00,1017,-0.154,-5.80,-1.02
