"Time","Wirkleistung in kW","Spannung L1 in V","Spannung L2 in V","Spannung L3 in V"
01.01.2022 00:00:00,101,409,409,406
01.01.2022 00:15:00,101,409,409,406
01.01.2022 00:30:00,101,407,407,405
01.01.2022 00:45:00,101,408,408,406
01.01.2022 01:00:00,101,410,410,407
01.01.2022 01:15:00,101,410,410,408
01.01.2022 01:30:00,101,409,409,406
01.01.2022 01:45:00,101,404,404,402
01.01.2022 02:00:00,101,403,403,400
01.01.2022 02:15:00,101,409,409,406
01.01.2022 02:30:00,101,410,410,407
01.01.2022 02:45:00,101,409,410,407
01.01.2022 03:00:00,101,408,408,406
01.01.2022 03:15:00,101,408,409,406
01.01.2022 03:30:00,101,409,409,407
01.01.2022 03:45:00,101,408,408,406
01.01.2022 04:00:00,101,409,409,407
01.01.2022 04:15:00,101,408,408,406
01.01.2022 04:30:00,101,406,406,404
01.01.2022 04:45:00,101,405,405,403
01.01.2022 05:00:00,101,408,408,406
01.01.2022 05:15:00,101,409,409,407
01.01.2022 05:30:00,101,407,408,406
01.01.2022 05:45:00,101,406,407,405
01.01.2022 06:00:00,101,405,406,404
01.01.2022 06:15:00,101,406,406,405
01.01.2022 06:30:00,101,406,406,405
01.01.2022 06:45:00,101,405,406,404
01.01.2022 07:00:00,101,404,405,403
01.01.2022 07:15:00,101,404,405,403
01.01.2022 07:30:00,101,403,404,402
01.01.2022 07:45:00,101,403,404,402
01.01.2022 08:00:00,101,403,403,402
01.01.2022 08:15:00,101,404,404,403
01.01.2022 08:30:00,101,405,406,404
01.01.2022 08:45:00,101,405,405,404
01.01.2022 09:00:00,101,403,404,403
01.01.2022 09:15:00,101,404,405,403
01.01.2022 09:30:00,101,404,404,403
01.01.2022 09:45:00,101,403,404,402
01.01.2022 10:00:00,101,403,404,402
01.01.2022 10:15:00,101,403,404,402
01.01.2022 10:30:00,101,403,404,402
01.01.2022 10:45:00,101,403,404,402
01.01.2022 11:00:00,101,402,403,401
01.01.2022 11:15:00,101,402,403,401
01.01.2022 11:30:00,101,405,406,404
01.01.2022 11:45:00,101,407,408,406
01.01.2022 12:00:00,101,408,409,407
01.01.2022 12:15:00,101,408,409,407
01.01.2022 12:30:00,101,407,408,405
01.01.2022 12:45:00,101,407,408,406
01.01.2022 13:00:00,101,407,408,406
01.01.2022 13:15:00,101,409,410,407
01.01.2022 13:30:00,101,410,411,408
01.01.2022 13:45:00,101,408,409,406
01.01.2022 14:00:00,101,408,409,406
01.01.2022 14:15:00,101,409,410,407
01.01.2022 14:30:00,101,409,410,407
01.01.2022 14:45:00,101,409,410,407
01.01.2022 15:00:00,101,409,409,406
01.01.2022 15:15:00,101,410,410,407
01.01.2022 15:30:00,101,410,411,408
01.01.2022 15:45:00,101,408,409,406
01.01.2022 16:00:00,101,407,408,405
01.01.2022 16:15:00,101,407,408,405
01.01.2022 16:30:00,101,407,408,405
01.01.2022 16:45:00,101,406,407,404
01.01.2022 17:00:00,101,404,405,402
01.01.2022 17:15:00,101,404,405,402
01.01.2022 17:30:00,101,404,404,401
01.01.2022 17:45:00,101,406,406,403
01.01.2022 18:00:00,101,408,409,406
01.01.2022 18:15:00,101,407,407,405
01.01.2022 18:30:00,101,406,406,403
01.01.2022 18:45:00,101,405,405,402
01.01.2022 19:00:00,101,407,407,404
01.01.2022 19:15:00,101,410,410,408
01.01.2022 19:30:00,101,409,409,407
01.01.2022 19:45:00,101,408,408,405
01.01.2022 20:00:00,101,406,406,403
01.01.2022 20:15:00,101,406,406,404
01.01.2022 20:30:00,101,408,408,405
01.01.2022 20:45:00,101,408,408,405
01.01.2022 21:00:00,101,409,409,406
01.01.2022 21:15:00,101,409,410,407
01.01.2022 21:30:00,101,408,408,405
01.01.2022 21:45:00,101,407,407,405
01.01.2022 22:00:00,101,407,407,404
01.01.2022 22:15:00,101,407,407,404
01.01.2022 22:30:00,101,409,409,406
01.01.2022 22:45:00,101,407,407,404
01.01.2022 23:00:00,101,406,406,404
01.01.2022 23:15:00,101,407,407,405
01.01.2022 23:30:00,101,406,406,404
01.01.2022 23:45:00,101,406,406,403
02.01.2022 00:00:00,101,405,405,402
02.01.2022 00:15:00,101,405,404,402
02.01.2022 00:30:00,101,407,407,404
02.01.2022 00:45:00,101,409,409,406
02.01.2022 01:00:00,101,409,409,406
02.01.2022 01:15:00,101,409,409,406
02.01.2022 01:30:00,101,409,409,406
02.01.2022 01:45:00,101,409,409,406
02.01.2022 02:00:00,101,407,408,405
02.01.2022 02:15:00,101,408,408,406
02.01.2022 02:30:00,101,409,409,406
02.01.2022 02:45:00,101,407,408,405
02.01.2022 03:00:00,101,408,409,406
02.01.2022 03:15:00,101,408,409,406
02.01.2022 03:30:00,101,407,407,405
02.01.2022 03:45:00,101,407,407,404
02.01.2022 04:00:00,101,408,409,406
02.01.2022 04:15:00,101,407,408,405
02.01.2022 04:30:00,101,407,408,405
02.01.2022 04:45:00,101,407,408,406
02.01.2022 05:00:00,101,406,406,404
02.01.2022 05:15:00,101,405,406,403
02.01.2022 05:30:00,101,404,405,402
02.01.2022 05:45:00,101,403,404,401
02.01.2022 06:00:00,101,403,404,401
02.01.2022 06:15:00,101,408,409,406
02.01.2022 06:30:00,101,409,410,407
02.01.2022 06:45:00,101,408,409,406
02.01.2022 07:00:00,101,408,408,406
02.01.2022 07:15:00,101,407,407,405
02.01.2022 07:30:00,101,406,406,404
02.01.2022 07:45:00,101,406,407,404
02.01.2022 08:00:00,101,409,409,407
02.01.2022 08:15:00,101,406,406,404
02.01.2022 08:30:00,101,404,405,402
02.01.2022 08:45:00,101,405,405,403
02.01.2022 09:00:00,101,407,407,405
02.01.2022 09:15:00,101,408,408,406
02.01.2022 09:30:00,101,407,408,405
02.01.2022 09:45:00,101,406,406,404
02.01.2022 10:00:00,101,407,408,405
02.01.2022 10:15:00,101,407,407,405
02.01.2022 10:30:00,101,407,407,404
02.01.2022 10:45:00,101,408,408,405
02.01.2022 11:00:00,101,409,409,407
02.01.2022 11:15:00,101,409,409,406
02.01.2022 11:30:00,101,408,409,406
02.01.2022 11:45:00,101,408,408,405
02.01.2022 12:00:00,101,407,406,403
02.01.2022 12:15:00,101,406,405,403
02.01.2022 12:30:00,101,406,406,403
02.01.2022 12:45:00,101,406,405,403
02.01.2022 13:00:00,101,409,408,406
02.01.2022 13:15:00,101,407,407,404
02.01.2022 13:30:00,101,406,405,403
02.01.2022 13:45:00,101,409,409,406
02.01.2022 14:00:00,101,409,408,405
02.01.2022 14:15:00,101,408,408,405
02.01.2022 14:30:00,101,408,407,405
02.01.2022 14:45:00,101,408,408,405
02.01.2022 15:00:00,101,410,410,407
02.01.2022 15:15:00,101,411,410,408
02.01.2022 15:30:00,101,409,409,406
02.01.2022 15:45:00,101,411,410,408
02.01.2022 16:00:00,101,410,410,407
02.01.2022 16:15:00,101,407,406,404
02.01.2022 16:30:00,101,404,404,402
02.01.2022 16:45:00,101,406,405,403
02.01.2022 17:00:00,101,406,406,404
02.01.2022 17:15:00,101,408,407,405
02.01.2022 17:30:00,101,408,408,406
02.01.2022 17:45:00,101,409,408,406
02.01.2022 18:00:00,101,409,408,406
02.01.2022 18:15:00,101,409,409,406
02.01.2022 18:30:00,101,408,408,406
02.01.2022 18:45:00,101,409,408,406
02.01.2022 19:00:00,101,407,407,405
02.01.2022 19:15:00,101,407,407,405
02.01.2022 19:30:00,101,409,409,407
02.01.2022 19:45:00,101,409,409,407
02.01.2022 20:00:00,101,409,409,407
02.01.2022 20:15:00,101,408,408,406
02.01.2022 20:30:00,101,407,408,405
02.01.2022 20:45:00,101,409,409,407
02.01.2022 21:00:00,101,409,409,407
02.01.2022 21:15:00,101,410,411,408
02.01.2022 21:30:00,101,410,410,408
02.01.2022 21:45:00,101,409,410,408
02.01.2022 22:00:00,101,409,410,408
02.01.2022 22:15:00,101,409,410,408
02.01.2022 22:30:00,101,409,410,408
02.01.2022 22:45:00,101,409,410,408
02.01.2022 23:00:00,101,408,409,407
02.01.2022 23:15:00,101,407,407,405
02.01.2022 23:30:00,101,407,407,405
02.01.2022 23:45:00,101,407,407,405
03.01.2022 00:00:00,101,404,404,401
03.01.2022 00:15:00,101,403,403,400
03.01.2022 00:30:00,101,408,408,406
03.01.2022 00:45:00,101,407,407,405
03.01.2022 01:00:00,101,408,408,406
03.01.2022 01:15:00,101,407,408,405
03.01.2022 01:30:00,101,407,408,405
03.01.2022 01:45:00,101,407,407,404
03.01.2022 02:00:00,101,406,406,404
03.01.2022 02:15:00,101,406,406,404
03.01.2022 02:30:00,101,406,406,403
03.01.2022 02:45:00,101,406,406,403
03.01.2022 03:00:00,101,407,408,405
03.01.2022 03:15:00,101,404,404,402
03.01.2022 03:30:00,101,403,403,401
03.01.2022 03:45:00,101,403,403,401
03.01.2022 04:00:00,101,403,403,400
03.01.2022 04:15:00,101,403,403,400
03.01.2022 04:30:00,101,407,407,405
03.01.2022 04:45:00,101,408,409,406
03.01.2022 05:00:00,101,407,407,405
03.01.2022 05:15:00,101,410,409,407
03.01.2022 05:30:00,101,410,410,408
03.01.2022 05:45:00,101,408,408,406
03.01.2022 06:00:00,101,408,407,404
03.01.2022 06:15:00,101,408,407,405
03.01.2022 06:30:00,101,409,408,406
03.01.2022 06:45:00,101,406,405,403
03.01.2022 07:00:00,101,404,403,402
03.01.2022 07:15:00,101,404,404,402
03.01.2022 07:30:00,101,405,405,403
03.01.2022 07:45:00,101,406,406,404
03.01.2022 08:00:00,101,406,406,404
03.01.2022 08:15:00,101,406,406,404
03.01.2022 08:30:00,101,405,404,403
03.01.2022 08:45:00,101,405,404,403
03.01.2022 09:00:00,101,405,404,403
03.01.2022 09:15:00,101,405,405,403
03.01.2022 09:30:00,101,405,405,403
03.01.2022 09:45:00,101,405,405,403
03.01.2022 10:00:00,101,406,405,403
03.01.2022 10:15:00,101,404,404,402
03.01.2022 10:30:00,101,405,405,403
03.01.2022 10:45:00,101,405,405,403
03.01.2022 11:00:00,101,404,404,402
03.01.2022 11:15:00,101,403,403,401
03.01.2022 11:30:00,101,404,403,402
03.01.2022 11:45:00,101,404,403,402
03.01.2022 12:00:00,101,404,404,402
03.01.2022 12:15:00,101,406,405,403
03.01.2022 12:30:00,101,405,404,403
03.01.2022 12:45:00,101,404,403,402
03.01.2022 13:00:00,101,404,404,402
03.01.2022 13:15:00,101,405,404,402
03.01.2022 13:30:00,101,405,404,402
03.01.2022 13:45:00,101,404,404,402
03.01.2022 14:00:00,101,404,404,402
03.01.2022 14:15:00,101,405,404,402
03.01.2022 14:30:00,101,406,405,404
03.01.2022 14:45:00,101,406,406,404
03.01.2022 15:00:00,101,407,406,404
03.01.2022 15:15:00,101,408,407,405
03.01.2022 15:30:00,101,408,407,405
03.01.2022 15:45:00,101,407,406,404
03.01.2022 16:00:00,101,408,408,406
03.01.2022 16:15:00,101,409,409,407
03.01.2022 16:30:00,101,408,408,406
03.01.2022 16:45:00,101,407,407,405
03.01.2022 17:00:00,101,406,406,404
03.01.2022 17:15:00,101,407,406,405
03.01.2022 17:30:00,101,407,407,405
03.01.2022 17:45:00,101,408,407,405
03.01.2022 18:00:00,101,408,408,406
03.01.2022 18:15:00,101,408,408,406
03.01.2022 18:30:00,101,405,404,403
03.01.2022 18:45:00,101,405,405,403
03.01.2022 19:00:00,101,406,406,405
03.01.2022 19:15:00,101,407,406,405
03.01.2022 19:30:00,101,407,407,405
03.01.2022 19:45:00,101,407,407,405
03.01.2022 20:00:00,101,407,407,405
03.01.2022 20:15:00,101,408,408,406
03.01.2022 20:30:00,101,409,409,407
03.01.2022 20:45:00,101,408,408,405
03.01.2022 21:00:00,101,407,407,405
03.01.2022 21:15:00,101,408,408,406
03.01.2022 21:30:00,101,408,408,406
03.01.2022 21:45:00,101,410,410,407
03.01.2022 22:00:00,101,406,406,404
03.01.2022 22:15:00,101,405,405,402
03.01.2022 22:30:00,101,407,407,405
03.01.2022 22:45:00,101,408,408,406
03.01.2022 23:00:00,101,410,410,408
03.01.2022 23:15:00,101,411,411,408
03.01.2022 23:30:00,101,411,411,408
03.01.2022 23:45:00,101,407,407,404
04.01.2022 00:00:00,101,405,405,402
04.01.2022 00:15:00,101,404,404,402
04.01.2022 00:30:00,101,405,405,403
04.01.2022 00:45:00,101,408,408,406
04.01.2022 01:00:00,101,408,408,406
04.01.2022 01:15:00,101,407,408,406
04.01.2022 01:30:00,101,407,407,405
04.01.2022 01:45:00,101,407,407,405
04.01.2022 02:00:00,101,404,404,402
04.01.2022 02:15:00,101,404,405,403
04.01.2022 02:30:00,101,405,406,404
04.01.2022 02:45:00,101,405,406,404
04.01.2022 03:00:00,101,404,405,403
04.01.2022 03:15:00,101,405,405,404
04.01.2022 03:30:00,101,404,405,404
04.01.2022 03:45:00,101,403,403,402
04.01.2022 04:00:00,101,402,403,402
04.01.2022 04:15:00,101,403,403,402
04.01.2022 04:30:00,101,402,403,402
04.01.2022 04:45:00,101,403,403,402
04.01.2022 05:00:00,101,402,403,402
04.01.2022 05:15:00,101,401,402,401
04.01.2022 05:30:00,101,404,405,404
04.01.2022 05:45:00,101,405,406,405
04.01.2022 06:00:00,101,406,406,405
04.01.2022 06:15:00,101,405,406,404
04.01.2022 06:30:00,101,404,405,404
04.01.2022 06:45:00,101,404,404,403
04.01.2022 07:00:00,101,402,403,402
04.01.2022 07:15:00,101,401,402,401
04.01.2022 07:30:00,101,401,402,401
04.01.2022 07:45:00,101,401,402,401
04.01.2022 08:00:00,101,404,405,404
04.01.2022 08:15:00,101,404,405,404
04.01.2022 08:30:00,101,404,405,404
04.01.2022 08:45:00,101,406,406,406
04.01.2022 09:00:00,101,407,408,407
04.01.2022 09:15:00,101,407,408,407
04.01.2022 09:30:00,101,406,407,406
04.01.2022 09:45:00,101,406,407,406
04.01.2022 10:00:00,101,406,407,406
04.01.2022 10:15:00,101,407,408,406
04.01.2022 10:30:00,101,405,406,405
04.01.2022 10:45:00,101,406,407,406
04.01.2022 11:00:00,101,406,407,405
04.01.2022 11:15:00,101,406,407,405
04.01.2022 11:30:00,101,406,407,405
04.01.2022 11:45:00,101,405,406,405
04.01.2022 12:00:00,101,406,407,405
04.01.2022 12:15:00,101,406,407,405
04.01.2022 12:30:00,101,406,407,406
04.01.2022 12:45:00,101,407,408,406
04.01.2022 13:00:00,101,406,408,406
04.01.2022 13:15:00,101,405,406,404
04.01.2022 13:30:00,101,407,408,407
04.01.2022 13:45:00,101,407,408,406
04.01.2022 14:00:00,101,406,408,406
04.01.2022 14:15:00,101,404,405,403
04.01.2022 14:30:00,101,404,406,404
04.01.2022 14:45:00,101,404,405,403
04.01.2022 15:00:00,101,401,402,400
04.01.2022 15:15:00,101,402,403,401
04.01.2022 15:30:00,101,404,405,403
04.01.2022 15:45:00,101,404,404,403
04.01.2022 16:00:00,101,402,403,401
04.01.2022 16:15:00,101,401,402,400
04.01.2022 16:30:00,101,403,404,402
04.01.2022 16:45:00,101,405,406,404
04.01.2022 17:00:00,101,405,406,405
04.01.2022 17:15:00,101,406,407,406
04.01.2022 17:30:00,101,406,407,405
04.01.2022 17:45:00,101,402,403,401
04.01.2022 18:00:00,101,402,403,401
04.01.2022 18:15:00,101,402,403,401
04.01.2022 18:30:00,101,404,404,403
04.01.2022 18:45:00,101,406,407,406
04.01.2022 19:00:00,101,407,408,406
04.01.2022 19:15:00,101,405,406,405
04.01.2022 19:30:00,101,404,404,402
04.01.2022 19:45:00,101,403,403,401
04.01.2022 20:00:00,101,404,404,403
04.01.2022 20:15:00,101,408,408,407
04.01.2022 20:30:00,101,408,409,407
04.01.2022 20:45:00,101,403,403,401
04.01.2022 21:00:00,101,405,405,403
04.01.2022 21:15:00,101,407,408,406
04.01.2022 21:30:00,101,408,408,406
04.01.2022 21:45:00,101,403,404,402
04.01.2022 22:00:00,101,407,408,406
04.01.2022 22:15:00,101,407,408,406
04.01.2022 22:30:00,101,405,405,403
04.01.2022 22:45:00,101,403,403,401
04.01.2022 23:00:00,101,403,403,401
04.01.2022 23:15:00,101,404,405,402
04.01.2022 23:30:00,101,405,405,403
04.01.2022 23:45:00,101,404,404,402
05.01.2022 00:00:00,101,405,405,402
05.01.2022 00:15:00,101,406,406,403
05.01.2022 00:30:00,101,406,406,404
05.01.2022 00:45:00,101,407,407,404
05.01.2022 01:00:00,101,409,409,406
05.01.2022 01:15:00,101,409,409,406
05.01.2022 01:30:00,101,405,405,402
05.01.2022 01:45:00,101,407,407,404
05.01.2022 02:00:00,101,406,406,403
05.01.2022 02:15:00,101,404,404,402
05.01.2022 02:30:00,101,404,404,401
05.01.2022 02:45:00,101,404,404,401
05.01.2022 03:00:00,101,404,404,401
05.01.2022 03:15:00,101,408,407,405
05.01.2022 03:30:00,101,409,409,406
05.01.2022 03:45:00,101,406,406,403
05.01.2022 04:00:00,101,406,406,404
05.01.2022 04:15:00,101,408,408,405
05.01.2022 04:30:00,101,408,408,405
05.01.2022 04:45:00,101,407,407,404
05.01.2022 05:00:00,101,404,404,401
05.01.2022 05:15:00,101,404,403,401
05.01.2022 05:30:00,101,406,405,403
05.01.2022 05:45:00,101,406,405,403
05.01.2022 06:00:00,101,406,405,403
05.01.2022 06:15:00,101,406,406,403
05.01.2022 06:30:00,101,405,404,402
05.01.2022 06:45:00,101,404,404,402
05.01.2022 07:00:00,101,407,407,405
05.01.2022 07:15:00,101,405,405,403
05.01.2022 07:30:00,101,403,403,401
05.01.2022 07:45:00,101,406,406,404
05.01.2022 08:00:00,101,408,409,406
05.01.2022 08:15:00,101,408,408,406
05.01.2022 08:30:00,101,407,407,405
05.01.2022 08:45:00,101,406,406,404
05.01.2022 09:00:00,101,406,406,404
05.01.2022 09:15:00,101,403,404,402
05.01.2022 09:30:00,101,402,402,400
05.01.2022 09:45:00,101,402,402,400
05.01.2022 10:00:00,101,404,405,403
05.01.2022 10:15:00,101,406,406,404
05.01.2022 10:30:00,101,406,406,404
05.01.2022 10:45:00,101,405,406,404
05.01.2022 11:00:00,101,404,404,402
05.01.2022 11:15:00,101,403,403,401
05.01.2022 11:30:00,101,403,403,401
05.01.2022 11:45:00,101,405,405,403
05.01.2022 12:00:00,101,404,404,402
05.01.2022 12:15:00,101,404,405,403
05.01.2022 12:30:00,101,405,405,403
05.01.2022 12:45:00,101,405,405,403
05.01.2022 13:00:00,101,405,405,403
05.01.2022 13:15:00,101,406,406,404
05.01.2022 13:30:00,101,406,406,404
05.01.2022 13:45:00,101,408,408,406
05.01.2022 14:00:00,101,405,405,404
05.01.2022 14:15:00,101,407,407,406
05.01.2022 14:30:00,101,408,408,407
05.01.2022 14:45:00,101,407,408,406
05.01.2022 15:00:00,101,406,407,405
05.01.2022 15:15:00,101,408,408,407
05.01.2022 15:30:00,101,405,406,404
05.01.2022 15:45:00,101,402,403,401
05.01.2022 16:00:00,101,403,403,402
05.01.2022 16:15:00,101,403,404,402
05.01.2022 16:30:00,101,405,406,404
05.01.2022 16:45:00,101,403,404,402
05.01.2022 17:00:00,101,403,404,403
05.01.2022 17:15:00,101,403,403,402
05.01.2022 17:30:00,101,407,408,406
05.01.2022 17:45:00,101,407,408,407
05.01.2022 18:00:00,101,406,407,406
05.01.2022 18:15:00,101,407,408,407
05.01.2022 18:30:00,101,407,407,406
05.01.2022 18:45:00,101,408,408,407
05.01.2022 19:00:00,101,404,404,403
05.01.2022 19:15:00,101,404,405,403
05.01.2022 19:30:00,101,405,406,404
05.01.2022 19:45:00,101,406,407,405
05.01.2022 20:00:00,101,402,403,401
05.01.2022 20:15:00,101,402,403,401
05.01.2022 20:30:00,101,404,404,403
05.01.2022 20:45:00,101,408,408,407
05.01.2022 21:00:00,101,409,409,408
05.01.2022 21:15:00,101,406,407,405
05.01.2022 21:30:00,101,403,403,401
05.01.2022 21:45:00,101,403,404,402
05.01.2022 22:00:00,101,406,407,405
05.01.2022 22:15:00,101,405,406,404
05.01.2022 22:30:00,101,405,406,403
05.01.2022 22:45:00,101,405,405,403
05.01.2022 23:00:00,101,406,407,405
05.01.2022 23:15:00,101,410,410,408
05.01.2022 23:30:00,101,409,410,407
05.01.2022 23:45:00,101,409,409,407
06.01.2022 00:00:00,101,406,406,404
06.01.2022 00:15:00,101,405,406,403
06.01.2022 00:30:00,101,404,405,403
06.01.2022 00:45:00,101,403,404,402
06.01.2022 01:00:00,101,404,405,403
06.01.2022 01:15:00,101,405,405,403
06.01.2022 01:30:00,101,404,405,403
06.01.2022 01:45:00,101,404,405,403
06.01.2022 02:00:00,101,403,404,402
06.01.2022 02:15:00,101,403,404,402
06.01.2022 02:30:00,101,402,403,401
06.01.2022 02:45:00,101,404,405,403
06.01.2022 03:00:00,101,407,407,406
06.01.2022 03:15:00,101,408,409,407
06.01.2022 03:30:00,101,408,409,407
06.01.2022 03:45:00,101,407,408,407
06.01.2022 04:00:00,101,408,409,407
06.01.2022 04:15:00,101,406,407,405
06.01.2022 04:30:00,101,407,408,407
06.01.2022 04:45:00,101,407,408,407
06.01.2022 05:00:00,101,405,406,405
06.01.2022 05:15:00,101,405,405,405
06.01.2022 05:30:00,101,404,404,404
06.01.2022 05:45:00,101,404,405,405
06.01.2022 06:00:00,101,402,403,402
06.01.2022 06:15:00,101,405,405,405
06.01.2022 06:30:00,101,406,407,406
06.01.2022 06:45:00,101,405,406,406
06.01.2022 07:00:00,101,404,405,405
06.01.2022 07:15:00,101,403,404,404
06.01.2022 07:30:00,101,401,402,402
06.01.2022 07:45:00,101,401,402,402
06.01.2022 08:00:00,101,400,401,401
06.01.2022 08:15:00,101,403,404,404
06.01.2022 08:30:00,101,405,406,406
06.01.2022 08:45:00,101,405,406,405
06.01.2022 09:00:00,101,405,406,406
06.01.2022 09:15:00,101,406,407,407
06.01.2022 09:30:00,101,406,407,407
06.01.2022 09:45:00,101,406,407,407
06.01.2022 10:00:00,101,405,406,406
06.01.2022 10:15:00,101,405,406,406
06.01.2022 10:30:00,101,405,406,406
06.01.2022 10:45:00,101,406,407,407
06.01.2022 11:00:00,101,406,408,407
06.01.2022 11:15:00,101,407,408,408
06.01.2022 11:30:00,101,406,408,407
06.01.2022 11:45:00,101,406,408,407
06.01.2022 12:00:00,101,408,409,408
06.01.2022 12:15:00,101,408,409,408
06.01.2022 12:30:00,101,408,409,409
06.01.2022 12:45:00,101,408,410,409
06.01.2022 13:00:00,101,403,404,404
06.01.2022 13:15:00,101,403,404,404
06.01.2022 13:30:00,101,403,404,404
06.01.2022 13:45:00,101,404,405,404
06.01.2022 14:00:00,101,404,406,405
06.01.2022 14:15:00,101,405,406,405
06.01.2022 14:30:00,101,404,405,405
06.01.2022 14:45:00,101,404,405,405
06.01.2022 15:00:00,101,403,405,404
06.01.2022 15:15:00,101,404,405,404
06.01.2022 15:30:00,101,403,405,404
06.01.2022 15:45:00,101,404,405,404
06.01.2022 16:00:00,101,405,406,405
06.01.2022 16:15:00,101,405,406,405
06.01.2022 16:30:00,101,404,406,404
06.01.2022 16:45:00,101,404,405,404
06.01.2022 17:00:00,101,404,405,404
06.01.2022 17:15:00,101,405,406,404
06.01.2022 17:30:00,101,405,406,404
06.01.2022 17:45:00,101,405,406,404
06.01.2022 18:00:00,101,405,406,405
06.01.2022 18:15:00,101,403,403,402
06.01.2022 18:30:00,101,405,406,404
06.01.2022 18:45:00,101,406,407,405
06.01.2022 19:00:00,101,403,404,402
06.01.2022 19:15:00,101,403,403,402
06.01.2022 19:30:00,101,404,404,402
06.01.2022 19:45:00,101,403,403,402
06.01.2022 20:00:00,101,406,406,404
06.01.2022 20:15:00,101,408,409,407
06.01.2022 20:30:00,101,409,409,407
06.01.2022 20:45:00,101,409,409,407
06.01.2022 21:00:00,101,408,408,406
06.01.2022 21:15:00,101,408,408,406
06.01.2022 21:30:00,101,408,408,405
06.01.2022 21:45:00,101,408,407,405
06.01.2022 22:00:00,101,409,409,406
06.01.2022 22:15:00,101,408,408,406
06.01.2022 22:30:00,101,407,407,404
06.01.2022 22:45:00,101,407,407,405
06.01.2022 23:00:00,101,409,409,407
06.01.2022 23:15:00,101,410,410,407
06.01.2022 23:30:00,101,409,409,406
06.01.2022 23:45:00,101,408,409,406
07.01.2022 00:00:00,101,409,409,407
07.01.2022 00:15:00,101,406,406,404
07.01.2022 00:30:00,101,405,405,403
07.01.2022 00:45:00,101,406,406,403
07.01.2022 01:00:00,101,405,405,402
07.01.2022 01:15:00,101,405,405,403
07.01.2022 01:30:00,101,408,408,405
07.01.2022 01:45:00,101,407,407,404
07.01.2022 02:00:00,101,405,405,402
07.01.2022 02:15:00,101,404,404,401
07.01.2022 02:30:00,101,404,404,402
07.01.2022 02:45:00,101,405,405,402
07.01.2022 03:00:00,101,406,406,404
07.01.2022 03:15:00,101,408,408,405
07.01.2022 03:30:00,101,407,407,404
07.01.2022 03:45:00,101,406,406,403
07.01.2022 04:00:00,101,406,405,403
07.01.2022 04:15:00,101,406,406,404
07.01.2022 04:30:00,101,406,406,403
07.01.2022 04:45:00,101,405,405,402
07.01.2022 05:00:00,101,405,405,403
07.01.2022 05:15:00,101,409,409,406
07.01.2022 05:30:00,101,410,410,407
07.01.2022 05:45:00,101,406,406,404
07.01.2022 06:00:00,101,406,406,404
07.01.2022 06:15:00,101,407,407,405
07.01.2022 06:30:00,101,410,410,408
07.01.2022 06:45:00,101,410,410,408
07.01.2022 07:00:00,101,409,409,407
07.01.2022 07:15:00,101,403,403,401
07.01.2022 07:30:00,101,403,403,402
07.01.2022 07:45:00,101,401,402,400
07.01.2022 08:00:00,101,402,402,401
07.01.2022 08:15:00,101,402,402,401
07.01.2022 08:30:00,101,404,404,403
07.01.2022 08:45:00,101,405,405,404
07.01.2022 09:00:00,101,405,405,403
07.01.2022 09:15:00,101,405,405,403
07.01.2022 09:30:00,101,403,403,402
07.01.2022 09:45:00,101,403,403,401
07.01.2022 10:00:00,101,403,403,402
07.01.2022 10:15:00,101,403,403,402
07.01.2022 10:30:00,101,402,402,401
07.01.2022 10:45:00,101,401,401,400
07.01.2022 11:00:00,101,408,408,406
07.01.2022 11:15:00,101,407,407,406
07.01.2022 11:30:00,101,407,407,405
07.01.2022 11:45:00,101,407,407,406
07.01.2022 12:00:00,101,408,408,407
07.01.2022 12:15:00,101,405,406,404
07.01.2022 12:30:00,101,404,404,402
07.01.2022 12:45:00,101,404,404,402
07.01.2022 13:00:00,101,405,405,403
07.01.2022 13:15:00,101,405,405,403
07.01.2022 13:30:00,101,406,406,404
07.01.2022 13:45:00,101,404,404,402
07.01.2022 14:00:00,101,403,403,402
07.01.2022 14:15:00,101,406,406,404
07.01.2022 14:30:00,101,406,406,404
07.01.2022 14:45:00,101,406,406,405
07.01.2022 15:00:00,101,406,406,405
07.01.2022 15:15:00,101,408,408,406
07.01.2022 15:30:00,101,407,407,405
07.01.2022 15:45:00,101,407,407,406
07.01.2022 16:00:00,101,407,407,406
07.01.2022 16:15:00,101,403,404,402
07.01.2022 16:30:00,101,404,404,403
07.01.2022 16:45:00,101,402,403,401
07.01.2022 17:00:00,101,404,404,403
07.01.2022 17:15:00,101,401,402,401
07.01.2022 17:30:00,101,406,407,405
07.01.2022 17:45:00,101,407,408,406
07.01.2022 18:00:00,101,405,405,404
07.01.2022 18:15:00,101,405,405,405
07.01.2022 18:30:00,101,405,406,405
07.01.2022 18:45:00,101,405,406,405
07.01.2022 19:00:00,101,404,405,404
07.01.2022 19:15:00,101,405,406,405
07.01.2022 19:30:00,101,406,407,406
07.01.2022 19:45:00,101,406,407,406
07.01.2022 20:00:00,101,405,406,405
07.01.2022 20:15:00,101,407,408,407
07.01.2022 20:30:00,101,407,407,406
07.01.2022 20:45:00,101,405,406,405
07.01.2022 21:00:00,101,405,406,404
07.01.2022 21:15:00,101,408,409,408
07.01.2022 21:30:00,101,408,408,407
07.01.2022 21:45:00,101,405,406,404
