sep=,
"Time","Gesamtverbrauch der Hochschule in kW","Netzbezug der Hochschule in kW"
1592165700000,152.93946973333334,51.93633386666667
1592166600000,154.75987373333334,53.780193266666664
1592167500000,153.68992899999998,52.68642226666667
1592168400000,156.34413553333334,55.32925146666668
1592169300000,154.3433612857143,53.323677714285715
1592170200000,153.20466480000002,52.21293786666668
1592171100000,160.33657673333335,59.31158133333334
1592172000000,145.21708073333335,44.223003333333324
1592172900000,149.92909160000002,48.95161246666667
1592173800000,143.2020127333333,42.19851193333332
1592174700000,141.69631426666666,40.705217333333344
1592175600000,142.96633646666666,41.96175826666667
1592176500000,141.5442043333333,40.532963200000005
1592177400000,142.9003482,41.89217086666667
1592178300000,142.36216086666667,41.380123
1592179200000,144.43861993333334,43.43848346666666
1592180100000,142.13590446666663,41.11537080000001
1592181000000,146.41509873333334,45.40438040000001
1592181900000,136.64793286666665,35.643491000000004
1592182800000,143.130171,42.1412562
1592183700000,145.21611453333335,44.219640600000005
1592184600000,140.85354953333336,39.86159046666667
1592185500000,142.8162838,41.81390699999999
1592186400000,140.16440866666665,39.191722266666666
1592187300000,139.6236796,38.63059566666666
1592188200000,145.09723173333336,44.090894866666666
1592189100000,140.22928326666667,39.21909433333334
1592190000000,169.6692098,68.68161966666666
1592190900000,160.96437013333335,59.96327920000001
1592191800000,158.61069146666665,57.60412879999999
1592192700000,157.00546913333335,55.98988373333334
1592193600000,167.17617193333336,66.17050273333334
1592194500000,162.93510313333334,61.8600134
1592195400000,179.97863773333336,78.644517
1592196300000,177.87664693333332,76.33017946666665
1592197200000,183.62334406666668,81.66032486666667
1592198100000,177.50702833333332,74.11574973333333
1592199000000,179.98943626666667,77.10769040000001
1592199900000,179.1090798,76.25265986666668
1592200800000,203.92021353333337,100.33013493333333
1592201700000,207.9194058666667,158.66624666666667
1592202600000,224.32861726666664,221.56874666666667
1592203500000,226.80160540000003,223.6766232666667
1592204400000,220.7790825333333,218.1630585333333
1592205300000,230.12261986666667,226.38058726666668
1592206200000,231.0847632666667,225.59910499999998
1592207100000,235.0475629333333,165.49799733333333
1592208000000,250.20114206666668,210.812975
1592208900000,243.7033614,200.83954406666666
1592209800000,246.4917605999999,140.47708939999998
1592210700000,254.9846126666667,147.36512453333333
1592211600000,247.9852322,140.45165793333334
1592212500000,246.1854191333333,138.18865606666668
1592213400000,259.3340407333334,152.56870113333335
1592214300000,252.75104893333335,146.17974920000006
1592215200000,262.71537286666666,154.66361466666666
1592216100000,259.20761,152.06854873333333
1592217000000,259.6916950666666,154.01935893333334
1592217900000,261.58177400000005,155.43242453333332
1592218800000,245.4534918666667,137.568334
1592219700000,243.7212496666667,136.60164699999999
1592220600000,238.96319113333337,134.00701586666668
1592221500000,239.99420213333335,135.12931453333331
1592222400000,254.71435926666666,148.7464968666667
1592223300000,238.03096853333332,129.89622706666668
1592224200000,231.14342239999996,122.67099086666667
1592225100000,231.28843926666664,124.14263853333334
1592226000000,231.76677220000002,121.84368179999998
1592226900000,231.86642226666666,117.9318382666667
1592227800000,230.49711626666667,115.23265466666666
1592228700000,225.02224999999999,109.3180902
1592229600000,195.16979633333338,84.58246113333333
1592230500000,190.28478093333334,83.45237553333332
1592231400000,187.9541140666667,81.88578173333332
1592232300000,180.47988026666664,74.22659126666666
1592233200000,180.59992106666667,74.02181953333333
1592234100000,180.39224206666668,73.51791180000001
1592235000000,175.72639026666667,68.89897120000002
1592235900000,176.48017333333334,69.91653833333334
1592236800000,165.7385132,58.72933686666667
1592237700000,164.4565754,59.18824073333334
1592238600000,164.52597160000005,60.71552253333334
1592239500000,159.57404793333333,56.49546546666667
1592240400000,157.74194673333332,55.470465399999995
1592241300000,155.16764980000002,53.4376148
1592242200000,150.01020319999995,48.2075092
1592243100000,147.75496199999998,45.98906920000001
1592244000000,140.43595233333332,38.457831866666666
1592244900000,140.18971739999998,38.1000036
1592245800000,136.1648270714286,34.317519142857144
1592246700000,135.18151273333334,35.45802606666666
1592247600000,136.5180088666667,39.039839199999996
1592248500000,136.97598800000003,39.251924466666665
1592249400000,137.2636226666667,36.262162733333334
1592250300000,133.4812964,32.483712133333334
1592251200000,138.87855406666665,37.892191333333336
1592252100000,143.7062368,42.703899066666665
1592253000000,144.89846880000002,43.9079326
1592253900000,143.3383042666667,42.33489480000001
1592254800000,140.10144053333335,39.1228314
1592255700000,141.36804953333333,40.363237600000005
1592256600000,139.80995073333332,38.83455360000001
1592257500000,136.81105653333333,35.779242800000006
1592258400000,141.33521693333336,40.338626133333335
1592259300000,136.04976726666666,35.040669333333334
1592260200000,137.1198786666667,36.12937053333334
1592261100000,135.41165919999997,34.418516733333334
1592262000000,140.92221206666667,39.940408133333335
1592262900000,137.35959326666668,36.34708580000001
1592263800000,141.4418915333333,40.43750813333334
1592264700000,134.76876746666667,33.78016433333333
1592265600000,138.7478572,37.769715733333335
1592266500000,138.8970696,37.906109266666675
1592267400000,137.92264466666666,36.89776886666667
1592268300000,137.05919806666668,36.0627632
1592269200000,137.15177806666668,36.151875266666664
1592270100000,139.0757684,38.06756666666667
1592271000000,139.36133153333333,38.38759526666667
1592271900000,138.22781460000002,37.235451399999995
1592272800000,137.65861686666668,36.62586813333333
1592273700000,143.58849826666665,42.60885673333334
1592274600000,139.1249107333333,38.13595633333333
1592275500000,135.35099953333332,34.33288146666666
1592276400000,162.2724394,61.27898546666667
1592277300000,165.5627577333333,64.56178366666667
1592278200000,160.72342693333334,59.679805400000006
1592279100000,154.56412326666666,53.176326933333335
1592280000000,162.49259293333333,60.835020533333335
1592280900000,160.5810055333333,58.77269426666667
1592281800000,175.11108280000005,72.98142886666666
1592282700000,180.05878439999998,77.7102624
1592283600000,187.47894653333333,84.8579094
1592284500000,185.0877018,82.08608086666666
1592285400000,179.1535220714286,75.58194085714285
1592286300000,185.14002733333334,80.65806346666666
1592287200000,197.54273326666666,92.33034106666668
1592288100000,220.36265846666666,114.01571319999998
1592289000000,221.8543706,113.66967066666668
1592289900000,236.29247326666666,128.23322853333335
1592290800000,234.32064386666667,125.40406720000001
1592291700000,235.8553274,123.03198419999998
1592292600000,235.86140680000003,116.47273333333334
1592293500000,247.46931386666665,125.25461759999999
1592294400000,246.19775333333337,133.57382533333333
1592295300000,246.97202386666672,134.18866846666666
1592296200000,251.78723646666668,133.67322113333333
1592297100000,251.89173399999999,134.40051293333335
1592298000000,260.0669311333334,136.57707633333334
1592298900000,272.11818146666667,152.52139086666668
1592299800000,267.71999826666666,151.91202426666666
1592300700000,251.35599899999997,136.6160288
1592301600000,255.29623546666667,135.18310519999997
1592302500000,251.57448973333334,122.7556196
1592303400000,256.96763226666667,130.38235360000002
1592304300000,252.4955819333334,130.0658288
1592305200000,252.92196173333335,133.69063666666665
1592306100000,244.37471126666668,122.111166
1592307000000,242.1377432666667,111.8874864
1592307900000,239.13699499999998,105.98393539999998
1592308800000,252.60463779999998,127.09694879999999
1592309700000,243.54712573333333,112.8341938666667
1592310600000,237.88344826666665,106.31908840000001
1592311500000,231.51658540000003,108.72412993333333
1592312400000,233.73582513333335,114.5834982
1592313300000,226.4686558,106.05879966666667
1592314200000,213.487616,95.7856932
1592315100000,209.07227859999998,90.3668544
1592316000000,193.76466553333333,75.1474524
1592316900000,192.3886547333333,73.0664628
1592317800000,196.3602389333333,71.7249468
1592318700000,185.98452533333335,66.45034833333332
1592319600000,173.83918113333328,48.635801333333326
1592320500000,172.0745436666667,47.63549406666667
1592321400000,170.32204280000002,45.97431233333334
1592322300000,165.39932720000004,44.987935466666656
1592323200000,163.31740399999995,43.38371746666666
1592324100000,156.97350606666666,44.722710799999994
1592325000000,155.0459004666667,43.26059599999999
1592325900000,155.72257333333332,44.89121806666667
1592326800000,157.77419920000003,47.88260746666666
1592327700000,156.97855346666665,48.208303666666666
1592328600000,152.11450159999998,42.867171533333334
1592329500000,140.04391326666666,31.976276066666664
1592330400000,137.18770393333335,28.71152726666667
1592331300000,141.09345553333333,34.33522000000001
1592332200000,136.413443,31.192360333333333
1592333100000,135.6772926666667,30.439870733333336
1592334000000,137.34129013333333,33.57914746666667
1592334900000,130.72255113333333,28.670945533333338
1592335800000,134.74870153333333,32.599818133333336
1592336700000,135.4549356,34.05502533333333
1592337600000,136.6941916,35.17253973333334
1592338500000,136.6543052,35.103734666666675
1592339400000,142.95414066666666,41.44443259999999
1592340300000,136.87824633333332,35.2592094
1592341200000,140.34062133333333,39.04182993333333
1592342100000,141.21574926666665,39.84857273333333
1592343000000,138.84770693333334,37.2751872
1592343900000,145.32587373333337,43.91858426666667
1592344800000,141.48254993333333,40.033204999999995
1592345700000,140.73426593333332,39.32678093333334
1592346600000,140.43845366666667,39.1518082
1592347500000,144.3297012,43.28497173333334
1592348400000,146.20459526666667,45.21482306666667
1592349300000,142.74913320000002,41.77182946666667
1592350200000,140.187283,39.1933468
1592351100000,139.60433886666667,38.6133394
1592352000000,141.33918333333335,40.32922826666666
1592352900000,139.03012273333334,38.012141066666665
1592353800000,142.52185986666666,41.52840493333331
1592354700000,139.85118233333336,38.861566066666676
1592355600000,141.08435486666667,40.10247293333334
1592356500000,138.60414613333336,37.599899066666666
1592357400000,140.34253106666665,38.646573933333336
1592358300000,139.50266473333335,37.438463000000006
1592359200000,141.24735700000002,39.817126933333334
1592360100000,140.5545018,38.27935466666667
1592361000000,142.81507114285714,41.047706000000005
1592361900000,141.24959833333332,39.94491186666666
1592362800000,163.84411093333335,62.3599934
1592363700000,167.74863539999998,66.099657
1592364600000,159.54180706666665,57.02023666666667
1592365500000,162.3793063333333,59.01791866666666
1592366400000,167.18089619999998,63.786314533333346
1592367300000,165.52649926666663,61.64027006666667
1592368200000,183.65214166666667,79.417715
1592369100000,180.3417268,75.49059273333334
1592370000000,190.93191906666667,85.38766353333332
1592370900000,186.57553926666665,80.55387446666666
1592371800000,182.4638145333333,77.11367493333333
1592372700000,187.24416893333336,80.19348886666666
1592373600000,202.13466773333337,93.36040220000001
1592374500000,215.14224393333336,99.21659233333335
1592375400000,218.4683178666666,105.44374626666668
