Time,Temperatur in °C
29.03.2022 02:00:00,"6,68"
30.03.2022 02:00:00,"4,99"
31.03.2022 02:00:00,"1,48"
01.04.2022 02:00:00,"2,61"
02.04.2022 02:00:00,"2,53"
03.04.2022 02:00:00,"4,06"
04.04.2022 02:00:00,"6,13"
05.04.2022 02:00:00,"7,17"
06.04.2022 02:00:00,"8,93"
07.04.2022 02:00:00,"7,55"
08.04.2022 02:00:00,"5,79"
09.04.2022 02:00:00,"5,17"
10.04.2022 02:00:00,"5,69"
11.04.2022 02:00:00,"7,47"
12.04.2022 02:00:00,"12,3"
13.04.2022 02:00:00,14
14.04.2022 02:00:00,"10,8"
15.04.2022 02:00:00,"7,79"
16.04.2022 02:00:00,"9,42"
17.04.2022 02:00:00,11
18.04.2022 02:00:00,"12,8"
19.04.2022 02:00:00,"11,5"
20.04.2022 02:00:00,"10,4"
21.04.2022 02:00:00,"11,5"
22.04.2022 02:00:00,"12,3"
23.04.2022 02:00:00,"12,7"
24.04.2022 02:00:00,"10,1"
25.04.2022 02:00:00,"9,05"
26.04.2022 02:00:00,"8,36"
27.04.2022 02:00:00,"8,5"
28.04.2022 02:00:00,"8,66"
29.04.2022 02:00:00,"7,9"
30.04.2022 02:00:00,"8,78"
01.05.2022 02:00:00,"9,09"
02.05.2022 02:00:00,"10,1"
03.05.2022 02:00:00,"9,07"
04.05.2022 02:00:00,"9,19"
05.05.2022 02:00:00,"11,7"
06.05.2022 02:00:00,"14,2"
07.05.2022 02:00:00,"12,3"
08.05.2022 02:00:00,"9,67"
09.05.2022 02:00:00,"14,8"
10.05.2022 02:00:00,"17,1"
11.05.2022 02:00:00,"15,1"
12.05.2022 02:00:00,14
13.05.2022 02:00:00,"13,8"
14.05.2022 02:00:00,"14,3"
15.05.2022 02:00:00,"14,9"
16.05.2022 02:00:00,"17,8"
17.05.2022 02:00:00,"18,6"
18.05.2022 02:00:00,"19,6"
19.05.2022 02:00:00,"17,7"
20.05.2022 02:00:00,"14,1"
21.05.2022 02:00:00,"13,7"
22.05.2022 02:00:00,"15,2"
23.05.2022 02:00:00,18
24.05.2022 02:00:00,"13,6"
25.05.2022 02:00:00,"13,8"
26.05.2022 02:00:00,"15,1"
27.05.2022 02:00:00,"12,9"
28.05.2022 02:00:00,"11,3"
29.05.2022 02:00:00,"10,2"
30.05.2022 02:00:00,"10,4"
31.05.2022 02:00:00,"12,3"
01.06.2022 02:00:00,"12,2"
02.06.2022 02:00:00,"12,9"
03.06.2022 02:00:00,"14,2"
04.06.2022 02:00:00,"13,2"
05.06.2022 02:00:00,"17,2"
06.06.2022 02:00:00,"14,5"
07.06.2022 02:00:00,"13,4"
08.06.2022 02:00:00,"15,5"
09.06.2022 02:00:00,16
10.06.2022 02:00:00,"17,1"
11.06.2022 02:00:00,18
12.06.2022 02:00:00,"15,9"
13.06.2022 02:00:00,"14,2"
14.06.2022 02:00:00,"14,9"
15.06.2022 02:00:00,"16,1"
16.06.2022 02:00:00,17
17.06.2022 02:00:00,"20,4"
18.06.2022 02:00:00,"18,3"
19.06.2022 02:00:00,"13,7"
20.06.2022 02:00:00,"14,5"
21.06.2022 02:00:00,"16,1"
22.06.2022 02:00:00,"16,5"
23.06.2022 02:00:00,"22,8"
24.06.2022 02:00:00,"20,1"
25.06.2022 02:00:00,"20,5"
26.06.2022 02:00:00,"19,7"
27.06.2022 02:00:00,"16,5"
28.06.2022 02:00:00,"18,2"
29.06.2022 02:00:00,"22,5"
30.06.2022 02:00:00,"22,5"
01.07.2022 02:00:00,"17,2"
02.07.2022 02:00:00,"18,9"
03.07.2022 02:00:00,"18,3"
04.07.2022 02:00:00,"17,1"
05.07.2022 02:00:00,"16,3"
06.07.2022 02:00:00,"15,9"
07.07.2022 02:00:00,"15,6"
08.07.2022 02:00:00,"16,8"
09.07.2022 02:00:00,"16,4"
10.07.2022 02:00:00,15
11.07.2022 02:00:00,"15,9"
12.07.2022 02:00:00,"19,8"
13.07.2022 02:00:00,"19,7"
14.07.2022 02:00:00,"16,1"
15.07.2022 02:00:00,"15,5"
16.07.2022 02:00:00,"15,6"
17.07.2022 02:00:00,"18,4"
18.07.2022 02:00:00,"22,7"
19.07.2022 02:00:00,"27,6"
20.07.2022 02:00:00,"25,5"
21.07.2022 02:00:00,"18,8"
22.07.2022 02:00:00,"16,3"
23.07.2022 02:00:00,17
24.07.2022 02:00:00,"22,4"
25.07.2022 02:00:00,"22,1"
26.07.2022 02:00:00,"16,6"
27.07.2022 02:00:00,"15,6"
28.07.2022 02:00:00,"15,8"
29.07.2022 02:00:00,"18,3"
30.07.2022 02:00:00,"19,2"
31.07.2022 02:00:00,"18,7"
01.08.2022 02:00:00,"16,9"
02.08.2022 02:00:00,"20,2"
03.08.2022 02:00:00,"22,5"
04.08.2022 02:00:00,"21,5"
05.08.2022 02:00:00,"17,3"
06.08.2022 02:00:00,"16,5"
07.08.2022 02:00:00,"17,6"
08.08.2022 02:00:00,"17,8"
09.08.2022 02:00:00,"18,3"
10.08.2022 02:00:00,"20,5"
11.08.2022 02:00:00,23
12.08.2022 02:00:00,"24,2"
13.08.2022 02:00:00,"24,7"
14.08.2022 02:00:00,"25,7"
15.08.2022 02:00:00,"23,3"
16.08.2022 02:00:00,"22,3"
17.08.2022 02:00:00,"19,1"
18.08.2022 02:00:00,"18,9"
19.08.2022 02:00:00,"20,2"
20.08.2022 02:00:00,"19,5"
21.08.2022 02:00:00,"18,9"
22.08.2022 02:00:00,"19,3"
23.08.2022 02:00:00,"23,5"
24.08.2022 02:00:00,"24,3"
25.08.2022 02:00:00,"24,9"
26.08.2022 02:00:00,"19,9"
27.08.2022 02:00:00,"17,7"
28.08.2022 02:00:00,17
29.08.2022 02:00:00,"18,1"
30.08.2022 02:00:00,"17,5"
31.08.2022 02:00:00,17
01.09.2022 02:00:00,"17,9"
02.09.2022 02:00:00,"18,4"
03.09.2022 02:00:00,"19,1"
04.09.2022 02:00:00,"19,9"
05.09.2022 02:00:00,"22,1"
06.09.2022 02:00:00,"19,7"
07.09.2022 02:00:00,"18,4"
08.09.2022 02:00:00,"16,7"
09.09.2022 02:00:00,"16,9"
10.09.2022 02:00:00,"16,5"
11.09.2022 02:00:00,"17,1"
12.09.2022 02:00:00,"18,1"
13.09.2022 02:00:00,"17,5"
14.09.2022 02:00:00,"16,5"
15.09.2022 02:00:00,"14,4"
16.09.2022 02:00:00,"13,1"
17.09.2022 02:00:00,"13,2"
18.09.2022 02:00:00,"12,2"
19.09.2022 02:00:00,"13,1"
20.09.2022 02:00:00,"12,4"
21.09.2022 02:00:00,"13,1"
22.09.2022 02:00:00,"13,1"
23.09.2022 02:00:00,"12,8"
24.09.2022 02:00:00,"13,2"
25.09.2022 02:00:00,"12,7"
26.09.2022 02:00:00,"11,4"
27.09.2022 02:00:00,"9,77"
28.09.2022 02:00:00,"9,7"
29.09.2022 02:00:00,"10,4"
30.09.2022 02:00:00,12
01.10.2022 02:00:00,"12,9"
02.10.2022 02:00:00,"13,3"
03.10.2022 02:00:00,"13,8"
04.10.2022 02:00:00,"14,3"
05.10.2022 02:00:00,"15,6"
06.10.2022 02:00:00,"13,7"
07.10.2022 02:00:00,"13,2"
08.10.2022 02:00:00,"12,2"
09.10.2022 02:00:00,"11,1"
10.10.2022 02:00:00,"10,5"
11.10.2022 02:00:00,"11,1"
12.10.2022 02:00:00,11
13.10.2022 02:00:00,"11,6"
14.10.2022 02:00:00,12
15.10.2022 02:00:00,13
16.10.2022 02:00:00,"13,7"
17.10.2022 02:00:00,"14,5"
18.10.2022 02:00:00,"12,9"
19.10.2022 02:00:00,"11,3"
20.10.2022 02:00:00,"9,43"
21.10.2022 02:00:00,"13,8"
22.10.2022 02:00:00,"13,3"
23.10.2022 02:00:00,"13,4"
24.10.2022 02:00:00,15
25.10.2022 02:00:00,"13,5"
26.10.2022 02:00:00,"13,5"
27.10.2022 02:00:00,"15,4"
28.10.2022 02:00:00,"16,4"
29.10.2022 02:00:00,"14,6"
30.10.2022 02:00:00,"15,6"
31.10.2022 01:00:00,"13,1"
01.11.2022 01:00:00,"14,3"
02.11.2022 01:00:00,"11,9"
03.11.2022 01:00:00,"11,8"
04.11.2022 01:00:00,"10,2"
05.11.2022 01:00:00,"9,16"
06.11.2022 01:00:00,"9,83"
07.11.2022 01:00:00,"11,9"
08.11.2022 01:00:00,"12,8"
09.11.2022 01:00:00,"12,1"
10.11.2022 01:00:00,"11,8"
11.11.2022 01:00:00,11
12.11.2022 01:00:00,"7,87"
13.11.2022 01:00:00,"7,74"
14.11.2022 01:00:00,"6,98"
15.11.2022 01:00:00,10
16.11.2022 01:00:00,"9,26"
17.11.2022 01:00:00,"5,63"
18.11.2022 01:00:00,"2,83"
19.11.2022 01:00:00,"0,609"
20.11.2022 01:00:00,"1,32"
21.11.2022 01:00:00,"1,56"
22.11.2022 01:00:00,"4,71"
23.11.2022 01:00:00,"7,69"
24.11.2022 01:00:00,"7,34"
25.11.2022 01:00:00,"8,04"
26.11.2022 01:00:00,"5,62"
27.11.2022 01:00:00,"5,46"
28.11.2022 01:00:00,"6,58"
29.11.2022 01:00:00,"6,7"
30.11.2022 01:00:00,"4,95"
01.12.2022 01:00:00,"4,37"
02.12.2022 01:00:00,"1,93"
03.12.2022 01:00:00,"1,99"
04.12.2022 01:00:00,"1,88"
05.12.2022 01:00:00,"4,7"
06.12.2022 01:00:00,"4,48"
07.12.2022 01:00:00,"3,66"
08.12.2022 01:00:00,"1,59"
09.12.2022 01:00:00,"-0,044"
10.12.2022 01:00:00,"-1,08"
11.12.2022 01:00:00,"-0,723"
12.12.2022 01:00:00,"-0,958"
13.12.2022 01:00:00,"-2,85"
14.12.2022 01:00:00,"-3,55"
15.12.2022 01:00:00,"-0,324"
16.12.2022 01:00:00,"-0,462"
17.12.2022 01:00:00,"-2,79"
18.12.2022 01:00:00,"-3,04"
19.12.2022 01:00:00,"4,68"
20.12.2022 01:00:00,"8,82"
21.12.2022 01:00:00,"6,3"
22.12.2022 01:00:00,"6,83"
23.12.2022 01:00:00,"6,04"
24.12.2022 01:00:00,7
25.12.2022 01:00:00,"7,03"
26.12.2022 01:00:00,"6,43"
27.12.2022 01:00:00,"4,67"
28.12.2022 01:00:00,"7,3"
29.12.2022 01:00:00,"8,57"
30.12.2022 01:00:00,"7,11"
31.12.2022 01:00:00,"11,8"
