"Time","Luftdruck in hPa","Globalstrahlung (SDE11) in W/m²","Direktstrahlung (SDE11) in W/m²","Globalstrahlung (CMP3) in W/m²"
01.01.2022 08:15:00,1018,0.719,-4.00,-0.212
01.01.2022 08:30:00,1018,1.91,-3.71,0.542
01.01.2022 08:45:00,1018,3.61,-3.22,2.98
01.01.2022 09:00:00,1018,5.22,-2.70,5.66
01.01.2022 09:15:00,1018,8.59,-1.55,9.37
01.01.2022 09:30:00,1018,17.5,1.43,18.4
01.01.2022 09:45:00,1018,24.3,3.66,24.3
01.01.2022 10:00:00,1018,16.5,1.29,16.8
01.01.2022 10:15:00,1018,14.5,0.482,15.7
01.01.2022 10:30:00,1018,12.1,-0.450,13.1
01.01.2022 10:45:00,1018,25.8,3.99,28.1
01.01.2022 11:00:00,1018,33.4,6.61,35.8
01.01.2022 11:15:00,1018,35.3,7.46,36.9
01.01.2022 11:30:00,1018,73.9,20.2,72.0
01.01.2022 11:45:00,1018,107,32.9,98.8
01.01.2022 12:00:00,1018,114,34.7,106
01.01.2022 12:15:00,1018,91.4,27.3,88.0
01.01.2022 12:30:00,1018,72.1,20.3,71.0
01.01.2022 12:45:00,1017,73.3,20.4,72.1
01.01.2022 13:00:00,1017,77.0,22.5,75.0
01.01.2022 13:15:00,1017,64.3,17.0,63.9
01.01.2022 13:30:00,1017,40.4,9.22,41.4
01.01.2022 13:45:00,1017,38.6,8.63,38.9
01.01.2022 14:00:00,1017,43.2,10.3,43.1
01.01.2022 14:15:00,1017,37.5,8.72,37.0
01.01.2022 14:30:00,1016,26.4,4.95,25.9
01.01.2022 14:45:00,1016,16.2,1.31,16.5
01.01.2022 15:00:00,1016,20.5,2.54,20.5
01.01.2022 15:15:00,1016,49.1,15.5,48.1
01.01.2022 15:30:00,1016,70.3,24.2,66.6
01.01.2022 15:45:00,1016,25.3,5.40,24.9
01.01.2022 16:00:00,1016,10.4,-0.0823,9.27
01.01.2022 16:15:00,1016,4.29,-2.70,1.89
01.01.2022 16:30:00,1016,1.58,-3.65,-1.43
01.01.2022 16:45:00,1016,0.635,-3.87,-1.66
01.01.2022 17:00:00,1016,0.577,-3.90,-2.19
01.01.2022 17:15:00,1015,0.515,-3.91,-2.54
01.01.2022 17:30:00,1015,0.540,-4.01,-2.99
01.01.2022 17:45:00,1015,0.551,-3.96,-2.03
01.01.2022 18:00:00,1015,0.544,-3.90,-1.85
01.01.2022 18:15:00,1015,0.588,-3.92,-1.69
01.01.2022 18:30:00,1015,0.566,-3.94,-1.76
01.01.2022 18:45:00,1014,0.561,-3.94,-1.70
01.01.2022 19:00:00,1014,0.579,-3.90,-1.73
01.01.2022 19:15:00,1014,0.568,-3.89,-1.66
01.01.2022 19:30:00,1014,0.581,-3.86,-1.70
01.01.2022 19:45:00,1014,0.576,-3.90,-1.67
01.01.2022 20:00:00,1014,0.591,-3.88,-1.72
01.01.2022 20:15:00,1014,0.627,-3.87,-1.47
01.01.2022 20:30:00,1014,0.600,-3.82,-1.46
01.01.2022 20:45:00,1014,0.659,-3.77,-0.855
01.01.2022 21:00:00,1014,0.611,-3.72,-1.64
01.01.2022 21:15:00,1014,0.625,-3.75,-1.74
01.01.2022 21:30:00,1014,0.618,-3.74,-1.07
01.01.2022 21:45:00,1014,0.609,-3.74,-1.47
01.01.2022 22:00:00,1013,0.592,-3.81,-1.96
01.01.2022 22:15:00,1013,0.565,-3.91,-2.33
01.01.2022 22:30:00,1013,0.564,-3.88,-2.27
01.01.2022 22:45:00,1013,0.578,-3.84,-1.73
01.01.2022 23:00:00,1013,0.568,-3.81,-2.35
01.01.2022 23:15:00,1013,0.584,-3.88,-2.10
01.01.2022 23:30:00,1013,0.535,-3.94,-1.42
01.01.2022 23:45:00,1013,0.527,-3.96,-1.71
02.01.2022 00:00:00,1013,0.526,-4.02,-1.68
02.01.2022 00:15:00,1012,0.514,-4.00,-0.781
02.01.2022 00:30:00,1012,0.491,-4.06,-0.661
02.01.2022 00:45:00,1012,0.530,-4.05,0.122
02.01.2022 01:00:00,1012,0.513,-4.02,0.304
02.01.2022 01:15:00,1012,0.532,-4.04,0.280
02.01.2022 01:30:00,1011,0.516,-3.98,-0.248
02.01.2022 01:45:00,1011,0.552,-3.98,-0.698
02.01.2022 02:00:00,1011,0.508,-4.02,-1.73
02.01.2022 02:15:00,1011,0.474,-4.07,-1.54
02.01.2022 02:30:00,1011,0.491,-4.04,-1.16
02.01.2022 02:45:00,1011,0.481,-4.00,-0.943
02.01.2022 03:00:00,1011,0.507,-4.06,-1.20
02.01.2022 03:15:00,1011,0.512,-3.99,-0.861
02.01.2022 03:30:00,1010,0.519,-3.99,-0.973
02.01.2022 03:45:00,1010,0.495,-4.05,-0.418
02.01.2022 04:00:00,1010,0.489,-4.08,-0.351
02.01.2022 04:15:00,1010,0.499,-4.08,-0.294
02.01.2022 04:30:00,1009,0.500,-4.05,-0.309
02.01.2022 04:45:00,1009,0.493,-4.07,-0.322
02.01.2022 05:00:00,1009,0.472,-4.10,-0.248
02.01.2022 05:15:00,1009,0.517,-4.11,-0.226
02.01.2022 05:30:00,1008,0.492,-4.09,-0.273
02.01.2022 05:45:00,1008,0.504,-4.09,-0.217
02.01.2022 06:00:00,1008,0.513,-4.04,-0.277
02.01.2022 06:15:00,1008,0.519,-4.02,-0.207
02.01.2022 06:30:00,1008,0.545,-3.96,0.0433
02.01.2022 06:45:00,1007,0.552,-3.91,-0.0882
02.01.2022 07:00:00,1007,0.556,-3.93,-0.142
02.01.2022 07:15:00,1007,0.553,-3.92,-0.0600
02.01.2022 07:30:00,1006,0.533,-3.95,-0.127
02.01.2022 07:45:00,1006,0.538,-4.01,-0.101
02.01.2022 08:00:00,1006,0.542,-4.00,-0.181
02.01.2022 08:15:00,1005,0.571,-3.97,-0.177
02.01.2022 08:30:00,1005,0.825,-3.88,0.177
02.01.2022 08:45:00,1005,1.16,-3.79,0.795
02.01.2022 09:00:00,1005,1.80,-3.58,1.56
02.01.2022 09:15:00,1005,2.51,-3.41,2.75
02.01.2022 09:30:00,1005,4.15,-2.92,4.11
02.01.2022 09:45:00,1005,7.04,-1.86,7.33
02.01.2022 10:00:00,1005,6.45,-2.19,7.95
02.01.2022 10:15:00,1005,14.4,0.403,15.8
02.01.2022 10:30:00,1005,20.5,2.67,21.1
02.01.2022 10:45:00,1004,20.1,2.58,20.9
02.01.2022 11:00:00,1004,12.1,-0.231,13.0
02.01.2022 11:15:00,1004,10.7,-0.760,11.9
02.01.2022 11:30:00,1003,15.2,0.646,16.5
02.01.2022 11:45:00,1003,15.7,0.949,17.2
02.01.2022 12:00:00,1003,8.47,-1.52,9.95
02.01.2022 12:15:00,1003,16.1,0.990,17.5
02.01.2022 12:30:00,1003,26.1,4.71,28.3
02.01.2022 12:45:00,1003,51.9,13.5,58.1
02.01.2022 13:00:00,1002,38.5,9.47,42.4
02.01.2022 13:15:00,1002,20.2,2.91,22.5
02.01.2022 13:30:00,1002,15.0,1.08,15.0
02.01.2022 13:45:00,1002,39.2,9.33,39.6
02.01.2022 14:00:00,1003,45.1,12.0,45.9
02.01.2022 14:15:00,1003,66.1,20.4,67.1
02.01.2022 14:30:00,1003,123,47.0,130
02.01.2022 14:45:00,1003,122,42.9,125
02.01.2022 15:00:00,1004,90.7,30.7,94.7
02.01.2022 15:15:00,1004,18.4,2.07,22.6
02.01.2022 15:30:00,1004,7.02,-2.03,9.11
02.01.2022 15:45:00,1004,7.26,-1.91,8.92
02.01.2022 16:00:00,1004,5.14,-2.67,5.38
02.01.2022 16:15:00,1004,3.45,-3.21,2.45
02.01.2022 16:30:00,1004,1.68,-3.86,-1.21
02.01.2022 16:45:00,1005,0.656,-4.20,-3.35
02.01.2022 17:00:00,1005,0.450,-4.27,-2.16
02.01.2022 17:15:00,1005,0.468,-4.20,-1.69
02.01.2022 17:30:00,1005,0.479,-4.13,-1.78
02.01.2022 17:45:00,1005,0.465,-4.12,-1.98
02.01.2022 18:00:00,1005,0.453,-4.16,-1.98
02.01.2022 18:15:00,1005,0.449,-4.19,-2.26
02.01.2022 18:30:00,1005,0.405,-4.22,-2.99
02.01.2022 18:45:00,1005,0.435,-4.30,-3.35
02.01.2022 19:00:00,1004,0.398,-4.34,-4.11
02.01.2022 19:15:00,1004,0.360,-4.41,-4.01
02.01.2022 19:30:00,1004,0.375,-4.41,-3.72
02.01.2022 19:45:00,1004,0.394,-4.46,-3.96
02.01.2022 20:00:00,1003,0.354,-4.47,-3.78
02.01.2022 20:15:00,1003,0.354,-4.45,-2.73
02.01.2022 20:30:00,1003,0.392,-4.45,-2.65
02.01.2022 20:45:00,1003,0.366,-4.42,-1.67
02.01.2022 21:00:00,1002,0.383,-4.37,-1.94
02.01.2022 21:15:00,1002,0.382,-4.38,-1.98
02.01.2022 21:30:00,1002,0.385,-4.40,-2.43
02.01.2022 21:45:00,1002,0.387,-4.39,-0.907
02.01.2022 22:00:00,1002,0.429,-4.33,-0.396
02.01.2022 22:15:00,1001,0.444,-4.24,-0.453
02.01.2022 22:30:00,1001,0.438,-4.27,-1.97
02.01.2022 22:45:00,1001,0.419,-4.38,-1.79
02.01.2022 23:00:00,1001,0.371,-4.45,-1.52
02.01.2022 23:15:00,1001,0.327,-4.55,-1.09
02.01.2022 23:30:00,1001,0.273,-4.64,-0.696
02.01.2022 23:45:00,1001,0.300,-4.61,-0.632
03.01.2022 00:00:00,1001,0.294,-4.68,-0.569
03.01.2022 00:15:00,1001,0.277,-4.69,-0.280
03.01.2022 00:30:00,1002,0.232,-4.81,-0.0124
03.01.2022 00:45:00,1002,0.214,-4.85,1.51
03.01.2022 01:00:00,1002,0.209,-4.84,1.55
03.01.2022 01:15:00,1002,0.216,-4.79,0.168
03.01.2022 01:30:00,1003,0.229,-4.78,-1.31
03.01.2022 01:45:00,1003,0.246,-4.74,-0.633
03.01.2022 02:00:00,1003,0.274,-4.63,-0.0413
03.01.2022 02:15:00,1003,0.339,-4.53,-0.289
03.01.2022 02:30:00,1003,0.338,-4.46,-0.394
03.01.2022 02:45:00,1003,0.387,-4.42,-0.677
03.01.2022 03:00:00,1003,0.404,-4.38,-0.738
03.01.2022 03:15:00,1003,0.384,-4.38,-1.16
03.01.2022 03:30:00,1003,0.383,-4.38,-0.817
03.01.2022 03:45:00,1003,0.408,-4.38,-0.736
03.01.2022 04:00:00,1003,0.407,-4.34,-0.680
03.01.2022 04:15:00,1003,0.396,-4.35,-0.695
03.01.2022 04:30:00,1003,0.384,-4.33,-0.982
03.01.2022 04:45:00,1003,0.395,-4.40,-2.77
03.01.2022 05:00:00,1003,0.370,-4.45,-3.02
03.01.2022 05:15:00,1003,0.341,-4.50,-3.31
03.01.2022 05:30:00,1003,0.342,-4.50,-2.89
03.01.2022 05:45:00,1003,0.319,-4.50,-2.43
03.01.2022 06:00:00,1003,0.333,-4.49,-1.82
03.01.2022 06:15:00,1003,0.343,-4.45,-1.54
03.01.2022 06:30:00,1003,0.371,-4.42,-1.36
03.01.2022 06:45:00,1003,0.379,-4.38,-1.23
03.01.2022 07:00:00,1003,0.373,-4.40,-1.62
03.01.2022 07:15:00,1003,0.367,-4.43,-2.53
03.01.2022 07:30:00,1003,0.417,-4.44,-1.12
03.01.2022 07:45:00,1003,0.390,-4.42,-1.15
03.01.2022 08:00:00,1003,0.430,-4.39,-1.17
03.01.2022 08:15:00,1003,0.721,-4.35,-1.19
03.01.2022 08:30:00,1003,1.58,-4.10,0.319
03.01.2022 08:45:00,1003,3.93,-3.42,3.24
03.01.2022 09:00:00,1003,7.55,-2.15,7.89
03.01.2022 09:15:00,1003,13.2,-0.208,14.1
03.01.2022 09:30:00,1003,14.6,0.546,16.4
03.01.2022 09:45:00,1003,30.0,6.00,31.3
03.01.2022 10:00:00,1003,38.1,8.15,39.1
03.01.2022 10:15:00,1003,26.9,4.65,29.2
03.01.2022 10:30:00,1003,53.7,14.8,55.2
03.01.2022 10:45:00,1003,69.8,20.8,68.8
03.01.2022 11:00:00,1003,60.8,16.8,59.8
03.01.2022 11:15:00,1003,68.6,19.4,68.7
03.01.2022 11:30:00,1003,77.0,21.9,75.2
03.01.2022 11:45:00,1003,65.7,18.4,64.3
03.01.2022 12:00:00,1002,114,36.7,105
03.01.2022 12:15:00,1002,158,55.6,144
03.01.2022 12:30:00,1002,37.3,8.23,40.7
03.01.2022 12:45:00,1002,59.0,16.6,57.1
03.01.2022 13:00:00,1002,74.6,21.5,71.9
03.01.2022 13:15:00,1002,90.6,27.1,88.6
03.01.2022 13:30:00,1001,83.8,26.7,81.5
03.01.2022 13:45:00,1001,79.7,24.2,78.6
03.01.2022 14:00:00,1001,172,68.6,166
03.01.2022 14:15:00,1001,58.6,16.0,59.1
03.01.2022 14:30:00,1001,49.0,12.7,49.7
03.01.2022 14:45:00,1001,82.1,23.6,77.7
03.01.2022 15:00:00,1001,32.4,7.09,35.8
03.01.2022 15:15:00,1000,21.7,2.52,24.8
03.01.2022 15:30:00,1000,26.5,5.26,26.6
03.01.2022 15:45:00,1000,24.2,4.22,24.1
03.01.2022 16:00:00,1000,9.04,-1.37,8.17
03.01.2022 16:15:00,1000,3.54,-3.37,1.24
03.01.2022 16:30:00,1000,1.28,-4.10,-0.495
03.01.2022 16:45:00,1000,0.546,-4.28,-1.47
03.01.2022 17:00:00,1000,0.429,-4.31,-2.84
03.01.2022 17:15:00,1000,0.389,-4.39,-3.19
03.01.2022 17:30:00,1000,0.357,-4.42,-2.36
03.01.2022 17:45:00,1000,0.366,-4.41,-2.50
03.01.2022 18:00:00,999,0.349,-4.45,-2.21
03.01.2022 18:15:00,999,0.413,-4.47,-2.70
03.01.2022 18:30:00,999,0.356,-4.49,-1.69
03.01.2022 18:45:00,999,0.345,-4.48,-2.62
03.01.2022 19:00:00,999,0.315,-4.56,-3.96
03.01.2022 19:15:00,999,0.300,-4.62,-3.74
03.01.2022 19:30:00,999,0.285,-4.67,-3.83
03.01.2022 19:45:00,999,0.288,-4.68,-3.37
03.01.2022 20:00:00,998,0.264,-4.73,-3.92
03.01.2022 20:15:00,998,0.281,-4.77,-3.61
03.01.2022 20:30:00,998,0.254,-4.79,-4.20
03.01.2022 20:45:00,998,0.234,-4.82,-4.12
03.01.2022 21:00:00,998,0.224,-4.82,-4.08
03.01.2022 21:15:00,998,0.210,-4.82,-3.83
03.01.2022 21:30:00,998,0.238,-4.78,-3.75
03.01.2022 21:45:00,998,0.227,-4.77,-2.28
03.01.2022 22:00:00,998,0.229,-4.68,-1.20
03.01.2022 22:15:00,998,0.288,-4.64,-1.68
03.01.2022 22:30:00,997,0.267,-4.63,-2.36
03.01.2022 22:45:00,997,0.281,-4.67,-1.85
03.01.2022 23:00:00,997,0.280,-4.58,-1.81
03.01.2022 23:15:00,997,0.282,-4.66,-3.20
03.01.2022 23:30:00,997,0.281,-4.66,-2.33
03.01.2022 23:45:00,997,0.251,-4.63,-3.32
04.01.2022 00:00:00,997,0.255,-4.71,-2.46
04.01.2022 00:15:00,997,0.228,-4.73,-2.61
04.01.2022 00:30:00,996,0.236,-4.78,-2.02
04.01.2022 00:45:00,996,0.217,-4.81,-2.23
04.01.2022 01:00:00,996,0.227,-4.81,-1.83
04.01.2022 01:15:00,996,0.241,-4.80,-1.37
04.01.2022 01:30:00,995,0.248,-4.74,-1.02
04.01.2022 01:45:00,995,0.239,-4.74,-1.29
04.01.2022 02:00:00,995,0.271,-4.70,-1.22
04.01.2022 02:15:00,995,0.258,-4.67,-1.38
04.01.2022 02:30:00,995,0.254,-4.71,-1.86
04.01.2022 02:45:00,995,0.266,-4.69,-1.24
04.01.2022 03:00:00,994,0.270,-4.71,-1.43
04.01.2022 03:15:00,994,0.273,-4.70,-1.49
04.01.2022 03:30:00,994,0.245,-4.74,-1.67
04.01.2022 03:45:00,994,0.229,-4.85,-0.745
04.01.2022 04:00:00,994,0.213,-4.84,0.269
04.01.2022 04:15:00,993,0.236,-4.80,0.160
04.01.2022 04:30:00,993,0.224,-4.78,-0.000200
04.01.2022 04:45:00,993,0.190,-4.79,-0.748
04.01.2022 05:00:00,992,0.222,-4.82,-0.371
04.01.2022 05:15:00,992,0.218,-4.85,-0.745
04.01.2022 05:30:00,992,0.220,-4.85,-0.528
04.01.2022 05:45:00,992,0.214,-4.85,-0.0141
04.01.2022 06:00:00,992,0.207,-4.82,0.291
04.01.2022 06:15:00,992,0.227,-4.84,-0.673
04.01.2022 06:30:00,991,0.207,-4.87,-0.440
04.01.2022 06:45:00,991,0.233,-4.84,0.388
04.01.2022 07:00:00,991,0.227,-4.81,0.274
04.01.2022 07:15:00,991,0.204,-4.83,-0.435
04.01.2022 07:30:00,991,0.192,-4.82,-0.00227
04.01.2022 07:45:00,991,0.221,-4.80,0.365
04.01.2022 08:00:00,991,0.235,-4.81,-0.931
04.01.2022 08:15:00,990,0.198,-4.93,-1.28
04.01.2022 08:30:00,990,0.215,-5.06,-0.578
04.01.2022 08:45:00,991,0.360,-5.03,-0.544
04.01.2022 09:00:00,990,1.21,-4.89,0.649
04.01.2022 09:15:00,990,6.44,-3.33,7.50
04.01.2022 09:30:00,990,11.6,-1.55,15.2
04.01.2022 09:45:00,990,7.11,-2.97,10.1
04.01.2022 10:00:00,990,16.0,0.152,19.0
04.01.2022 10:15:00,990,24.0,2.60,26.3
04.01.2022 10:30:00,991,58.0,13.8,56.7
04.01.2022 10:45:00,991,44.0,9.46,44.0
04.01.2022 11:00:00,991,45.8,9.63,47.5
04.01.2022 11:15:00,991,41.7,8.37,43.9
04.01.2022 11:30:00,991,41.0,8.09,42.7
04.01.2022 11:45:00,991,59.9,13.9,56.8
04.01.2022 12:00:00,991,47.5,9.80,49.9
04.01.2022 12:15:00,991,95.5,27.4,89.9
04.01.2022 12:30:00,991,96.0,28.0,87.8
04.01.2022 12:45:00,991,99.3,27.8,90.7
04.01.2022 13:00:00,991,108,32.5,97.8
04.01.2022 13:15:00,991,172,61.1,148
04.01.2022 13:30:00,991,107,31.9,98.2
04.01.2022 13:45:00,991,84.7,22.9,78.0
04.01.2022 14:00:00,991,63.1,16.8,59.7
04.01.2022 14:15:00,992,66.3,17.8,63.4
04.01.2022 14:30:00,991,95.1,29.1,85.7
04.01.2022 14:45:00,991,69.3,18.3,64.5
04.01.2022 15:00:00,991,50.5,12.5,49.1
04.01.2022 15:15:00,991,54.9,17.2,54.9
04.01.2022 15:30:00,991,80.1,32.0,74.4
04.01.2022 15:45:00,991,51.3,20.3,43.6
04.01.2022 16:00:00,991,13.7,0.879,10.4
04.01.2022 16:15:00,991,4.80,-4.00,1.29
04.01.2022 16:30:00,992,1.97,-4.99,-2.51
04.01.2022 16:45:00,992,0.426,-5.49,-2.09
04.01.2022 17:00:00,992,-0.0479,-5.63,-4.63
04.01.2022 17:15:00,992,-0.0993,-5.70,-3.43
04.01.2022 17:30:00,992,-0.153,-5.79,-3.42
04.01.2022 17:45:00,993,-0.171,-5.93,-3.45
04.01.2022 18:00:00,993,-0.183,-5.90,-0.280
04.01.2022 18:15:00,993,-0.203,-5.87,-3.07
04.01.2022 18:30:00,993,-0.219,-5.99,-3.59
04.01.2022 18:45:00,992,-0.252,-6.05,-3.71
04.01.2022 19:00:00,992,-0.273,-6.08,-3.28
04.01.2022 19:15:00,993,-0.262,-6.01,-1.59
04.01.2022 19:30:00,993,-0.139,-5.84,-1.39
04.01.2022 19:45:00,993,-0.220,-5.94,-4.00
04.01.2022 20:00:00,992,-0.234,-6.01,-4.93
04.01.2022 20:15:00,993,-0.214,-6.02,-4.98
04.01.2022 20:30:00,993,-0.235,-5.94,-2.01
04.01.2022 20:45:00,993,-0.217,-5.96,-2.70
04.01.2022 21:00:00,993,-0.277,-6.14,-3.48
04.01.2022 21:15:00,993,-0.301,-6.21,-3.15
04.01.2022 21:30:00,993,-0.300,-6.21,-1.81
04.01.2022 21:45:00,993,-0.284,-6.09,-0.959
04.01.2022 22:00:00,993,-0.236,-6.04,-0.873
04.01.2022 22:15:00,993,-0.231,-5.98,-1.84
04.01.2022 22:30:00,993,-0.234,-6.05,-3.43
04.01.2022 22:45:00,993,-0.248,-6.08,-1.72
04.01.2022 23:00:00,993,-0.241,-6.05,-2.81
04.01.2022 23:15:00,993,-0.278,-6.10,-4.50
04.01.2022 23:30:00,993,-0.248,-6.14,-3.74
04.01.2022 23:45:00,993,-0.257,-6.10,-3.01
05.01.2022 00:00:00,993,-0.250,-6.03,-3.77
05.01.2022 00:15:00,993,-0.238,-6.09,-3.83
05.01.2022 00:30:00,993,-0.244,-6.04,-3.00
05.01.2022 00:45:00,993,-0.233,-5.97,-2.23
05.01.2022 01:00:00,993,-0.200,-5.89,-4.02
05.01.2022 01:15:00,993,-0.210,-5.92,-4.09
05.01.2022 01:30:00,992,-0.211,-5.93,-4.00
05.01.2022 01:45:00,992,-0.243,-5.96,-4.13
05.01.2022 02:00:00,992,-0.225,-5.98,-4.53
05.01.2022 02:15:00,992,-0.222,-6.06,-3.44
05.01.2022 02:30:00,992,-0.228,-6.01,-4.30
05.01.2022 02:45:00,992,-0.249,-6.09,-4.34
05.01.2022 03:00:00,992,-0.243,-6.01,-3.70
05.01.2022 03:15:00,992,-0.181,-5.92,-2.85
05.01.2022 03:30:00,992,-0.188,-5.82,-2.32
05.01.2022 03:45:00,992,-0.130,-5.73,-1.80
05.01.2022 04:00:00,992,-0.0743,-5.69,-1.29
05.01.2022 04:15:00,992,-0.141,-5.69,-1.24
05.01.2022 04:30:00,992,-0.120,-5.66,-1.20
05.01.2022 04:45:00,992,-0.121,-5.69,-1.81
05.01.2022 05:00:00,992,-0.135,-5.78,-3.01
05.01.2022 05:15:00,992,-0.169,-5.80,-3.30
05.01.2022 05:30:00,992,-0.154,-5.79,-3.62
05.01.2022 05:45:00,992,-0.152,-5.78,-3.59
05.01.2022 06:00:00,991,-0.164,-5.79,-3.75
05.01.2022 06:15:00,991,-0.165,-5.75,-2.94
05.01.2022 06:30:00,991,-0.0951,-5.72,-2.81
05.01.2022 06:45:00,991,-0.0905,-5.67,-1.52
05.01.2022 07:00:00,991,-0.127,-5.75,-0.582
05.01.2022 07:15:00,991,-0.122,-5.79,-0.167
05.01.2022 07:30:00,991,-0.159,-5.85,-0.543
05.01.2022 07:45:00,991,-0.174,-5.84,-0.120
05.01.2022 08:00:00,991,-0.143,-5.79,0.0247
05.01.2022 08:15:00,991,0.168,-5.68,-0.882
05.01.2022 08:30:00,991,1.06,-5.40,2.10
05.01.2022 08:45:00,991,3.38,-4.63,3.67
05.01.2022 09:00:00,991,11.8,-2.00,12.2
05.01.2022 09:15:00,991,59.6,14.5,46.6
05.01.2022 09:30:00,991,45.2,10.3,37.1
05.01.2022 09:45:00,992,3.22,-4.62,3.51
05.01.2022 10:00:00,992,12.5,-1.40,18.2
05.01.2022 10:15:00,992,13.6,-1.14,19.8
05.01.2022 10:30:00,992,70.8,21.9,77.1
05.01.2022 10:45:00,993,176,64.9,181
05.01.2022 11:00:00,993,245,88.9,218
05.01.2022 11:15:00,993,25.0,2.71,31.5
05.01.2022 11:30:00,993,87.4,32.3,89.7
05.01.2022 11:45:00,994,217,119,218
05.01.2022 12:00:00,994,223,120,209
05.01.2022 12:15:00,994,198,117,194
05.01.2022 12:30:00,994,253,140,253
05.01.2022 12:45:00,995,154,60.9,149
05.01.2022 13:00:00,995,213,113,223
05.01.2022 13:15:00,995,249,121,257
05.01.2022 13:30:00,995,57.1,19.0,60.9
05.01.2022 13:45:00,995,159,77.5,165
05.01.2022 14:00:00,996,44.1,13.4,53.5
05.01.2022 14:15:00,996,138,63.7,143
05.01.2022 14:30:00,996,129,56.4,130
05.01.2022 14:45:00,996,135,46.0,122
05.01.2022 15:00:00,997,55.0,17.9,61.3
05.01.2022 15:15:00,997,51.2,13.2,52.1
05.01.2022 15:30:00,998,45.9,12.1,46.5
05.01.2022 15:45:00,998,8.82,-2.33,9.80
05.01.2022 16:00:00,998,6.78,-3.05,6.75
05.01.2022 16:15:00,998,4.79,-3.74,2.74
05.01.2022 16:30:00,999,2.14,-4.61,-1.13
05.01.2022 16:45:00,999,0.663,-5.07,-2.57
05.01.2022 17:00:00,1000,0.212,-5.13,-2.59
05.01.2022 17:15:00,1000,0.104,-5.15,-3.04
05.01.2022 17:30:00,1000,0.115,-5.14,-2.17
05.01.2022 17:45:00,1001,0.0852,-5.13,-3.08
05.01.2022 18:00:00,1001,0.0908,-5.21,-3.39
05.01.2022 18:15:00,1001,0.0950,-5.14,-3.68
05.01.2022 18:30:00,1001,0.0860,-5.16,-2.80
05.01.2022 18:45:00,1002,0.0849,-5.20,-3.31
05.01.2022 19:00:00,1002,0.0727,-5.20,-2.49
05.01.2022 19:15:00,1002,0.0796,-5.21,-3.91
05.01.2022 19:30:00,1002,0.0713,-5.26,-3.90
05.01.2022 19:45:00,1003,0.0544,-5.27,-2.64
05.01.2022 20:00:00,1003,-0.0202,-5.37,-4.17
05.01.2022 20:15:00,1003,-0.0323,-5.50,-4.02
05.01.2022 20:30:00,1003,-1.94e-10,-5.43,-3.04
05.01.2022 20:45:00,1003,-0.00387,-5.36,-2.68
05.01.2022 21:00:00,1004,-0.0425,-5.47,-2.96
05.01.2022 21:15:00,1004,-0.0357,-5.63,-3.47
05.01.2022 21:30:00,1004,-0.0920,-5.62,-2.34
05.01.2022 21:45:00,1004,-0.111,-5.73,-0.479
05.01.2022 22:00:00,1004,-0.153,-5.81,-0.884
05.01.2022 22:15:00,1005,-0.119,-5.71,-1.25
05.01.2022 22:30:00,1005,-0.0785,-5.59,0.0227
05.01.2022 22:45:00,1005,-0.0485,-5.45,-1.91
05.01.2022 23:00:00,1005,-0.00527,-5.43,-1.82
