"Time","Luftdruck in hPa","Globalstrahlung (SDE11) in W/m²","Direktstrahlung (SDE11) in W/m²","Globalstrahlung (CMP3) in W/m²"
08.03.2022 10:15:00,1022,471,376,451
08.03.2022 10:30:00,1022,499,396,479
08.03.2022 10:45:00,1022,523,414,504
08.03.2022 11:00:00,1021,526,435,507
08.03.2022 11:15:00,1021,566,466,541
08.03.2022 11:30:00,1021,582,474,563
08.03.2022 11:45:00,1021,592,474,574
08.03.2022 12:00:00,1021,601,490,584
08.03.2022 12:15:00,1021,608,505,592
08.03.2022 12:30:00,1021,612,504,597
08.03.2022 12:45:00,1020,614,496,600
08.03.2022 13:00:00,1020,612,503,598
08.03.2022 13:15:00,1020,598,501,587
08.03.2022 13:30:00,1020,588,487,580
08.03.2022 13:45:00,1020,570,461,564
08.03.2022 14:00:00,1020,553,455,549
08.03.2022 14:15:00,1020,532,447,531
08.03.2022 14:30:00,1019,511,428,510
08.03.2022 14:45:00,1019,487,403,484
08.03.2022 15:00:00,1019,458,377,455
08.03.2022 15:15:00,1019,427,356,423
08.03.2022 15:30:00,1019,394,328,391
08.03.2022 15:45:00,1019,356,291,356
08.03.2022 16:00:00,1019,317,250,318
08.03.2022 16:15:00,1019,275,208,280
08.03.2022 16:30:00,1019,232,164,242
08.03.2022 16:45:00,1018,188,117,200
08.03.2022 17:00:00,1018,145,81.5,159
08.03.2022 17:15:00,1018,105,50.8,119
08.03.2022 17:30:00,1018,80.0,45.0,82.2
08.03.2022 17:45:00,1018,70.4,55.3,49.2
08.03.2022 18:00:00,1018,47.7,42.1,20.1
08.03.2022 18:15:00,1018,9.41,2.01,2.09
08.03.2022 18:30:00,1018,1.52,-4.35,-3.51
08.03.2022 18:45:00,1019,0.307,-4.78,-5.09
08.03.2022 19:00:00,1019,0.182,-4.89,-5.08
08.03.2022 19:15:00,1019,0.173,-4.95,-4.94
08.03.2022 19:30:00,1019,0.153,-4.92,-4.73
08.03.2022 19:45:00,1019,0.150,-4.97,-5.23
08.03.2022 20:00:00,1019,0.121,-5.04,-5.21
08.03.2022 20:15:00,1019,0.0992,-5.11,-5.17
08.03.2022 20:30:00,1019,0.0869,-5.16,-5.26
08.03.2022 20:45:00,1019,0.0619,-5.23,-5.27
08.03.2022 21:00:00,1019,0.00847,-5.28,-5.37
08.03.2022 21:15:00,1019,0.0292,-5.36,-5.09
08.03.2022 21:30:00,1019,-0.0151,-5.42,-5.00
08.03.2022 21:45:00,1019,-0.0330,-5.46,-5.00
08.03.2022 22:00:00,1019,-0.0540,-5.50,-4.86
08.03.2022 22:15:00,1019,-0.0875,-5.53,-4.92
08.03.2022 22:30:00,1020,-0.0573,-5.53,-5.02
08.03.2022 22:45:00,1020,-0.0873,-5.56,-4.94
08.03.2022 23:00:00,1020,-0.105,-5.60,-5.08
08.03.2022 23:15:00,1020,-0.120,-5.62,-5.21
08.03.2022 23:30:00,1020,-0.117,-5.72,-5.07
08.03.2022 23:45:00,1020,-0.173,-5.81,-4.96
09.03.2022 00:00:00,1020,-0.192,-5.84,-4.98
09.03.2022 00:15:00,1020,-0.165,-5.87,-4.77
09.03.2022 00:30:00,1020,-0.199,-5.90,-4.83
09.03.2022 00:45:00,1020,-0.206,-5.90,-4.80
09.03.2022 01:00:00,1020,-0.193,-5.87,-4.96
09.03.2022 01:15:00,1020,-0.169,-5.89,-5.16
09.03.2022 01:30:00,1020,-0.201,-5.91,-5.05
09.03.2022 01:45:00,1020,-0.239,-5.96,-5.25
09.03.2022 02:00:00,1020,-0.264,-6.07,-4.98
09.03.2022 02:15:00,1020,-0.282,-6.13,-5.05
09.03.2022 02:30:00,1020,-0.277,-6.13,-4.71
09.03.2022 02:45:00,1020,-0.238,-6.09,-4.78
09.03.2022 03:00:00,1020,-0.272,-6.09,-5.40
09.03.2022 03:15:00,1020,-0.321,-6.12,-4.89
09.03.2022 03:30:00,1020,-0.329,-6.16,-5.04
09.03.2022 03:45:00,1020,-0.313,-6.21,-5.00
09.03.2022 04:00:00,1020,-0.329,-6.25,-4.81
09.03.2022 04:15:00,1020,-0.306,-6.25,-4.76
09.03.2022 04:30:00,1020,-0.374,-6.24,-4.92
09.03.2022 04:45:00,1020,-0.367,-6.29,-4.93
09.03.2022 05:00:00,1020,-0.352,-6.35,-4.83
09.03.2022 05:15:00,1020,-0.347,-6.37,-4.63
09.03.2022 05:30:00,1020,-0.397,-6.38,-4.78
09.03.2022 05:45:00,1020,-0.406,-6.40,-4.64
09.03.2022 06:00:00,1020,-0.415,-6.43,-4.40
09.03.2022 06:15:00,1020,-0.382,-6.44,-4.62
09.03.2022 06:30:00,1020,0.0615,-6.33,-4.10
09.03.2022 06:45:00,1020,2.18,-5.74,-1.92
09.03.2022 07:00:00,1020,15.2,3.87,5.97
09.03.2022 07:15:00,1020,46.3,29.9,25.0
09.03.2022 07:30:00,1020,65.9,34.3,52.1
09.03.2022 07:45:00,1020,86.0,32.9,85.4
09.03.2022 08:00:00,1020,124,50.4,123
09.03.2022 08:15:00,1021,169,87.6,161
09.03.2022 08:30:00,1021,216,129,201
09.03.2022 08:45:00,1021,259,172,241
09.03.2022 09:00:00,1021,301,213,281
09.03.2022 09:15:00,1021,340,249,320
09.03.2022 09:30:00,1021,380,283,359
09.03.2022 09:45:00,1021,419,322,397
09.03.2022 10:00:00,1021,455,360,432
09.03.2022 10:15:00,1021,487,391,464
09.03.2022 10:30:00,1021,514,410,492
09.03.2022 10:45:00,1021,539,428,518
09.03.2022 11:00:00,1021,561,457,540
09.03.2022 11:15:00,1021,580,480,559
09.03.2022 11:30:00,1021,596,489,576
09.03.2022 11:45:00,1021,608,490,590
09.03.2022 12:00:00,1021,617,507,601
09.03.2022 12:15:00,1021,625,523,610
09.03.2022 12:30:00,1020,628,521,614
09.03.2022 12:45:00,1020,631,512,619
09.03.2022 13:00:00,1020,627,521,616
09.03.2022 13:15:00,1020,618,521,608
09.03.2022 13:30:00,1020,604,503,596
09.03.2022 13:45:00,1020,587,481,583
09.03.2022 14:00:00,1020,568,473,567
09.03.2022 14:15:00,1020,548,464,548
09.03.2022 14:30:00,1020,525,444,526
09.03.2022 14:45:00,1020,499,416,497
09.03.2022 15:00:00,1019,469,391,467
09.03.2022 15:15:00,1020,438,369,435
09.03.2022 15:30:00,1020,405,340,402
09.03.2022 15:45:00,1020,366,301,364
09.03.2022 16:00:00,1020,324,258,323
09.03.2022 16:15:00,1020,283,215,284
09.03.2022 16:30:00,1020,239,170,245
09.03.2022 16:45:00,1020,194,122,202
09.03.2022 17:00:00,1020,154,86.7,164
09.03.2022 17:15:00,1020,115,55.2,127
09.03.2022 17:30:00,1020,84.9,43.7,87.4
09.03.2022 17:45:00,1020,70.4,49.1,53.3
09.03.2022 18:00:00,1020,48.6,39.0,23.8
09.03.2022 18:15:00,1020,10.9,2.59,2.68
09.03.2022 18:30:00,1020,2.05,-3.70,-4.19
09.03.2022 18:45:00,1020,0.495,-4.29,-5.89
09.03.2022 19:00:00,1020,0.367,-4.39,-6.14
09.03.2022 19:15:00,1020,0.350,-4.47,-6.49
09.03.2022 19:30:00,1020,0.279,-4.61,-6.57
09.03.2022 19:45:00,1021,0.219,-4.76,-6.45
09.03.2022 20:00:00,1021,0.182,-4.87,-5.75
09.03.2022 20:15:00,1021,0.200,-4.87,-5.50
09.03.2022 20:30:00,1021,0.189,-4.82,-5.84
09.03.2022 20:45:00,1021,0.190,-4.91,-5.85
09.03.2022 21:00:00,1021,0.159,-4.95,-5.66
09.03.2022 21:15:00,1021,0.132,-4.99,-5.63
09.03.2022 21:30:00,1021,0.130,-5.05,-5.54
09.03.2022 21:45:00,1021,0.129,-5.09,-5.70
09.03.2022 22:00:00,1021,0.0967,-5.12,-5.45
09.03.2022 22:15:00,1021,0.0849,-5.14,-5.60
09.03.2022 22:30:00,1021,0.0812,-5.19,-5.52
09.03.2022 22:45:00,1021,0.0439,-5.22,-5.30
09.03.2022 23:00:00,1021,0.0696,-5.22,-5.37
09.03.2022 23:15:00,1021,0.0431,-5.25,-5.61
09.03.2022 23:30:00,1021,0.0345,-5.32,-5.42
09.03.2022 23:45:00,1021,0.0162,-5.36,-5.31
10.03.2022 00:00:00,1021,0.00553,-5.41,-5.38
10.03.2022 00:15:00,1021,-0.00320,-5.45,-5.18
10.03.2022 00:30:00,1021,-0.0439,-5.49,-5.28
10.03.2022 00:45:00,1021,-0.0595,-5.52,-5.15
10.03.2022 01:00:00,1022,-0.0665,-5.55,-5.26
10.03.2022 01:15:00,1022,-0.0769,-5.61,-5.19
10.03.2022 01:30:00,1021,-0.110,-5.62,-5.16
10.03.2022 01:45:00,1022,-0.131,-5.65,-5.45
10.03.2022 02:00:00,1022,-0.169,-5.81,-5.38
10.03.2022 02:15:00,1022,-0.167,-5.88,-5.09
10.03.2022 02:30:00,1022,-0.171,-5.87,-4.96
10.03.2022 02:45:00,1022,-0.206,-5.87,-5.00
10.03.2022 03:00:00,1021,-0.183,-5.89,-4.96
10.03.2022 03:15:00,1021,-0.212,-5.89,-5.12
10.03.2022 03:30:00,1021,-0.194,-5.93,-5.17
10.03.2022 03:45:00,1022,-0.242,-6.01,-5.11
10.03.2022 04:00:00,1022,-0.243,-6.03,-5.05
10.03.2022 04:15:00,1022,-0.251,-6.08,-4.88
10.03.2022 04:30:00,1022,-0.259,-6.05,-4.87
10.03.2022 04:45:00,1022,-0.293,-6.09,-4.83
10.03.2022 05:00:00,1022,-0.256,-6.16,-4.99
10.03.2022 05:15:00,1022,-0.314,-6.20,-4.60
10.03.2022 05:30:00,1022,-0.308,-6.18,-4.93
10.03.2022 05:45:00,1022,-0.337,-6.22,-4.95
10.03.2022 06:00:00,1022,-0.339,-6.27,-4.64
10.03.2022 06:15:00,1022,-0.266,-6.29,-4.55
10.03.2022 06:30:00,1022,0.350,-6.12,-3.90
10.03.2022 06:45:00,1022,4.39,-4.96,0.462
10.03.2022 07:00:00,1022,20.3,3.48,12.7
10.03.2022 07:15:00,1022,52.6,21.3,38.1
10.03.2022 07:30:00,1023,85.0,28.6,74.8
10.03.2022 07:45:00,1023,124,43.8,116
10.03.2022 08:00:00,1023,166,69.0,154
10.03.2022 08:15:00,1023,156,78.7,146
10.03.2022 08:30:00,1023,189,108,176
10.03.2022 08:45:00,1023,260,168,242
10.03.2022 09:00:00,1023,293,203,275
10.03.2022 09:15:00,1023,341,245,321
10.03.2022 09:30:00,1023,379,278,358
10.03.2022 09:45:00,1023,411,310,389
10.03.2022 10:00:00,1022,451,352,429
10.03.2022 10:15:00,1022,483,382,460
10.03.2022 10:30:00,1022,513,403,491
10.03.2022 10:45:00,1022,538,422,517
10.03.2022 11:00:00,1022,550,443,529
10.03.2022 11:15:00,1022,576,471,555
10.03.2022 11:30:00,1022,594,481,573
10.03.2022 11:45:00,1022,606,482,588
10.03.2022 12:00:00,1022,615,500,599
10.03.2022 12:15:00,1022,621,514,606
10.03.2022 12:30:00,1022,625,511,610
10.03.2022 12:45:00,1021,624,499,610
10.03.2022 13:00:00,1021,619,506,606
10.03.2022 13:15:00,1021,610,508,599
10.03.2022 13:30:00,1021,598,492,590
10.03.2022 13:45:00,1021,582,469,577
10.03.2022 14:00:00,1021,564,462,561
10.03.2022 14:15:00,1021,542,450,541
10.03.2022 14:30:00,1021,516,428,516
10.03.2022 14:45:00,1020,493,401,492
10.03.2022 15:00:00,1020,466,379,465
10.03.2022 15:15:00,1020,435,358,433
10.03.2022 15:30:00,1020,404,331,402
10.03.2022 15:45:00,1020,370,298,369
10.03.2022 16:00:00,1020,303,235,305
10.03.2022 16:15:00,1020,279,207,283
10.03.2022 16:30:00,1020,250,176,257
10.03.2022 16:45:00,1020,209,132,219
10.03.2022 17:00:00,1020,164,93.0,175
10.03.2022 17:15:00,1020,120,57.4,131
10.03.2022 17:30:00,1019,89.9,41.9,96.3
10.03.2022 17:45:00,1019,74.0,44.0,64.6
10.03.2022 18:00:00,1019,46.2,31.1,30.4
10.03.2022 18:15:00,1020,12.3,3.05,6.37
10.03.2022 18:30:00,1020,3.38,-2.79,-1.60
10.03.2022 18:45:00,1020,0.833,-3.82,-5.02
10.03.2022 19:00:00,1020,0.533,-4.03,-5.19
10.03.2022 19:15:00,1020,0.485,-4.12,-5.16
10.03.2022 19:30:00,1020,0.431,-4.22,-4.91
10.03.2022 19:45:00,1020,0.397,-4.31,-5.06
10.03.2022 20:00:00,1020,0.365,-4.39,-4.83
10.03.2022 20:15:00,1020,0.351,-4.42,-5.11
10.03.2022 20:30:00,1019,0.333,-4.50,-4.93
10.03.2022 20:45:00,1019,0.336,-4.55,-4.93
10.03.2022 21:00:00,1019,0.289,-4.59,-5.09
10.03.2022 21:15:00,1019,0.254,-4.69,-4.87
10.03.2022 21:30:00,1019,0.254,-4.72,-4.93
10.03.2022 21:45:00,1019,0.225,-4.76,-4.72
10.03.2022 22:00:00,1019,0.213,-4.80,-4.95
10.03.2022 22:15:00,1019,0.201,-4.88,-4.81
10.03.2022 22:30:00,1019,0.160,-4.95,-4.90
10.03.2022 22:45:00,1019,0.184,-4.98,-4.78
10.03.2022 23:00:00,1019,0.125,-5.02,-4.76
10.03.2022 23:15:00,1019,0.113,-5.01,-4.83
10.03.2022 23:30:00,1019,0.111,-5.10,-4.76
10.03.2022 23:45:00,1019,0.0644,-5.19,-4.51
11.03.2022 00:00:00,1019,0.0612,-5.22,-4.55
11.03.2022 00:15:00,1019,0.0564,-5.23,-4.67
11.03.2022 00:30:00,1019,0.0226,-5.31,-4.53
11.03.2022 00:45:00,1019,0.0148,-5.33,-4.53
11.03.2022 01:00:00,1019,-0.00113,-5.38,-4.57
11.03.2022 01:15:00,1019,-0.0115,-5.44,-4.46
11.03.2022 01:30:00,1019,-0.0468,-5.47,-4.40
11.03.2022 01:45:00,1019,-0.0814,-5.53,-4.30
11.03.2022 02:00:00,1019,-0.0744,-5.55,-4.26
11.03.2022 02:15:00,1018,-0.0451,-5.58,-4.32
11.03.2022 02:30:00,1018,-0.0866,-5.59,-4.25
11.03.2022 02:45:00,1018,-0.107,-5.67,-4.23
11.03.2022 03:00:00,1018,-0.144,-5.72,-4.09
11.03.2022 03:15:00,1018,-0.126,-5.74,-4.16
11.03.2022 03:30:00,1018,-0.170,-5.78,-4.09
11.03.2022 03:45:00,1018,-0.174,-5.84,-4.10
11.03.2022 04:00:00,1017,-0.199,-5.88,-4.02
11.03.2022 04:15:00,1017,-0.219,-5.93,-3.97
11.03.2022 04:30:00,1017,-0.226,-5.99,-4.18
11.03.2022 04:45:00,1017,-0.215,-6.04,-4.34
11.03.2022 05:00:00,1017,-0.275,-6.06,-4.32
11.03.2022 05:15:00,1017,-0.257,-6.06,-4.35
11.03.2022 05:30:00,1017,-0.276,-6.13,-4.12
11.03.2022 05:45:00,1017,-0.271,-6.17,-4.12
11.03.2022 06:00:00,1017,-0.315,-6.21,-4.17
11.03.2022 06:15:00,1017,-0.271,-6.21,-4.03
11.03.2022 06:30:00,1017,0.466,-6.03,-3.32
11.03.2022 06:45:00,1017,3.20,-5.25,-0.388
11.03.2022 07:00:00,1017,18.3,5.69,9.79
11.03.2022 07:15:00,1017,48.2,27.3,32.0
11.03.2022 07:30:00,1017,68.1,30.3,61.8
11.03.2022 07:45:00,1017,96.4,36.4,98.2
11.03.2022 08:00:00,1017,139,59.8,138
11.03.2022 08:15:00,1016,185,99.8,177
11.03.2022 08:30:00,1016,230,141,217
11.03.2022 08:45:00,1016,273,182,257
11.03.2022 09:00:00,1016,315,222,296
11.03.2022 09:15:00,1016,357,259,336
11.03.2022 09:30:00,1016,391,287,368
11.03.2022 09:45:00,1016,436,329,412
11.03.2022 10:00:00,1016,467,364,442
11.03.2022 10:15:00,1016,505,401,480
11.03.2022 10:30:00,1016,535,422,511
11.03.2022 10:45:00,1015,561,439,536
11.03.2022 11:00:00,1015,585,471,560
11.03.2022 11:15:00,1015,606,496,580
11.03.2022 11:30:00,1015,622,505,596
11.03.2022 11:45:00,1015,634,505,608
11.03.2022 12:00:00,1015,644,524,619
11.03.2022 12:15:00,1015,651,539,628
11.03.2022 12:30:00,1014,652,535,630
11.03.2022 12:45:00,1014,651,523,632
11.03.2022 13:00:00,1014,646,531,627
11.03.2022 13:15:00,1014,640,534,623
11.03.2022 13:30:00,1014,622,513,609
11.03.2022 13:45:00,1014,609,493,600
11.03.2022 14:00:00,1013,589,485,582
11.03.2022 14:15:00,1013,565,472,562
11.03.2022 14:30:00,1013,540,449,537
11.03.2022 14:45:00,1013,511,419,507
11.03.2022 15:00:00,1013,482,395,478
11.03.2022 15:15:00,1012,454,376,450
11.03.2022 15:30:00,1012,421,348,417
11.03.2022 15:45:00,1013,384,310,381
11.03.2022 16:00:00,1012,295,228,297
11.03.2022 16:15:00,1012,288,216,291
11.03.2022 16:30:00,1012,213,149,221
11.03.2022 16:45:00,1012,179,113,189
11.03.2022 17:00:00,1012,154,87.6,165
11.03.2022 17:15:00,1012,124,59.4,136
11.03.2022 17:30:00,1012,91.3,41.8,100.0
11.03.2022 17:45:00,1012,65.3,35.8,61.2
11.03.2022 18:00:00,1012,28.4,13.3,23.4
11.03.2022 18:15:00,1012,6.50,-2.20,4.18
11.03.2022 18:30:00,1013,1.72,-4.19,-0.454
11.03.2022 18:45:00,1013,0.478,-4.64,-3.97
11.03.2022 19:00:00,1013,0.259,-4.75,-4.24
11.03.2022 19:15:00,1013,0.229,-4.78,-4.28
11.03.2022 19:30:00,1013,0.177,-4.85,-4.17
11.03.2022 19:45:00,1013,0.176,-4.92,-4.20
11.03.2022 20:00:00,1013,0.186,-4.94,-4.24
11.03.2022 20:15:00,1013,0.154,-4.96,-4.24
11.03.2022 20:30:00,1013,0.141,-4.99,-4.15
11.03.2022 20:45:00,1013,0.129,-5.05,-4.11
11.03.2022 21:00:00,1013,0.126,-5.10,-4.08
11.03.2022 21:15:00,1013,0.0988,-5.13,-4.04
11.03.2022 21:30:00,1013,0.0965,-5.16,-4.10
11.03.2022 21:45:00,1013,0.0753,-5.18,-3.95
11.03.2022 22:00:00,1013,0.0738,-5.20,-4.12
11.03.2022 22:15:00,1013,0.0417,-5.25,-3.96
11.03.2022 22:30:00,1013,0.0619,-5.27,-4.03
11.03.2022 22:45:00,1013,0.0255,-5.26,-4.17
11.03.2022 23:00:00,1013,0.00820,-5.33,-4.36
11.03.2022 23:15:00,1013,-0.0116,-5.38,-4.17
11.03.2022 23:30:00,1013,0.00500,-5.39,-4.04
11.03.2022 23:45:00,1013,-0.00493,-5.39,-3.98
12.03.2022 00:00:00,1013,-0.0181,-5.42,-3.84
12.03.2022 00:15:00,1013,-0.0273,-5.44,-3.64
12.03.2022 00:30:00,1013,-0.0387,-5.51,-3.51
12.03.2022 00:45:00,1013,-0.0386,-5.50,-3.36
12.03.2022 01:00:00,1013,-0.0470,-5.50,-3.11
12.03.2022 01:15:00,1013,-0.0725,-5.54,-2.96
12.03.2022 01:30:00,1013,-0.0675,-5.56,-2.97
12.03.2022 01:45:00,1013,-0.0708,-5.54,-2.94
12.03.2022 02:00:00,1013,-0.0612,-5.56,-2.87
12.03.2022 02:15:00,1013,-0.0851,-5.60,-2.94
12.03.2022 02:30:00,1013,-0.0595,-5.62,-2.96
12.03.2022 02:45:00,1013,-0.0985,-5.64,-2.76
12.03.2022 03:00:00,1013,-0.0858,-5.64,-2.58
12.03.2022 03:15:00,1013,-0.125,-5.68,-2.55
12.03.2022 03:30:00,1013,-0.0927,-5.70,-2.64
12.03.2022 03:45:00,1013,-0.149,-5.69,-2.26
12.03.2022 04:00:00,1013,-0.131,-5.69,-2.02
12.03.2022 04:15:00,1013,-0.148,-5.71,-1.96
12.03.2022 04:30:00,1013,-0.136,-5.72,-1.83
12.03.2022 04:45:00,1013,-0.107,-5.76,-1.67
12.03.2022 05:00:00,1013,-0.123,-5.75,-1.63
12.03.2022 05:15:00,1013,-0.146,-5.72,-1.67
12.03.2022 05:30:00,1013,-0.145,-5.75,-1.51
12.03.2022 05:45:00,1013,-0.118,-5.73,-1.59
12.03.2022 06:00:00,1013,-0.117,-5.71,-1.58
12.03.2022 06:15:00,1013,-0.0898,-5.69,-2.27
12.03.2022 06:30:00,1013,0.423,-5.63,-2.39
12.03.2022 06:45:00,1013,3.09,-4.78,0.317
12.03.2022 07:00:00,1014,10.0,-1.17,7.29
12.03.2022 07:15:00,1014,21.5,3.30,20.3
12.03.2022 07:30:00,1014,45.9,12.0,43.0
12.03.2022 07:45:00,1014,77.4,24.6,72.5
12.03.2022 08:00:00,1014,96.7,35.5,87.2
12.03.2022 08:15:00,1014,64.4,21.3,62.9
12.03.2022 08:30:00,1014,41.7,7.54,41.0
12.03.2022 08:45:00,1014,79.5,19.8,73.4
12.03.2022 09:00:00,1014,122,34.2,111
12.03.2022 09:15:00,1014,136,56.5,129
12.03.2022 09:30:00,1014,374,249,332
12.03.2022 09:45:00,1014,465,322,430
12.03.2022 10:00:00,1014,356,232,344
12.03.2022 10:15:00,1014,386,256,373
12.03.2022 10:30:00,1015,511,362,505
12.03.2022 10:45:00,1015,485,331,478
12.03.2022 11:00:00,1015,507,346,493
12.03.2022 11:15:00,1015,534,382,519
12.03.2022 11:30:00,1015,543,390,532
12.03.2022 11:45:00,1015,531,369,520
12.03.2022 12:00:00,1015,548,387,532
12.03.2022 12:15:00,1015,627,476,616
12.03.2022 12:30:00,1015,609,474,603
12.03.2022 12:45:00,1015,620,480,613
12.03.2022 13:00:00,1015,603,476,595
12.03.2022 13:15:00,1015,597,475,590
12.03.2022 13:30:00,1015,587,460,585
12.03.2022 13:45:00,1015,305,204,307
12.03.2022 14:00:00,1015,437,289,422
12.03.2022 14:15:00,1015,435,304,431
12.03.2022 14:30:00,1015,385,249,375
12.03.2022 14:45:00,1014,230,126,227
12.03.2022 15:00:00,1015,212,82.5,199
12.03.2022 15:15:00,1015,264,111,245
12.03.2022 15:30:00,1015,268,117,251
12.03.2022 15:45:00,1015,252,113,236
12.03.2022 16:00:00,1015,185,70.0,177
12.03.2022 16:15:00,1015,156,57.9,148
12.03.2022 16:30:00,1015,131,48.6,127
12.03.2022 16:45:00,1015,94.2,33.9,93.6
12.03.2022 17:00:00,1014,76.3,23.5,74.9
12.03.2022 17:15:00,1014,62.1,17.5,60.7
12.03.2022 17:30:00,1014,61.6,19.8,61.1
12.03.2022 17:45:00,1014,54.9,23.4,49.8
12.03.2022 18:00:00,1014,23.6,7.53,19.7
12.03.2022 18:15:00,1014,5.54,-2.21,2.79
12.03.2022 18:30:00,1014,1.71,-3.45,-1.93
12.03.2022 18:45:00,1014,0.772,-3.78,-3.36
12.03.2022 19:00:00,1014,0.571,-3.94,-3.24
12.03.2022 19:15:00,1014,0.515,-4.03,-3.06
12.03.2022 19:30:00,1014,0.485,-4.10,-3.06
12.03.2022 19:45:00,1014,0.446,-4.13,-3.24
12.03.2022 20:00:00,1014,0.449,-4.19,-2.93
12.03.2022 20:15:00,1014,0.430,-4.21,-3.51
12.03.2022 20:30:00,1014,0.409,-4.30,-3.84
12.03.2022 20:45:00,1014,0.383,-4.37,-3.91
12.03.2022 21:00:00,1014,0.368,-4.40,-4.17
12.03.2022 21:15:00,1014,0.322,-4.46,-4.33
12.03.2022 21:30:00,1014,0.302,-4.57,-4.48
12.03.2022 21:45:00,1014,0.282,-4.65,-4.18
12.03.2022 22:00:00,1014,0.253,-4.70,-4.06
12.03.2022 22:15:00,1014,0.241,-4.72,-4.14
12.03.2022 22:30:00,1014,0.211,-4.70,-3.99
12.03.2022 22:45:00,1014,0.265,-4.72,-3.95
12.03.2022 23:00:00,1014,0.207,-4.81,-3.93
12.03.2022 23:15:00,1014,0.201,-4.86,-3.79
12.03.2022 23:30:00,1014,0.179,-4.92,-3.96
12.03.2022 23:45:00,1014,0.151,-4.98,-3.84
13.03.2022 00:00:00,1014,0.156,-5.00,-3.86
13.03.2022 00:15:00,1013,0.167,-5.05,-3.93
13.03.2022 00:30:00,1013,0.113,-5.09,-3.87
13.03.2022 00:45:00,1013,0.103,-5.11,-3.64
13.03.2022 01:00:00,1013,0.0957,-5.18,-3.40
13.03.2022 01:15:00,1013,0.0613,-5.19,-3.68
13.03.2022 01:30:00,1013,0.0696,-5.19,-3.84
13.03.2022 01:45:00,1013,0.0587,-5.23,-3.75
13.03.2022 02:00:00,1013,0.0295,-5.27,-3.65
13.03.2022 02:15:00,1013,0.0256,-5.32,-3.72
13.03.2022 02:30:00,1013,0.00813,-5.35,-3.44
13.03.2022 02:45:00,1013,0.0227,-5.30,-3.33
13.03.2022 03:00:00,1013,0.00607,-5.32,-3.32
13.03.2022 03:15:00,1013,0.0107,-5.31,-3.20
13.03.2022 03:30:00,1013,0.0176,-5.34,-3.31
13.03.2022 03:45:00,1013,0.00347,-5.38,-3.33
13.03.2022 04:00:00,1013,0.0144,-5.42,-3.12
13.03.2022 04:15:00,1013,-0.0223,-5.43,-2.91
13.03.2022 04:30:00,1013,-0.0271,-5.48,-2.73
13.03.2022 04:45:00,1013,-0.0765,-5.54,-2.71
13.03.2022 05:00:00,1013,-0.0641,-5.62,-2.95
13.03.2022 05:15:00,1013,-0.113,-5.62,-3.15
13.03.2022 05:30:00,1013,-0.103,-5.66,-3.24
13.03.2022 05:45:00,1013,-0.0805,-5.68,-3.28
13.03.2022 06:00:00,1013,-0.0892,-5.69,-3.31
13.03.2022 06:15:00,1012,0.0633,-5.62,-3.01
13.03.2022 06:30:00,1012,2.46,-4.91,-0.155
13.03.2022 06:45:00,1012,8.50,-2.76,5.86
13.03.2022 07:00:00,1012,26.8,6.22,21.2
13.03.2022 07:15:00,1013,59.7,18.5,52.0
13.03.2022 07:30:00,1013,79.8,21.9,73.2
13.03.2022 07:45:00,1013,154,54.4,139
13.03.2022 08:00:00,1013,168,66.9,151
13.03.2022 08:15:00,1013,189,81.8,166
13.03.2022 08:30:00,1013,279,146,252
13.03.2022 08:45:00,1013,182,76.6,163
13.03.2022 09:00:00,1013,229,89.0,198
13.03.2022 09:15:00,1013,361,170,318
13.03.2022 09:30:00,1013,314,145,279
13.03.2022 09:45:00,1013,243,97.9,220
13.03.2022 10:00:00,1013,327,164,296
13.03.2022 10:15:00,1013,227,107,214
13.03.2022 10:30:00,1013,506,345,470
13.03.2022 10:45:00,1013,469,326,449
13.03.2022 11:00:00,1013,567,419,545
13.03.2022 11:15:00,1013,576,439,556
13.03.2022 11:30:00,1013,603,457,585
13.03.2022 11:45:00,1013,609,453,591
13.03.2022 12:00:00,1012,609,446,595
13.03.2022 12:15:00,1012,507,334,479
13.03.2022 12:30:00,1012,672,484,653
13.03.2022 12:45:00,1012,583,402,570
13.03.2022 13:00:00,1012,384,215,363
13.03.2022 13:15:00,1012,420,243,397
13.03.2022 13:30:00,1012,391,233,372
13.03.2022 13:45:00,1012,463,284,439
13.03.2022 14:00:00,1012,526,350,507
13.03.2022 14:15:00,1012,575,436,571
13.03.2022 14:30:00,1011,544,427,541
13.03.2022 14:45:00,1011,519,394,517
13.03.2022 15:00:00,1011,512,375,509
13.03.2022 15:15:00,1011,491,341,480
13.03.2022 15:30:00,1011,500,349,492
13.03.2022 15:45:00,1011,427,291,417
13.03.2022 16:00:00,1011,406,278,399
13.03.2022 16:15:00,1011,366,256,366
13.03.2022 16:30:00,1011,305,205,310
13.03.2022 16:45:00,1011,226,132,235
13.03.2022 17:00:00,1011,168,78.4,177
13.03.2022 17:15:00,1011,149,60.5,158
13.03.2022 17:30:00,1011,87.4,31.2,93.3
13.03.2022 17:45:00,1011,54.8,19.6,54.4
13.03.2022 18:00:00,1012,21.3,3.78,20.0
13.03.2022 18:15:00,1012,6.55,-1.75,3.64
13.03.2022 18:30:00,1012,2.39,-3.17,-1.91
13.03.2022 18:45:00,1012,0.917,-3.70,-4.15
