Time,Temperatur in °C
31.05.2021 02:00:00,"15,9"
01.06.2021 02:00:00,"18,1"
02.06.2021 02:00:00,"18,4"
03.06.2021 02:00:00,"20,1"
04.06.2021 02:00:00,"19,4"
05.06.2021 02:00:00,"16,3"
06.06.2021 02:00:00,14
07.06.2021 02:00:00,"15,5"
08.06.2021 02:00:00,"16,4"
09.06.2021 02:00:00,20
10.06.2021 02:00:00,"19,9"
11.06.2021 02:00:00,"19,7"
12.06.2021 02:00:00,16
13.06.2021 02:00:00,"16,2"
14.06.2021 02:00:00,"18,9"
15.06.2021 02:00:00,16
16.06.2021 02:00:00,"20,9"
17.06.2021 02:00:00,"25,1"
18.06.2021 02:00:00,"20,4"
19.06.2021 02:00:00,"19,5"
20.06.2021 02:00:00,"17,4"
21.06.2021 02:00:00,13
22.06.2021 02:00:00,"14,1"
23.06.2021 02:00:00,"13,9"
24.06.2021 02:00:00,"14,5"
25.06.2021 02:00:00,"17,1"
26.06.2021 02:00:00,"19,3"
27.06.2021 02:00:00,18
28.06.2021 02:00:00,"20,8"
29.06.2021 02:00:00,"17,6"
30.06.2021 02:00:00,"14,2"
01.07.2021 02:00:00,"17,6"
02.07.2021 02:00:00,17
03.07.2021 02:00:00,"18,6"
04.07.2021 02:00:00,"18,8"
05.07.2021 02:00:00,"17,6"
06.07.2021 02:00:00,"19,1"
07.07.2021 02:00:00,"18,3"
08.07.2021 02:00:00,19
09.07.2021 02:00:00,"17,5"
10.07.2021 02:00:00,"18,2"
11.07.2021 02:00:00,"19,2"
12.07.2021 02:00:00,"21,3"
13.07.2021 02:00:00,"20,2"
14.07.2021 02:00:00,"20,6"
15.07.2021 02:00:00,"18,5"
16.07.2021 02:00:00,"17,8"
17.07.2021 02:00:00,"19,3"
18.07.2021 02:00:00,"18,9"
19.07.2021 02:00:00,"16,8"
20.07.2021 02:00:00,"17,3"
21.07.2021 02:00:00,"18,2"
22.07.2021 02:00:00,"17,5"
23.07.2021 02:00:00,"17,8"
24.07.2021 02:00:00,20
25.07.2021 02:00:00,"20,6"
26.07.2021 02:00:00,"21,7"
27.07.2021 02:00:00,"19,9"
28.07.2021 02:00:00,"17,9"
29.07.2021 02:00:00,17
30.07.2021 02:00:00,"17,5"
31.07.2021 02:00:00,"16,8"
01.08.2021 02:00:00,"16,3"
02.08.2021 02:00:00,"15,8"
03.08.2021 02:00:00,"16,4"
04.08.2021 02:00:00,"16,9"
05.08.2021 02:00:00,"18,1"
06.08.2021 02:00:00,18
07.08.2021 02:00:00,"18,4"
08.08.2021 02:00:00,"17,1"
09.08.2021 02:00:00,"16,1"
10.08.2021 02:00:00,"16,7"
11.08.2021 02:00:00,"19,1"
12.08.2021 02:00:00,"20,5"
13.08.2021 02:00:00,"19,3"
14.08.2021 02:00:00,"18,5"
15.08.2021 02:00:00,"19,7"
16.08.2021 02:00:00,16
17.08.2021 02:00:00,"16,2"
18.08.2021 02:00:00,"16,5"
19.08.2021 02:00:00,"16,4"
20.08.2021 02:00:00,"17,2"
21.08.2021 02:00:00,"18,8"
22.08.2021 02:00:00,17
23.08.2021 02:00:00,"17,8"
24.08.2021 02:00:00,"17,6"
25.08.2021 02:00:00,"15,8"
26.08.2021 02:00:00,"16,5"
27.08.2021 02:00:00,"16,1"
28.08.2021 02:00:00,"16,5"
29.08.2021 02:00:00,"16,6"
30.08.2021 02:00:00,"17,6"
31.08.2021 02:00:00,"16,4"
01.09.2021 02:00:00,"16,6"
02.09.2021 02:00:00,"15,5"
03.09.2021 02:00:00,"15,5"
04.09.2021 02:00:00,"16,2"
05.09.2021 02:00:00,"15,8"
06.09.2021 02:00:00,"16,8"
07.09.2021 02:00:00,"19,4"
08.09.2021 02:00:00,"20,5"
09.09.2021 02:00:00,"21,4"
10.09.2021 02:00:00,20
11.09.2021 02:00:00,"18,4"
12.09.2021 02:00:00,"17,5"
13.09.2021 02:00:00,"16,1"
14.09.2021 02:00:00,"17,2"
15.09.2021 02:00:00,"18,4"
16.09.2021 02:00:00,"16,2"
17.09.2021 02:00:00,"15,7"
18.09.2021 02:00:00,16
19.09.2021 02:00:00,"14,1"
20.09.2021 02:00:00,"13,6"
21.09.2021 02:00:00,"14,9"
22.09.2021 02:00:00,"16,3"
23.09.2021 02:00:00,"15,1"
24.09.2021 02:00:00,"16,9"
25.09.2021 02:00:00,"18,2"
26.09.2021 02:00:00,"18,8"
27.09.2021 02:00:00,"16,8"
28.09.2021 02:00:00,"14,3"
29.09.2021 02:00:00,"11,5"
30.09.2021 02:00:00,"12,6"
01.10.2021 02:00:00,"13,6"
02.10.2021 02:00:00,"14,1"
03.10.2021 02:00:00,"13,5"
04.10.2021 02:00:00,"13,6"
05.10.2021 02:00:00,"12,9"
06.10.2021 02:00:00,"11,6"
07.10.2021 02:00:00,"10,4"
08.10.2021 02:00:00,12
09.10.2021 02:00:00,"11,3"
10.10.2021 02:00:00,"10,4"
11.10.2021 02:00:00,"12,3"
12.10.2021 02:00:00,11
13.10.2021 02:00:00,11
14.10.2021 02:00:00,"13,3"
15.10.2021 02:00:00,"11,8"
16.10.2021 02:00:00,"10,5"
17.10.2021 02:00:00,"11,2"
18.10.2021 02:00:00,"12,1"
19.10.2021 02:00:00,"14,7"
20.10.2021 02:00:00,"15,4"
21.10.2021 02:00:00,10
22.10.2021 02:00:00,"9,09"
23.10.2021 02:00:00,"9,78"
24.10.2021 02:00:00,"9,18"
25.10.2021 02:00:00,"9,03"
26.10.2021 02:00:00,12
27.10.2021 02:00:00,14
28.10.2021 02:00:00,"12,1"
29.10.2021 02:00:00,"12,6"
30.10.2021 02:00:00,12
31.10.2021 02:00:00,"12,3"
01.11.2021 01:00:00,"10,2"
02.11.2021 01:00:00,"7,83"
03.11.2021 01:00:00,"6,72"
04.11.2021 01:00:00,"6,99"
05.11.2021 01:00:00,"9,18"
06.11.2021 01:00:00,"9,99"
07.11.2021 01:00:00,"9,68"
08.11.2021 01:00:00,"9,08"
09.11.2021 01:00:00,"8,97"
10.11.2021 01:00:00,"8,94"
11.11.2021 01:00:00,"9,76"
12.11.2021 01:00:00,"8,67"
13.11.2021 01:00:00,"9,23"
14.11.2021 01:00:00,"8,44"
15.11.2021 01:00:00,"5,9"
16.11.2021 01:00:00,"4,68"
17.11.2021 01:00:00,"7,63"
18.11.2021 01:00:00,"10,3"
19.11.2021 01:00:00,"11,9"
20.11.2021 01:00:00,"10,2"
21.11.2021 01:00:00,"8,19"
22.11.2021 01:00:00,"6,06"
23.11.2021 01:00:00,"8,09"
24.11.2021 01:00:00,"7,02"
25.11.2021 01:00:00,"6,37"
26.11.2021 01:00:00,"3,97"
27.11.2021 01:00:00,"3,37"
28.11.2021 01:00:00,"3,35"
29.11.2021 01:00:00,"3,3"
30.11.2021 01:00:00,"6,66"
01.12.2021 01:00:00,"7,41"
02.12.2021 01:00:00,"2,3"
03.12.2021 01:00:00,"3,05"
04.12.2021 01:00:00,"4,01"
05.12.2021 01:00:00,"2,69"
06.12.2021 01:00:00,"1,81"
07.12.2021 01:00:00,"2,82"
08.12.2021 01:00:00,"4,14"
09.12.2021 01:00:00,"2,51"
10.12.2021 01:00:00,"2,94"
11.12.2021 01:00:00,"1,7"
12.12.2021 01:00:00,"6,82"
13.12.2021 01:00:00,"9,13"
14.12.2021 01:00:00,"8,44"
15.12.2021 01:00:00,"9,44"
16.12.2021 01:00:00,"8,05"
17.12.2021 01:00:00,"7,63"
18.12.2021 01:00:00,"7,38"
19.12.2021 01:00:00,"7,21"
20.12.2021 01:00:00,"3,71"
21.12.2021 01:00:00,"1,33"
22.12.2021 01:00:00,"-1,58"
23.12.2021 01:00:00,"0,869"
24.12.2021 01:00:00,"3,55"
25.12.2021 01:00:00,"-3,81"
26.12.2021 01:00:00,"-4,09"
27.12.2021 01:00:00,"-0,0109"
28.12.2021 01:00:00,"5,43"
29.12.2021 01:00:00,"6,74"
30.12.2021 01:00:00,"10,7"
31.12.2021 01:00:00,"11,9"
