"Time","rel. Luftfeuchtigkeit in %","Temperatur in °C","PV-Modultemperatur in °C"
01.01.2022 00:00:00,100,11.5,10.5
01.01.2022 00:15:00,100,11.5,10.2
01.01.2022 00:30:00,100,11.5,9.86
01.01.2022 00:45:00,100,11.4,9.96
01.01.2022 01:00:00,100,11.2,9.49
01.01.2022 01:15:00,100,11.1,9.82
01.01.2022 01:30:00,100,11.0,9.87
01.01.2022 01:45:00,100,11.0,9.88
01.01.2022 02:00:00,100,10.9,10.1
01.01.2022 02:15:00,100,10.8,10.1
01.01.2022 02:30:00,100,10.8,10.1
01.01.2022 02:45:00,100,10.7,9.42
01.01.2022 03:00:00,100,10.6,8.77
01.01.2022 03:15:00,100,10.3,8.52
01.01.2022 03:30:00,100,9.99,8.06
01.01.2022 03:45:00,100,9.84,7.88
01.01.2022 04:00:00,100,9.86,8.50
01.01.2022 04:15:00,100,10.1,9.09
01.01.2022 04:30:00,100,10.2,9.46
01.01.2022 04:45:00,100,10.3,9.62
01.01.2022 05:00:00,100,10.4,9.70
01.01.2022 05:15:00,100,10.5,9.70
01.01.2022 05:30:00,100,10.5,9.74
01.01.2022 05:45:00,100,10.5,9.62
01.01.2022 06:00:00,100,10.3,9.45
01.01.2022 06:15:00,100,10.3,9.32
01.01.2022 06:30:00,100,10.2,9.47
01.01.2022 06:45:00,100,10.2,9.54
01.01.2022 07:00:00,100,10.3,9.59
01.01.2022 07:15:00,100,10.3,9.58
01.01.2022 07:30:00,100,10.3,9.65
01.01.2022 07:45:00,100,10.3,9.70
01.01.2022 08:00:00,100,10.3,9.75
01.01.2022 08:15:00,100,10.3,9.81
01.01.2022 08:30:00,100,10.3,9.70
01.01.2022 08:45:00,100,10.3,9.59
01.01.2022 09:00:00,100,10.3,9.88
01.01.2022 09:15:00,100,10.4,10.2
01.01.2022 09:30:00,100,10.4,10.4
01.01.2022 09:45:00,100,10.6,10.7
01.01.2022 10:00:00,100,10.6,10.6
01.01.2022 10:15:00,100,10.3,10.3
01.01.2022 10:30:00,100,10.3,10.3
01.01.2022 10:45:00,100,10.4,10.5
01.01.2022 11:00:00,100,10.6,10.9
01.01.2022 11:15:00,100,10.6,11.0
01.01.2022 11:30:00,100,10.8,11.3
01.01.2022 11:45:00,100,11.2,12.3
01.01.2022 12:00:00,100,11.2,12.8
01.01.2022 12:15:00,100,11.2,12.7
01.01.2022 12:30:00,100,11.2,12.5
01.01.2022 12:45:00,100,11.4,12.2
01.01.2022 13:00:00,100,11.5,12.4
01.01.2022 13:15:00,100,11.5,12.3
01.01.2022 13:30:00,100,11.5,11.9
01.01.2022 13:45:00,100,11.6,11.7
01.01.2022 14:00:00,100,11.8,11.8
01.01.2022 14:15:00,100,11.9,11.8
01.01.2022 14:30:00,100,11.7,11.7
01.01.2022 14:45:00,100,11.6,11.4
01.01.2022 15:00:00,100,11.5,11.3
01.01.2022 15:15:00,100,11.5,11.3
01.01.2022 15:30:00,100,11.6,12.4
01.01.2022 15:45:00,100,11.7,11.6
01.01.2022 16:00:00,100,11.6,10.3
01.01.2022 16:15:00,100,11.3,9.87
01.01.2022 16:30:00,100,11.1,9.65
01.01.2022 16:45:00,100,11.1,9.82
01.01.2022 17:00:00,100,11.1,9.87
01.01.2022 17:15:00,100,10.9,9.58
01.01.2022 17:30:00,100,10.9,9.38
01.01.2022 17:45:00,100,11.0,9.58
01.01.2022 18:00:00,100,11.1,9.79
01.01.2022 18:15:00,100,11.0,9.74
01.01.2022 18:30:00,100,10.9,9.72
01.01.2022 18:45:00,100,11.0,9.73
01.01.2022 19:00:00,100,11.1,9.71
01.01.2022 19:15:00,100,11.2,9.82
01.01.2022 19:30:00,100,11.2,9.81
01.01.2022 19:45:00,100,11.1,9.79
01.01.2022 20:00:00,100,11.1,9.79
01.01.2022 20:15:00,100,11.4,10.0
01.01.2022 20:30:00,100,11.5,10.2
01.01.2022 20:45:00,100,11.7,10.6
01.01.2022 21:00:00,100,11.8,10.7
01.01.2022 21:15:00,100,11.6,10.4
01.01.2022 21:30:00,100,11.7,10.6
01.01.2022 21:45:00,100,11.7,10.7
01.01.2022 22:00:00,100,11.5,10.3
01.01.2022 22:15:00,100,11.4,10.1
01.01.2022 22:30:00,100,11.4,10.1
01.01.2022 22:45:00,100,11.4,10.0
01.01.2022 23:00:00,100,11.4,10.1
01.01.2022 23:15:00,100,11.0,9.83
01.01.2022 23:30:00,100,10.8,9.69
01.01.2022 23:45:00,100,10.9,9.85
02.01.2022 00:00:00,100,11.0,9.92
02.01.2022 00:15:00,100,11.2,10.2
02.01.2022 00:30:00,100,10.8,9.91
02.01.2022 00:45:00,100,10.8,9.86
02.01.2022 01:00:00,100,10.9,9.88
02.01.2022 01:15:00,100,10.8,9.86
02.01.2022 01:30:00,100,10.8,9.81
02.01.2022 01:45:00,100,11.0,10.00
02.01.2022 02:00:00,100,10.8,9.89
02.01.2022 02:15:00,100,10.6,9.72
02.01.2022 02:30:00,100,10.7,9.85
02.01.2022 02:45:00,100,10.7,9.94
02.01.2022 03:00:00,100,10.6,9.84
02.01.2022 03:15:00,100,10.7,9.94
02.01.2022 03:30:00,100,10.6,9.94
02.01.2022 03:45:00,100,10.6,10.0
02.01.2022 04:00:00,100,10.5,10.0
02.01.2022 04:15:00,100,10.4,10.0
02.01.2022 04:30:00,100,10.4,10.1
02.01.2022 04:45:00,100,10.4,10.0
02.01.2022 05:00:00,100,10.3,9.98
02.01.2022 05:15:00,100,10.2,9.95
02.01.2022 05:30:00,100,10.2,9.95
02.01.2022 05:45:00,100,10.3,10.0
02.01.2022 06:00:00,100,10.5,10.1
02.01.2022 06:15:00,100,10.6,10.2
02.01.2022 06:30:00,100,10.9,10.4
02.01.2022 06:45:00,100,10.9,10.5
02.01.2022 07:00:00,100,11.0,10.5
02.01.2022 07:15:00,100,11.0,10.6
02.01.2022 07:30:00,100,11.0,10.5
02.01.2022 07:45:00,100,10.8,10.4
02.01.2022 08:00:00,100,10.8,10.4
02.01.2022 08:15:00,100,10.8,10.5
02.01.2022 08:30:00,100,11.0,10.5
02.01.2022 08:45:00,100,11.1,10.6
02.01.2022 09:00:00,100,11.3,10.7
02.01.2022 09:15:00,100,11.5,10.7
02.01.2022 09:30:00,100,11.4,10.7
02.01.2022 09:45:00,100,11.3,10.7
02.01.2022 10:00:00,100,11.3,10.7
02.01.2022 10:15:00,100,11.3,10.7
02.01.2022 10:30:00,100,11.2,10.7
02.01.2022 10:45:00,100,11.1,10.8
02.01.2022 11:00:00,100,11.0,10.7
02.01.2022 11:15:00,100,10.9,10.6
02.01.2022 11:30:00,100,10.9,10.6
02.01.2022 11:45:00,100,10.9,10.7
02.01.2022 12:00:00,100,11.0,10.7
02.01.2022 12:15:00,100,11.1,10.7
02.01.2022 12:30:00,100,11.3,10.8
02.01.2022 12:45:00,100,11.6,11.1
02.01.2022 13:00:00,100,11.8,11.7
02.01.2022 13:15:00,100,11.8,11.7
02.01.2022 13:30:00,100,11.7,11.3
02.01.2022 13:45:00,100,11.5,11.0
02.01.2022 14:00:00,100,11.5,11.6
02.01.2022 14:15:00,100,11.4,11.5
02.01.2022 14:30:00,100,11.2,12.5
02.01.2022 14:45:00,100,11.1,13.6
02.01.2022 15:00:00,100,10.8,12.7
02.01.2022 15:15:00,100,10.5,11.0
02.01.2022 15:30:00,100,10.3,9.99
02.01.2022 15:45:00,100,10.2,9.62
02.01.2022 16:00:00,100,10.1,9.34
02.01.2022 16:15:00,100,10.0,9.20
02.01.2022 16:30:00,100,9.88,8.43
02.01.2022 16:45:00,100,9.77,7.99
02.01.2022 17:00:00,100,9.75,7.92
02.01.2022 17:15:00,100,9.95,8.55
02.01.2022 17:30:00,100,10.1,8.76
02.01.2022 17:45:00,100,10.1,8.70
02.01.2022 18:00:00,100,10.0,8.73
02.01.2022 18:15:00,100,9.92,8.53
02.01.2022 18:30:00,100,9.82,8.23
02.01.2022 18:45:00,100,9.64,7.80
02.01.2022 19:00:00,100,9.52,7.35
02.01.2022 19:15:00,100,9.36,6.99
02.01.2022 19:30:00,100,9.31,7.01
02.01.2022 19:45:00,100,9.21,6.88
02.01.2022 20:00:00,100,9.09,6.68
02.01.2022 20:15:00,100,9.14,7.03
02.01.2022 20:30:00,100,9.17,7.18
02.01.2022 20:45:00,100,9.22,7.52
02.01.2022 21:00:00,100,9.23,7.59
02.01.2022 21:15:00,100,9.15,7.62
02.01.2022 21:30:00,100,9.11,7.42
02.01.2022 21:45:00,100,9.13,7.63
02.01.2022 22:00:00,100,9.34,8.18
02.01.2022 22:15:00,100,9.58,8.43
02.01.2022 22:30:00,100,9.53,8.49
02.01.2022 22:45:00,100,9.44,8.49
02.01.2022 23:00:00,100,9.30,8.31
02.01.2022 23:15:00,100,8.87,7.96
02.01.2022 23:30:00,100,8.62,7.78
02.01.2022 23:45:00,100,8.50,7.83
03.01.2022 00:00:00,100,8.17,7.72
03.01.2022 00:15:00,100,7.98,7.59
03.01.2022 00:30:00,100,7.53,7.06
03.01.2022 00:45:00,100,7.58,6.82
03.01.2022 01:00:00,100,7.78,6.61
03.01.2022 01:15:00,100,7.85,6.78
03.01.2022 01:30:00,100,7.90,6.83
03.01.2022 01:45:00,100,8.04,6.85
03.01.2022 02:00:00,100,8.40,7.41
03.01.2022 02:15:00,100,8.75,7.68
03.01.2022 02:30:00,100,8.95,8.05
03.01.2022 02:45:00,100,9.08,8.21
03.01.2022 03:00:00,100,9.09,8.29
03.01.2022 03:15:00,100,9.06,8.16
03.01.2022 03:30:00,100,9.05,8.19
03.01.2022 03:45:00,100,9.11,8.28
03.01.2022 04:00:00,100,9.23,8.40
03.01.2022 04:15:00,100,9.24,8.47
03.01.2022 04:30:00,100,9.21,8.41
03.01.2022 04:45:00,100,9.12,7.81
03.01.2022 05:00:00,100,9.00,7.28
03.01.2022 05:15:00,100,8.85,6.91
03.01.2022 05:30:00,100,8.80,6.86
03.01.2022 05:45:00,100,8.82,7.08
03.01.2022 06:00:00,100,8.81,7.39
03.01.2022 06:15:00,100,8.94,7.65
03.01.2022 06:30:00,100,8.97,7.78
03.01.2022 06:45:00,100,9.03,8.03
03.01.2022 07:00:00,100,9.04,7.95
03.01.2022 07:15:00,100,8.99,7.43
03.01.2022 07:30:00,100,8.96,7.70
03.01.2022 07:45:00,100,9.00,7.96
03.01.2022 08:00:00,100,9.01,7.97
03.01.2022 08:15:00,100,8.95,7.88
03.01.2022 08:30:00,100,8.98,7.88
03.01.2022 08:45:00,100,8.88,8.07
03.01.2022 09:00:00,100,8.84,8.12
03.01.2022 09:15:00,100,8.93,8.25
03.01.2022 09:30:00,100,9.00,8.51
03.01.2022 09:45:00,100,9.04,8.72
03.01.2022 10:00:00,100,9.17,9.08
03.01.2022 10:15:00,100,9.31,9.17
03.01.2022 10:30:00,100,9.37,9.47
03.01.2022 10:45:00,100,9.41,10.1
03.01.2022 11:00:00,100,9.46,10.1
03.01.2022 11:15:00,100,9.52,10.2
03.01.2022 11:30:00,100,9.55,10.4
03.01.2022 11:45:00,100,9.58,10.4
03.01.2022 12:00:00,100,9.64,10.9
03.01.2022 12:15:00,100,9.77,12.0
03.01.2022 12:30:00,100,9.79,10.9
03.01.2022 12:45:00,100,9.70,10.3
03.01.2022 13:00:00,100,9.74,10.7
03.01.2022 13:15:00,100,9.82,10.9
03.01.2022 13:30:00,100,9.88,11.3
03.01.2022 13:45:00,100,9.85,10.7
03.01.2022 14:00:00,100,10.1,13.4
03.01.2022 14:15:00,100,9.95,11.6
03.01.2022 14:30:00,100,9.93,10.6
03.01.2022 14:45:00,100,9.97,10.7
03.01.2022 15:00:00,100,9.90,10.0
03.01.2022 15:15:00,100,9.80,9.46
03.01.2022 15:30:00,100,9.74,9.30
03.01.2022 15:45:00,100,9.75,9.36
03.01.2022 16:00:00,100,9.67,8.80
03.01.2022 16:15:00,100,9.46,7.78
03.01.2022 16:30:00,100,9.47,8.18
03.01.2022 16:45:00,100,9.46,8.27
03.01.2022 17:00:00,100,9.43,8.14
03.01.2022 17:15:00,100,9.23,7.55
03.01.2022 17:30:00,100,9.11,7.58
03.01.2022 17:45:00,100,9.05,7.60
03.01.2022 18:00:00,100,8.96,7.57
03.01.2022 18:15:00,100,8.86,7.54
03.01.2022 18:30:00,100,8.75,7.45
03.01.2022 18:45:00,100,8.70,7.57
03.01.2022 19:00:00,100,8.56,6.72
03.01.2022 19:15:00,100,8.44,6.36
03.01.2022 19:30:00,100,8.30,6.30
03.01.2022 19:45:00,100,8.16,6.24
03.01.2022 20:00:00,100,8.02,6.02
03.01.2022 20:15:00,100,7.93,5.89
03.01.2022 20:30:00,100,7.82,5.66
03.01.2022 20:45:00,100,7.76,5.50
03.01.2022 21:00:00,100,7.73,5.40
03.01.2022 21:15:00,100,7.78,5.54
03.01.2022 21:30:00,100,7.84,5.67
03.01.2022 21:45:00,100,7.84,5.90
03.01.2022 22:00:00,100,7.96,6.47
03.01.2022 22:15:00,100,8.11,6.70
03.01.2022 22:30:00,100,8.16,6.46
03.01.2022 22:45:00,100,8.21,6.52
03.01.2022 23:00:00,100,8.24,6.71
03.01.2022 23:15:00,100,8.24,6.36
03.01.2022 23:30:00,100,8.20,6.31
03.01.2022 23:45:00,100,8.15,6.16
04.01.2022 00:00:00,100,7.94,5.98
04.01.2022 00:15:00,100,7.74,6.10
04.01.2022 00:30:00,100,7.47,6.01
04.01.2022 00:45:00,100,7.42,5.95
04.01.2022 01:00:00,100,7.40,6.03
04.01.2022 01:15:00,100,7.48,6.23
04.01.2022 01:30:00,100,7.60,6.50
04.01.2022 01:45:00,100,7.74,6.61
04.01.2022 02:00:00,100,7.80,6.65
04.01.2022 02:15:00,100,7.84,6.63
04.01.2022 02:30:00,100,7.82,6.44
04.01.2022 02:45:00,100,7.80,6.56
04.01.2022 03:00:00,100,7.83,6.69
04.01.2022 03:15:00,100,7.84,6.79
04.01.2022 03:30:00,100,7.77,6.88
04.01.2022 03:45:00,100,7.54,6.86
04.01.2022 04:00:00,100,7.53,6.85
04.01.2022 04:15:00,100,7.70,6.91
04.01.2022 04:30:00,100,7.82,6.97
04.01.2022 04:45:00,100,7.73,6.98
04.01.2022 05:00:00,100,7.58,6.91
04.01.2022 05:15:00,100,7.54,6.75
04.01.2022 05:30:00,100,7.53,6.81
04.01.2022 05:45:00,100,7.50,6.79
04.01.2022 06:00:00,100,7.54,6.75
04.01.2022 06:15:00,100,7.50,6.75
04.01.2022 06:30:00,100,7.41,6.67
04.01.2022 06:45:00,100,7.54,6.68
04.01.2022 07:00:00,100,7.59,6.71
04.01.2022 07:15:00,100,7.56,6.57
04.01.2022 07:30:00,100,7.55,6.52
04.01.2022 07:45:00,100,7.59,6.72
04.01.2022 08:00:00,100,7.57,6.77
04.01.2022 08:15:00,100,7.03,6.42
04.01.2022 08:30:00,100,6.56,5.95
04.01.2022 08:45:00,100,6.51,5.91
04.01.2022 09:00:00,100,6.15,5.55
04.01.2022 09:15:00,100,6.19,5.52
04.01.2022 09:30:00,100,6.42,5.54
04.01.2022 09:45:00,100,6.74,5.94
04.01.2022 10:00:00,100,6.99,6.30
04.01.2022 10:15:00,100,6.78,6.46
04.01.2022 10:30:00,100,6.33,6.46
04.01.2022 10:45:00,100,6.02,6.46
04.01.2022 11:00:00,100,5.73,6.11
04.01.2022 11:15:00,100,5.58,6.39
04.01.2022 11:30:00,100,5.16,5.83
04.01.2022 11:45:00,100,4.77,5.45
04.01.2022 12:00:00,100,4.59,5.28
04.01.2022 12:15:00,100,4.67,5.66
04.01.2022 12:30:00,100,4.74,6.14
04.01.2022 12:45:00,100,4.44,6.10
04.01.2022 13:00:00,100,4.68,6.75
04.01.2022 13:15:00,100,4.96,8.12
04.01.2022 13:30:00,100,5.21,8.95
04.01.2022 13:45:00,100,5.30,7.86
04.01.2022 14:00:00,100,5.33,6.93
04.01.2022 14:15:00,100,5.26,6.34
04.01.2022 14:30:00,100,5.31,6.78
04.01.2022 14:45:00,100,5.37,6.72
04.01.2022 15:00:00,100,5.33,6.08
04.01.2022 15:15:00,100,5.24,5.17
04.01.2022 15:30:00,100,5.34,6.24
04.01.2022 15:45:00,100,5.32,5.90
04.01.2022 16:00:00,100,5.13,4.15
04.01.2022 16:15:00,100,4.85,2.40
04.01.2022 16:30:00,100,4.58,1.59
04.01.2022 16:45:00,100,4.41,1.73
04.01.2022 17:00:00,100,4.31,1.41
04.01.2022 17:15:00,100,4.12,0.981
04.01.2022 17:30:00,100,3.83,1.50
04.01.2022 17:45:00,100,3.67,0.623
04.01.2022 18:00:00,100,3.66,1.04
04.01.2022 18:15:00,100,3.63,0.787
04.01.2022 18:30:00,100,3.48,-0.370
04.01.2022 18:45:00,100,3.25,-0.796
04.01.2022 19:00:00,100,3.12,-0.924
04.01.2022 19:15:00,100,3.36,-0.0857
04.01.2022 19:30:00,100,3.52,1.51
04.01.2022 19:45:00,100,3.14,1.10
04.01.2022 20:00:00,100,3.11,0.0905
04.01.2022 20:15:00,100,3.12,-0.338
04.01.2022 20:30:00,100,3.19,0.421
04.01.2022 20:45:00,100,2.85,1.20
04.01.2022 21:00:00,100,2.42,-0.120
04.01.2022 21:15:00,100,2.48,-0.900
04.01.2022 21:30:00,100,2.80,-0.675
04.01.2022 21:45:00,100,2.97,0.00707
04.01.2022 22:00:00,100,3.14,0.0409
04.01.2022 22:15:00,100,3.05,0.461
04.01.2022 22:30:00,100,2.77,-0.301
04.01.2022 22:45:00,100,2.64,0.119
04.01.2022 23:00:00,100,2.69,0.440
04.01.2022 23:15:00,100,2.61,-0.447
04.01.2022 23:30:00,100,2.59,-0.907
04.01.2022 23:45:00,100,2.83,-0.582
05.01.2022 00:00:00,100,2.80,-0.134
05.01.2022 00:15:00,100,2.65,-0.437
05.01.2022 00:30:00,100,2.72,-0.325
05.01.2022 00:45:00,100,3.13,0.0887
05.01.2022 01:00:00,100,3.35,0.167
05.01.2022 01:15:00,100,3.28,-0.0711
05.01.2022 01:30:00,100,3.08,-0.0292
05.01.2022 01:45:00,100,3.01,-0.151
05.01.2022 02:00:00,100,2.92,-0.256
05.01.2022 02:15:00,100,2.58,-0.325
05.01.2022 02:30:00,100,2.72,0.211
05.01.2022 02:45:00,100,2.60,-0.244
05.01.2022 03:00:00,100,2.92,-0.208
05.01.2022 03:15:00,100,3.22,0.252
05.01.2022 03:30:00,100,3.48,0.667
05.01.2022 03:45:00,100,3.72,1.14
05.01.2022 04:00:00,100,3.75,1.97
05.01.2022 04:15:00,100,3.67,1.91
05.01.2022 04:30:00,100,3.76,2.20
05.01.2022 04:45:00,100,3.68,2.19
05.01.2022 05:00:00,100,3.52,1.52
05.01.2022 05:15:00,100,3.52,1.29
05.01.2022 05:30:00,100,3.62,1.21
05.01.2022 05:45:00,100,3.61,1.18
05.01.2022 06:00:00,100,3.62,1.07
05.01.2022 06:15:00,100,3.74,1.24
05.01.2022 06:30:00,100,3.87,1.63
05.01.2022 06:45:00,100,3.99,2.23
05.01.2022 07:00:00,100,3.77,2.58
05.01.2022 07:15:00,100,3.69,2.68
05.01.2022 07:30:00,100,3.45,2.61
05.01.2022 07:45:00,100,3.42,2.61
05.01.2022 08:00:00,100,3.70,2.69
05.01.2022 08:15:00,100,3.94,2.06
05.01.2022 08:30:00,100,4.11,2.73
05.01.2022 08:45:00,100,4.31,2.99
05.01.2022 09:00:00,100,4.27,3.20
05.01.2022 09:15:00,100,4.38,3.65
05.01.2022 09:30:00,100,4.58,4.10
05.01.2022 09:45:00,100,4.74,3.98
05.01.2022 10:00:00,100,4.87,3.83
05.01.2022 10:15:00,100,4.86,3.84
05.01.2022 10:30:00,100,5.13,4.49
05.01.2022 10:45:00,100,5.88,7.63
05.01.2022 11:00:00,100,6.57,12.9
05.01.2022 11:15:00,100,5.29,6.41
05.01.2022 11:30:00,100,5.84,5.02
05.01.2022 11:45:00,100,6.72,10.6
05.01.2022 12:00:00,100,7.09,14.2
05.01.2022 12:15:00,100,7.11,13.0
05.01.2022 12:30:00,100,7.16,13.2
05.01.2022 12:45:00,100,7.26,13.4
05.01.2022 13:00:00,100,7.25,13.1
05.01.2022 13:15:00,100,7.28,15.1
05.01.2022 13:30:00,100,6.79,11.1
05.01.2022 13:45:00,100,6.13,7.71
05.01.2022 14:00:00,100,6.43,8.78
05.01.2022 14:15:00,100,6.16,8.22
05.01.2022 14:30:00,100,6.60,10.4
05.01.2022 14:45:00,100,6.73,8.71
05.01.2022 15:00:00,100,6.67,8.17
05.01.2022 15:15:00,100,6.39,6.56
05.01.2022 15:30:00,100,6.32,6.40
05.01.2022 15:45:00,100,6.27,5.66
05.01.2022 16:00:00,100,6.05,4.35
05.01.2022 16:15:00,100,5.99,3.28
05.01.2022 16:30:00,100,5.98,3.00
05.01.2022 16:45:00,100,6.03,3.15
05.01.2022 17:00:00,100,6.24,3.80
05.01.2022 17:15:00,100,6.19,3.44
05.01.2022 17:30:00,100,6.18,3.63
05.01.2022 17:45:00,100,6.00,3.76
05.01.2022 18:00:00,100,6.05,3.30
05.01.2022 18:15:00,100,6.24,3.46
05.01.2022 18:30:00,100,6.10,3.46
05.01.2022 18:45:00,100,5.99,3.48
05.01.2022 19:00:00,100,5.94,3.50
05.01.2022 19:15:00,100,5.97,3.20
05.01.2022 19:30:00,100,5.78,2.74
05.01.2022 19:45:00,100,5.66,3.12
05.01.2022 20:00:00,100,5.05,2.69
05.01.2022 20:15:00,100,4.85,1.77
05.01.2022 20:30:00,100,5.13,2.07
05.01.2022 20:45:00,100,5.24,2.85
05.01.2022 21:00:00,100,4.71,3.07
05.01.2022 21:15:00,100,4.40,2.57
05.01.2022 21:30:00,100,4.51,2.16
05.01.2022 21:45:00,100,3.93,2.62
05.01.2022 22:00:00,100,4.05,1.49
05.01.2022 22:15:00,100,4.51,1.44
05.01.2022 22:30:00,100,5.00,2.08
05.01.2022 22:45:00,100,5.25,2.48
05.01.2022 23:00:00,100,5.35,2.47
05.01.2022 23:15:00,100,5.10,2.31
05.01.2022 23:30:00,100,4.89,1.77
05.01.2022 23:45:00,100,5.15,2.19
06.01.2022 00:00:00,100,4.87,2.52
06.01.2022 00:15:00,100,4.41,2.12
06.01.2022 00:30:00,100,4.29,1.92
06.01.2022 00:45:00,100,4.10,1.42
06.01.2022 01:00:00,100,3.70,0.283
06.01.2022 01:15:00,100,3.46,0.112
06.01.2022 01:30:00,100,3.40,-0.00627
06.01.2022 01:45:00,100,3.36,0.477
06.01.2022 02:00:00,100,3.26,-0.585
06.01.2022 02:15:00,100,3.10,-1.75
06.01.2022 02:30:00,100,2.81,-2.40
06.01.2022 02:45:00,100,2.70,-2.00
06.01.2022 03:00:00,100,2.90,0.310
06.01.2022 03:15:00,100,2.65,0.772
06.01.2022 03:30:00,100,2.33,-1.03
06.01.2022 03:45:00,100,2.07,-1.55
06.01.2022 04:00:00,100,1.87,-1.75
06.01.2022 04:15:00,100,1.80,-1.92
06.01.2022 04:30:00,100,1.99,-1.75
06.01.2022 04:45:00,100,2.18,-1.60
06.01.2022 05:00:00,100,2.46,-1.34
06.01.2022 05:15:00,100,2.58,-1.51
06.01.2022 05:30:00,100,2.31,-1.63
06.01.2022 05:45:00,100,2.36,-1.99
06.01.2022 06:00:00,100,2.51,-0.454
06.01.2022 06:15:00,100,2.85,-0.126
06.01.2022 06:30:00,100,3.24,0.189
06.01.2022 06:45:00,100,3.86,0.142
06.01.2022 07:00:00,100,3.85,0.0506
06.01.2022 07:15:00,100,3.74,-1.09
06.01.2022 07:30:00,100,3.41,-1.42
06.01.2022 07:45:00,100,3.17,-0.968
06.01.2022 08:00:00,100,3.02,-1.15
06.01.2022 08:15:00,100,2.70,-2.07
06.01.2022 08:30:00,100,2.75,-2.48
06.01.2022 08:45:00,100,2.83,-2.73
06.01.2022 09:00:00,100,2.98,-2.24
06.01.2022 09:15:00,100,2.83,-0.429
06.01.2022 09:30:00,100,3.10,1.19
06.01.2022 09:45:00,100,3.30,3.26
06.01.2022 10:00:00,100,3.50,4.67
06.01.2022 10:15:00,100,3.70,7.12
06.01.2022 10:30:00,100,3.67,9.29
06.01.2022 10:45:00,100,3.85,11.1
06.01.2022 11:00:00,100,4.13,12.8
06.01.2022 11:15:00,100,4.10,14.6
06.01.2022 11:30:00,100,4.46,16.6
06.01.2022 11:45:00,100,4.76,17.8
06.01.2022 12:00:00,100,4.96,18.3
06.01.2022 12:15:00,100,5.18,16.1
06.01.2022 12:30:00,100,5.45,17.1
06.01.2022 12:45:00,100,5.59,18.0
06.01.2022 13:00:00,100,5.47,18.0
06.01.2022 13:15:00,100,5.65,18.1
06.01.2022 13:30:00,100,5.88,18.3
06.01.2022 13:45:00,100,5.79,17.1
06.01.2022 14:00:00,100,5.76,16.0
06.01.2022 14:15:00,100,6.01,15.1
06.01.2022 14:30:00,100,6.11,14.1
06.01.2022 14:45:00,100,6.00,12.5
06.01.2022 15:00:00,100,5.82,10.5
06.01.2022 15:15:00,100,5.80,9.12
06.01.2022 15:30:00,100,5.71,7.58
06.01.2022 15:45:00,100,5.49,5.89
06.01.2022 16:00:00,100,5.17,4.19
06.01.2022 16:15:00,100,4.86,2.84
06.01.2022 16:30:00,100,4.49,1.92
06.01.2022 16:45:00,100,4.39,1.53
06.01.2022 17:00:00,100,4.35,1.39
06.01.2022 17:15:00,100,4.19,1.25
06.01.2022 17:30:00,100,4.05,1.15
06.01.2022 17:45:00,100,4.03,1.40
06.01.2022 18:00:00,100,3.81,1.36
06.01.2022 18:15:00,100,3.68,2.09
06.01.2022 18:30:00,100,3.65,2.37
06.01.2022 18:45:00,100,3.81,2.48
06.01.2022 19:00:00,100,3.85,2.44
06.01.2022 19:15:00,100,3.79,2.44
06.01.2022 19:30:00,100,3.72,2.33
06.01.2022 19:45:00,100,3.47,1.99
06.01.2022 20:00:00,100,3.32,1.81
06.01.2022 20:15:00,100,3.23,1.82
06.01.2022 20:30:00,100,3.15,1.63
06.01.2022 20:45:00,100,3.07,1.46
06.01.2022 21:00:00,100,3.04,1.44
06.01.2022 21:15:00,100,3.04,1.56
06.01.2022 21:30:00,100,3.02,1.64
06.01.2022 21:45:00,100,3.02,1.67
06.01.2022 22:00:00,100,3.07,1.73
06.01.2022 22:15:00,100,3.21,1.89
06.01.2022 22:30:00,100,3.29,2.09
06.01.2022 22:45:00,100,3.37,2.38
06.01.2022 23:00:00,100,3.38,2.46
06.01.2022 23:15:00,100,3.37,2.28
06.01.2022 23:30:00,100,3.32,2.28
06.01.2022 23:45:00,100,3.27,2.32
07.01.2022 00:00:00,100,3.22,2.29
07.01.2022 00:15:00,100,3.19,2.32
07.01.2022 00:30:00,100,3.22,2.41
07.01.2022 00:45:00,100,3.24,2.52
07.01.2022 01:00:00,100,3.19,2.53
07.01.2022 01:15:00,100,3.25,2.62
07.01.2022 01:30:00,100,3.30,2.68
07.01.2022 01:45:00,100,3.35,2.59
07.01.2022 02:00:00,100,3.31,2.31
07.01.2022 02:15:00,100,3.11,2.11
07.01.2022 02:30:00,100,2.73,1.87
07.01.2022 02:45:00,100,2.61,1.81
07.01.2022 03:00:00,100,2.56,1.78
07.01.2022 03:15:00,100,2.53,1.77
07.01.2022 03:30:00,100,2.44,1.74
07.01.2022 03:45:00,100,2.33,1.67
07.01.2022 04:00:00,100,2.22,1.64
07.01.2022 04:15:00,100,2.13,1.59
07.01.2022 04:30:00,100,2.05,1.55
07.01.2022 04:45:00,100,2.09,1.53
07.01.2022 05:00:00,100,2.13,1.53
07.01.2022 05:15:00,100,2.08,1.49
07.01.2022 05:30:00,100,2.14,1.53
07.01.2022 05:45:00,100,2.21,1.56
07.01.2022 06:00:00,100,2.26,1.61
07.01.2022 06:15:00,100,2.30,1.66
07.01.2022 06:30:00,100,2.39,1.74
07.01.2022 06:45:00,100,2.51,1.81
