"Time","Gesamtverbrauch der Hochschule in kW","Netzbezug der Hochschule in kW"
1622420100000,155.5085542666667,52.203162733333336
1622421000000,160.72395357142858,58.520423928571425
1622421900000,159.994908,58.60145133333332
1622422800000,157.7788677333333,56.429323999999994
1622423700000,159.91664179999998,58.6715114
1622424600000,155.78718666666666,54.56825033333334
1622425500000,155.73458393333334,54.370199666666664
1622426400000,155.7847582666667,54.570525266666664
1622427300000,153.8968338,52.64467026666667
1622428200000,162.73713940000002,61.38452200000001
1622429100000,154.25275306666666,53.24279006666666
1622430000000,184.2848326,83.27647099999999
1622430900000,179.2288612,78.20425560000002
1622431800000,182.15437673333332,81.16366893333334
1622432700000,182.17308633333332,81.15152199999999
1622433600000,181.2382919333333,79.79133053333334
1622434500000,184.75021166666664,83.39327366666666
1622435400000,180.68469753333335,79.18423906666665
1622436300000,189.12173893333335,87.56621919999999
1622437200000,191.49227179999997,89.71075326666669
1622438100000,197.04393193333334,95.79518879999999
1622439000000,189.0308237333333,87.82602506666669
1622439900000,209.65421873333338,108.48493060000001
1622440800000,217.47988133333334,116.45496426666666
1622441700000,229.90235999999996,128.8673062
1622442600000,233.5222154,132.5255574666667
1622443500000,241.22089093333335,140.2304524
1622444400000,256.112949,155.09512313333335
1622445300000,250.9383927333333,149.92709333333332
1622446200000,249.56433180000002,148.55853386666664
1622447100000,252.7619002,151.77526473333327
1622448000000,259.44108613333333,158.402415
1622448900000,265.2939364666667,164.3121712
1622449800000,272.38337192857136,171.2206017857143
1622450700000,280.08070200000003,179.01092406666666
1622451600000,275.0039,173.94393500000004
1622452500000,274.1025802666667,173.0992878666667
1622453400000,267.185662,166.197197
1622454300000,270.0009343333333,169.03144286666665
1622455200000,268.1943052666667,167.11764986666668
1622456100000,263.66268460000003,159.78765446666665
1622457000000,264.34890179999996,161.49396006666666
1622457900000,252.66897926666667,148.55652206666667
1622458800000,271.5228015333334,168.25961133333334
1622459700000,279.2834642,173.70054540000004
1622460600000,278.8670920666667,157.94798946666666
1622461500000,275.3091503333333,154.29066379999998
1622462400000,260.8225116666666,132.35677633333333
1622463300000,247.05756079999995,110.78732453333332
1622464200000,249.7120144,115.75825893333332
1622465100000,253.2123712666667,118.98447919999998
1622466000000,252.91405713333333,118.01767513333334
1622466900000,247.1718743333333,117.99759926666667
1622467800000,244.8570968,115.1996776
1622468700000,243.837876,113.27843506666665
1622469600000,238.56371393333333,107.68704093333334
1622470500000,223.58840326666666,95.91765379999998
1622471400000,219.04373020000003,89.83573946666665
1622472300000,206.07474253333334,79.62867273333335
1622473200000,205.97215739999996,78.95452593333333
1622474100000,196.74007613333336,73.54923266666668
1622475000000,196.6897253333333,70.959564
1622475900000,194.93964533333335,71.38300866666667
1622476800000,183.3555788666667,61.300695399999995
1622477700000,175.2586036666667,56.02894213333334
1622478600000,184.84566786666664,68.2583984
1622479500000,186.90531246666666,71.10807473333332
1622480400000,175.60839700000002,61.97239366666667
1622481300000,172.48743713333337,50.03663706666667
1622482200000,165.10568579999997,45.555291600000004
1622483100000,169.2427057333333,59.57275873333333
1622484000000,165.94607399999998,56.843171600000005
1622484900000,165.32465299999998,57.24146446666666
1622485800000,162.75017313333336,56.843935733333325
1622486700000,160.6537382,53.06024233333334
1622487600000,167.18577499999998,59.47470793333332
1622488500000,170.86861400000004,63.076727733333335
1622489400000,160.62229793333336,55.80271986666666
1622490300000,156.37151826666667,51.10823426666666
1622491200000,158.0258523333333,51.6604876
1622492100000,160.60593460000004,53.618352666666674
1622493000000,157.45268233333334,51.107134733333325
1622493900000,157.7325494,52.00400033333333
1622494800000,154.9128200666667,48.03075626666667
1622495700000,157.47085673333333,63.33255233333334
1622496600000,153.8922552,52.43883426666668
1622497500000,160.45037499999998,56.68040873333334
1622498400000,156.44520193333335,48.63908633333333
1622499300000,157.63949100000002,49.4511876
1622500200000,155.4265252666667,45.569480999999996
1622501100000,156.67622693333334,46.8774324
1622502000000,158.53195993333333,47.74070393333333
1622502900000,157.23117973333333,47.25659206666667
1622503800000,160.67550960000003,52.08966599999999
1622504700000,156.984173,49.069610000000004
1622505600000,158.73911353333332,52.72754426666666
1622506500000,157.98904146666663,50.814055
1622507400000,157.44895833333334,50.83729053333333
1622508300000,154.2198284,49.65514273333335
1622509200000,157.1515452,53.09204573333333
1622510100000,153.4786482,50.04856513333333
1622511000000,156.58481273333334,51.850118066666674
1622511900000,152.86688873333335,49.92664893333334
1622512800000,154.73291873333335,51.330105200000006
